Compound,Compound ID,Formula,Description,Link,Neutral mass (Da),m/z,Retention time (min),Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Adducts,1.1,1.2,2.1,2.2,3.1,3.2,4.1,4.2,5.1,5.2,6.1,6.2
3.41_1117.2977m/z,CSID24604503,C27H29NO10S,"(1R,2R,3S,4R,5S,6R)-2,4-Bis(benzyloxy)-3,5-dihydroxy-6-methoxycyclohexyl 4-nitrobenzenesulfonate",http://nonlinear.com/redirect/outbound?p=chemspider&param=24604503,,1117.2977321309,3.4076,36.5,0,2.30220628822163,85.4554174416554,2M-H,0.0,0.0,54.1876443260109,52.6847538948032,56.9341531811591,41.3909895722808,98.8176269531419,87.934937477214,6.03271484375944,0.0,4.3579711318007,0.0
3.39_1007.2656m/z,CSID67033983,C16H38O8P2Si3,"(2,5,5,7,9,9,12-Heptamethyl-2,12-dioxido-3,6,8,11-tetraoxa-2λ~5~,12λ~5~-diphospha-5,7,9-trisilatridecan-7-yl)methyl methacrylate",http://nonlinear.com/redirect/outbound?p=chemspider&param=67033983,,1007.26557237178,3.39333333333333,32.2,0,2.88296185717926,64.4915590179821,2M-H,64.7135102069292,56.6904389270381,9.70985552271466,14.9281691896163,7.20388711103915,7.32537829875878,12.516760432614,10.178713169721,7.26386007338224,21.7004912738667,22.6063495308621,27.7227992769546
3.36_695.2169m/z,1010056,C20H16N2O4,"N-(furan-2-ylmethyl)-5-methyl-6-oxobenzo[b][1,4]benzoxazepine-3-carboxamide",,,695.216912967101,3.36478333333333,36.5,0,3.12457396809209,86.0355041213007,2M-H,33.5010069608541,31.1574099063872,16.2857362032083,17.7698671817899,21.44851708411,23.096954345699,30.7962036729041,29.3062136173263,41.5220689289196,37.8710906344947,36.6720578670592,42.9066541231052
3.36_461.1721m/z,1006588,C26H26N2O6,,,,461.17211280441,3.36478333333333,35.4,0,0.654888200074057,78.0346951181518,M-H,3.66197907421105,11.241110243781,835.327117383177,839.190964281475,223.376617193242,224.256416740747,15.9510317950535,20.6945999201992,16.6721066591764,12.2932106950446,8.22081072377612,10.6959320467622
3.34_507.1113m/z,CSID10455735,C8H16ClN2O3P,Di-4-morpholinylphosphinic chloride,http://nonlinear.com/redirect/outbound?p=chemspider&param=10455735,,507.111266910704,3.34406666666667,33.9,0,2.2226018497489,72.2366159901355,2M-H,3.06561273336379,1.89529418945358,123.070822016925,128.339171707621,101.250148017959,122.945188967119,188.700271606446,205.291533470131,12.6592712402316,12.233261108399,22.5291290283218,25.9300939693615
3.32_721.1422m/z,1003087,C18H17Cl2N3O,"3,4-dichloro-N-[(1-propylbenzimidazol-5-yl)methyl]benzamide",,,721.142220545724,3.31551666666667,29.2,0,-0.32982159349086,46.6009405141059,2M-H,32.3350897599436,32.0932049196792,54.3580627441239,50.0984236169512,71.9439396858213,65.9018653074791,42.9197711329626,53.6206484252278,9.41052995768867,16.9253236055444,23.5476792079322,27.1384087441353
3.32_417.1011m/z,1002193,C22H18N4O3S,"N-(3-methylsulfanylphenyl)-2-[2-oxo-3-(3-phenyl-1,2,4-oxadiazol-5-yl)pyridin-1-yl]acetamide",,,417.101079989562,3.31551666666667,34,0,-3.83878339653434,74.5265383521135,M-H,59.0211029052853,70.0292053222924,47.8864098854838,53.4137424146002,14.7007376155797,11.0623851480178,23.1959686279183,28.0437578399294,117.085402518496,155.576782226656,23.1593052620611,28.5148748754983
3.30_675.1431m/z,1079832,C15H11F3N3O3,"7-[4-(trifluoromethoxy)benzoyl]-1,5,6,8-tetrahydropyrido[3,4-d]pyrimidin-4-one",,,675.143142077103,3.30125,36.7,0,-0.12314210644028,83.4640315961462,2M-H,14.6687695168533,20.5334144114125,28.9012755155379,33.0190736055411,32.4817810058461,35.0265295321557,24.6386673387509,22.6377891999973,12.0216674804703,11.7533950227257,9.84014892578142,14.8317945232
3.30_357.0952m/z,1002944,C18H21ClN4OS,N-(3-chloro-4-methylphenyl)-2-(6-piperidin-1-ylpyrimidin-4-yl)sulfanylacetamide,,,357.095180958747,3.30125,31.7,0,1.49441078550922,60.3437807654106,M-H2O-H,271.277012836671,358.845326283575,458.536157708855,523.732267379708,189.697447273959,203.502034120943,348.177697868226,387.039096582199,665.122302866834,773.636305113514,340.207899879381,400.885325909356
3.29_499.1445m/z,298016,C9H16Cl2N4,Chloroallyl methenamine chloride,,,499.144455007781,3.28696666666667,29.6,0,2.6543518327465,51.2940422641612,2M-H,3.11753984347894,2.26756259228231,8.23509424591145,9.44475994109839,27.5981122720243,39.4122924804528,4.90374699106623,5.78968607858113,1.06163402557173,6.49877929687625,9.68538109984695,13.559214881299
3.27_581.1857m/z,1044221,C12H13N5O4,"N-(2-methoxyethyl)-2-(pyrazine-2-carbonylamino)-1,3-oxazole-4-carboxamide",,,581.18570783299,3.2727,38.1,0,-0.899311488335794,91.8119227657546,2M-H,92.2144298776983,92.6836242079931,74.8700239037609,70.2787520587712,37.4377309824526,38.2524107992852,65.3118591308528,60.2619309561992,89.9244417564807,104.01862743396,67.1442863642982,68.1476745009209
3.24_877.1869m/z,1000278,C17H21N5O5S2,"5-(5-ethyl-1,3,4-oxadiazol-2-yl)-1-methyl-N-[2-(4-sulfamoylphenyl)ethyl]pyrrole-3-sulfonamide",,,877.186880107291,3.24415,35.9,0,-3.03468560061003,82.877287601625,2M-H,12.9153348355176,9.31320190429193,11.3633422851591,9.96136474609239,0.0,1.59959313206951,7.56710803508429,5.02914791035414,123.906464099934,135.154175281574,0.0,3.25747680664017
3.23_580.1731m/z,CSID29784839,C26H35Cl2N5O7,"(3S,6S,9R,13R,17R,18S,18aR)-17,18-Dichloro-3-[(1S)-1-hydroxyethyl]-6-(hydroxymethyl)-9-phenyl-13-propyldodecahydropyrrolo[1,2-d][1,4,7,10,13]pentaazacyclohexadecine-1,4,7,11,14(8H)-pentone",http://nonlinear.com/redirect/outbound?p=chemspider&param=29784839,,580.173093406022,3.22988333333333,29.5,6.48,-0.700066807250554,41.7609862394095,M-H2O-H,8.24237060546005,9.53488022542321,35.4604234307176,31.4474180340857,30.1542259646343,26.090270936512,48.5205075741053,46.504974485833,8.93033290518102,12.9258286675429,25.6680561966253,25.1411503904639
3.23_387.1054m/z,1004190,C19H21ClN4OS,"2-[1-[4-(4-chlorophenyl)-1,3-thiazol-2-yl]-3,5-dimethylpyrazol-4-yl]-N-propan-2-ylacetamide",,,387.105358598509,3.22988333333333,31.9,0,0.450947333163543,60.1612211079184,M-H,500.125241227387,571.689829005889,603.521431734244,738.9458240305,351.935378539386,380.473624353116,520.083789990864,562.193495984687,966.855726777691,1128.902198322,468.056177449045,573.921228319369
3.22_691.1444m/z,1042208,C14H19ClN2O4S,"7-chloro-5-methylsulfonyl-N-propyl-3,4-dihydro-2H-1,5-benzoxazepine-2-carboxamide",,,691.144412622508,3.2156,32.8,0,1.26772973971527,65.3424515812612,2M-H,32.3264160156517,50.8337068308577,194.022056902617,225.050037501448,241.518320635998,238.698736120981,298.039241861542,309.76833047315,24.5485662488544,28.4775360082185,140.559049152884,125.790741443676
3.20_443.1574m/z,1000605,C22H30N4O3S2,"N-[2-(cyclohexen-1-yl)ethyl]-5-(4-methyl-1,3-thiazol-2-yl)-1-(2-oxo-2-pyrrolidin-1-ylethyl)pyrrole-3-sulfonamide",,,443.157420849134,3.20133333333333,33.5,0,-1.45154863927658,69.3539425103726,M-H2O-H,9.83568120795623,14.5780123666013,5.92618449554924,9.24710201978771,5.33398466031268,9.36015738516162,3.79775113544513,6.25436590113614,5.27390046239733,16.0920522950165,8.45944554667045,17.9722747802759
3.17_575.0973m/z,991817,C15H10F2N2S,Thiazolobenzimidazole,,,575.097319450975,3.17278333333333,36.1,0,-3.39461097909751,84.5943250788972,2M-H,262.470775430499,258.088962947876,371.957612537923,397.327694714344,260.560543518771,261.823394374399,363.841170429069,382.741564405387,590.723820686171,646.540775298702,327.054291248237,345.414979148643
3.17_509.2232m/z,166261,C23H34N4O9,Ile Thr Tyr Asp,,,509.223184958889,3.17278333333333,34.2,0.0143,-4.14966589565545,75.9631892574576,M-H,79.5311584472644,79.6757763007388,31.8675807139197,28.2527922391885,34.749867793233,29.4964295625726,61.8139162787534,64.917202873632,56.4474157415056,63.6705991512249,20.4553834199875,27.3100128173825
3.16_524.1011m/z,CSID30791012,C25H22N5NaO6S,"Sodium (2S,5R,6R)-6-{[(2S)-2-{[(4-hydroxy-1,5-naphthyridin-3-yl)carbonyl]amino}-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",http://nonlinear.com/redirect/outbound?p=chemspider&param=30791012,,524.101079710198,3.15851666666667,34.6,0,0.132255026633254,73.1486163263343,M-H2O-H,61.4212024009992,45.25111127152,89.9524062676832,97.4047546386541,54.1043405532604,58.9260559082068,100.224394093895,100.150449287589,207.585997661739,214.095153331914,64.0241398811334,71.0859532886809
3.14_358.1008m/z,1001724,C21H19N3O2S,"N-[2-methyl-5-(8-methylimidazo[1,2-a]pyridin-2-yl)phenyl]benzenesulfonamide",,,358.100843263039,3.14423333333333,34.2,0,-2.95258911634056,74.3960938446018,M-H2O-H,1.72817951131035,0.776842101913791,5.89077764749561,4.58052062988094,0.0,0.0,1.60501098632949,0.0,3.56329505103461,4.10504150390722,1.59210205078125,0.987533599138203
3.13_385.0701m/z,1011715,C19H20N2O4S2,1-(4-methylphenyl)sulfonyl-N-(3-methylsulfanylphenyl)-5-oxopyrrolidine-2-carboxamide,,,385.070149951326,3.12996666666667,33.5,0,3.81587180006634,72.1048188147031,M-H2O-H,20.5178755325925,17.9367825984903,89.3756568035713,83.5275266170677,40.8804727218626,34.7951985184034,34.0750912201451,37.4632520410829,50.7927548885471,57.3223721980457,5.87480944885022,7.21028173386167
3.08_433.2048m/z,1002090,C25H27FN4O2,N-[(4-ethylphenyl)methyl]-1-[1-(3-fluorophenyl)-6-oxopyridazin-3-yl]piperidine-3-carboxamide,,,433.204795516059,3.0807,35.5,0,0.616297958720659,78.0012305429147,M-H,199.807975887469,220.951354792756,240.278488416055,246.889578104085,95.5575545672955,105.692971750185,262.548281027064,262.348184639536,446.371888307525,482.390203163035,181.616295435749,213.634358024967
3.04_593.1457m/z,988351,C14H16ClNO4,diethyl {[(2-chlorophenyl)amino]methylidene}propanedioate,,,593.145670028475,3.03788333333333,34.4,0,-1.0518018826637,73.4201975617159,2M-H,1545.0789102718,1589.57507466559,2824.83221351078,2908.11572218141,3059.42726950551,3338.24629474936,2920.26408325107,2945.68973202905,1452.54860273345,1511.2180903635,1928.59596562889,1958.86951247059
3.02_383.1702m/z,1027767,C24H26N4S,"5,7-dimethyl-2-(4-methylsulfanylphenyl)-N-(4-propan-2-ylphenyl)imidazo[1,2-a]pyrimidin-3-amine",,,383.170227733614,3.02361666666667,34.3,0,0.624088006951913,72.0633250768196,M-H2O-H,10.3807525634703,20.2196655273461,18.0449178909121,22.7594604492152,7.28244436209591,11.7450408339448,17.0458526484393,26.3227844238446,9.03401264350953,17.2169036865189,5.65878295898386,9.51829522848746
3.01_433.1011m/z,1000392,C22H15F3N6O2,"1-(4-methylphenyl)-5-[[3-[3-(trifluoromethyl)phenyl]-1,2,4-oxadiazol-5-yl]methyl]pyrazolo[3,4-d]pyrimidin-4-one",,,433.101051234214,3.00933333333333,34.3,0,-4.34851593178309,76.7284348702196,M-H2O-H,0.0,0.0,17.3380909864485,19.4625335725998,12.5168917179051,13.4626617431616,3.70613098144946,8.37714797323444,11.0228577852212,13.5591888427668,7.06695556640636,21.4794161319842
3.00_431.0939m/z,1009512,C20H23ClN4O4S,,,,431.093900874236,2.99506666666667,31.7,0,-2.47036005337356,61.6022657520751,M-H2O-H,1718.6033082455,1890.6540871815,7991.46847473015,8103.42973620596,6521.80828637425,6918.85314679304,4630.08503649702,5051.43347580541,6681.62141113355,6964.75731476278,8662.52398777902,9276.43035246096
2.98_911.2258m/z,1004619,C21H15F3N6O3,"5-(4-methylphenyl)-3-[[3-[3-(trifluoromethyl)phenyl]-1,2,4-oxadiazol-5-yl]methyl]-3a,6a-dihydropyrrolo[3,4-d]triazole-4,6-dione",,,911.225774912553,2.98078333333333,35.1,0,1.65011558706352,77.3724086329527,2M-H,0.0,0.0,19.1294412199936,12.7621459960879,62.7839965821058,60.0239882469073,5.08543085111274,0.0,0.0,0.0,1.88571161031609,2.07089233398176
2.98_631.1264m/z,1000569,C16H13FN2O2S,"N-(3-fluoro-4-methylphenyl)-2-(4-oxothieno[3,2-c]pyridin-5-yl)acetamide",,,631.126426935241,2.98078333333333,35.5,0,-4.19277265614961,82.5341517525056,2M-H,19.0785116896691,22.0388302975077,37.8603660006828,56.5868177150636,24.6362024478042,34.1223146915395,25.5547250610574,30.1327783006331,19.0412314439508,25.5135498047185,31.8832957846014,35.3623481386674
2.94_479.1109m/z,1002370,C23H24N5O4S2,"N-[2-(1H-benzimidazol-2-yl)ethyl]-1-[(3-methyl-2-oxo-1,3-benzothiazol-6-yl)sulfonyl]piperidine-4-carboxamide",,,479.110868754789,2.93796666666667,32.8,0,3.49028052988014,68.244548249049,M-H2O-H,0.0,0.0,1.37567138671864,0.0,55.3722076415875,59.1313016414899,0.0,1.81813049316389,0.0,0.0,0.0,0.0
2.92_593.1455m/z,1047367,C15H11N3O4,"2-(4-methoxyphenyl)-5-(3-nitrophenyl)-1,3,4-oxadiazole",,,593.145464278139,2.9237,37.1,0,4.76145710600322,91.2342322371833,2M-H,2951.03872478489,3142.98750228889,5653.4676440259,5514.65552321778,6486.02435075007,6461.31504499425,5544.84445556358,6008.4501220191,2423.5827232625,2584.43165670345,3244.21575888117,3487.63589513259
2.90_596.1673m/z,CSID8092660,C33H33N3O5S2,"methyl (5S,6R,8R)-2,11-bis[(ethylsulfanyl)methyl]-6-hydroxy-5-methyl-13-oxo-5,6,7,8,14,15-hexahydro-13H-5,8-epoxy-4b,8a,14-triazadibenzo[b,h]cycloocta[1,2,3,4-jkl]cyclopenta[e]-as-indacene-6-carboxylate",http://nonlinear.com/redirect/outbound?p=chemspider&param=8092660,,596.16730068195,2.89515,31.9,0,-1.65998215137476,61.5264512708321,M-H2O-H,7.62036132811699,16.5987243652262,23.5030815015148,20.7782592773283,31.4084768357386,24.716832305808,23.3387451767832,28.8679504394464,11.6999206542953,7.19406311048263,14.2082873182478,15.3952842028184
2.88_447.0880m/z,1002678,C21H18N6O5S,"2-thiophen-2-yl-5-[[3-(3,4,5-trimethoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]pyrazolo[1,5-d][1,2,4]triazin-4-one",,,447.087979254691,2.88088333333333,35.2,0,-0.253867541877124,76.2034934176542,M-H2O-H,15.7091827392592,24.4428740020542,213.653411581329,203.68408468961,195.878439037673,222.169614636834,37.1411859501057,43.1498287795818,74.1978687819103,108.427302200562,156.00663141685,207.536253929203
2.87_911.2283m/z,1004619,C21H15F3N6O3,"5-(4-methylphenyl)-3-[[3-[3-(trifluoromethyl)phenyl]-1,2,4-oxadiazol-5-yl]methyl]-3a,6a-dihydropyrrolo[3,4-d]triazole-4,6-dione",,,911.228262778285,2.8666,36.8,0,4.37734612668115,89.208599564791,2M-H,0.0,0.0,151.69766223425,124.083618521688,695.035284996524,577.34271895867,37.166623552439,38.1009435617066,0.0,0.0,13.6275634765609,13.5712861661163
2.87_577.1509m/z,CSID10269334,C28H33ClO12,erythrolide L,http://nonlinear.com/redirect/outbound?p=chemspider&param=10269334,,577.15087367994,2.8666,49.6,95.4,4.46318592250835,58.0244213674639,M-H2O-H,31.2376140694151,37.8228695461976,145.770771435738,142.600158691317,114.521097865173,96.8063312846861,76.7583735198548,77.4171438133601,112.12236158874,140.456286985319,122.759735226684,123.277404844793
2.85_631.1235m/z,998499,C11H16N4O3S2,"4-(6-ethyl-2-methylimidazo[2,1-b][1,3,4]thiadiazol-5-yl)sulfonylmorpholine",,,631.123486063166,2.85233333333333,35.9,0,-3.1675099688963,83.0555185062666,2M-H,77.7719435579966,103.925202488897,272.283777905616,327.262062072614,194.431791102574,202.144681833267,169.461922635482,171.343304615815,204.516744818732,225.209431717353,233.522766232677,227.288085937521
2.82_639.1460m/z,1028899,C14H16N4OS2,"[4-methyl-2-(pyridin-2-ylamino)-1,3-thiazol-5-yl]-thiomorpholin-4-ylmethanone",,,639.145952094501,2.81735,35.2,0,0.190927356770652,76.1033859107071,2M-H,1.57418823242296,0.0,24.4286831032799,18.5538864278022,30.2024268826227,24.3294846136057,15.4573020010458,18.8861389160106,1.56356811523392,1.80233764648676,3.71994018555137,6.51539895668607
2.82_479.1102m/z,1002370,C23H24N5O4S2,"N-[2-(1H-benzimidazol-2-yl)ethyl]-1-[(3-methyl-2-oxo-1,3-benzothiazol-6-yl)sulfonyl]piperidine-4-carboxamide",,,479.110247041371,2.81735,33.1,0,2.2421782310446,68.244548249049,M-H2O-H,0.0,0.0,0.0,0.0,182.965225219805,195.705935686231,6.10235595703563,7.58703470697712,0.0,0.0,0.0,0.0
2.80_627.1127m/z,1045123,C13H10N6O2S,"N-(4,6-dihydrothieno[3,4-c][1,2]oxazol-3-yl)-3-(tetrazol-1-yl)benzamide",,,627.112722800968,2.80306666666667,35.9,0,4.47377619346972,84.6975859589398,2M-H,611.602111875905,610.931671141933,474.313840654015,458.369181445121,245.503551179835,224.465453326474,681.002913300416,647.325462341068,504.291818686249,504.705836231185,379.946107626119,396.440409368851
2.80_559.1252m/z,1043397,C16H12N2OS,"(2-amino-4-phenyl-1,3-thiazol-5-yl)-phenylmethanone",,,559.125198232694,2.80306666666667,36.1,0,-2.84461059787313,83.8032365869486,2M-H,1033.0369801897,1060.64890122367,1009.70944938078,923.646094322201,408.97363251417,380.093780518175,1154.8529998204,1184.1275472646,999.873519116027,1034.18028235454,593.819053650316,671.095626592384
2.80_447.1819m/z,1009265,C25H27FN4O4,"N-[(2,5-dimethoxyphenyl)methyl]-1-[1-(4-fluorophenyl)-6-oxopyridazin-3-yl]piperidine-3-carboxamide",,,447.181875556432,2.80306666666667,33.9,0,-4.11175499968505,74.3872287571565,M-H2O-H,11.846575687391,14.5154417753198,16.8228121778388,18.3217698142091,11.2319030761709,7.94763183594071,11.8671822370236,17.0372384333505,15.3170607168091,29.1282501220686,4.7170867919948,11.0449371039856
2.77_669.1585m/z,1001815,C17H13N5OS,"6-[(E)-2-(2-methoxyphenyl)ethenyl]-3-pyridin-3-yl-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole",,,669.158523193643,2.77451666666667,35.9,0,-3.52522759292223,83.5733137469132,2M-H,22.8191999137164,28.7810084262069,147.768180160599,126.876816600411,171.702159928402,138.010829864906,134.433471173271,133.029582328134,23.8176879882803,20.2946940950441,27.9306189405321,31.9262814362356
2.75_593.1452m/z,1047367,C15H11N3O4,"2-(4-methoxyphenyl)-5-(3-nitrophenyl)-1,3,4-oxadiazole",,,593.145181010818,2.74598333333333,36.6,0,4.2846964177717,87.9586015853645,2M-H,21.310613292574,24.1598510742052,163.345490455701,134.190368056368,126.974579989974,109.988053933904,61.7679446935742,64.2204285264364,92.2109982967677,92.9385982044449,81.1250610352254,103.303345203374
2.75_447.0872m/z,1002678,C21H18N6O5S,"2-thiophen-2-yl-5-[[3-(3,4,5-trimethoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]pyrazolo[1,5-d][1,2,4]triazin-4-one",,,447.087198579147,2.74598333333333,34.9,0,-1.92875618685628,76.7319249502283,M-H2O-H,76.1591526962025,97.5513683316904,1217.33800934898,1225.72668707236,1375.22252499249,1449.0572886744,223.288462969755,234.467921501367,545.027290794601,627.626174926859,813.259323601542,928.34434225547
2.72_477.2326m/z,1006752,C27H34N4O2S,"2-[4-(2,3-dimethylphenyl)piperazin-1-yl]-6-(2-methylpiperidin-1-yl)sulfonylquinoline",,,477.232593649309,2.71743333333333,33.7,0,-0.78886583374851,69.3804044096301,M-H,71.769448851788,89.6580459444252,0.0,1.13861105409184,0.0,0.695077367806301,0.0,0.0,5.65280191813898,4.63204809510306,12.1563709467947,15.6074091247884
2.67_503.1738m/z,1044183,C12H13FN2O3,2-(4-fluorophenoxy)-N-(5-oxopyrrolidin-3-yl)acetamide,,,503.173818720925,2.67461666666667,37.9,0,-1.87602369453065,91.6290033311135,2M-H,198.433017759291,228.256407834647,140.225611252844,140.957596659658,205.978113072637,224.162974262226,145.070134221364,165.025280654484,174.530073121881,193.343476414695,145.030167498061,190.051182692129
2.65_513.1203m/z,986605,C25H21F3N4O3S,TMP269,,,513.120297531521,2.64606666666667,34.4,0,-2.08556328618687,74.413629212185,M-H,742.562055279071,823.750114336078,690.303906711862,689.491569644748,291.421287991275,321.069792687732,885.604335769992,913.995890488568,813.368728152563,908.987502813825,447.139762458349,553.598976767722
2.63_447.0876m/z,1002678,C21H18N6O5S,"2-thiophen-2-yl-5-[[3-(3,4,5-trimethoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]pyrazolo[1,5-d][1,2,4]triazin-4-one",,,447.087554283688,2.63178333333333,35,0,-1.16561521131928,76.1916665488464,M-H2O-H,36.1272888183679,34.8160041952563,416.395179387464,365.325826757744,497.275048911695,518.550216318694,69.2868250960022,72.0398249626139,146.672230678655,185.876286364186,251.067870855268,332.401233767209
2.55_499.1758m/z,2937,C25H31F3O5S,Fluticasone propionate,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB05036,,499.175778962053,2.55398333333333,34.2,0,-2.74770231896794,74.2358815800778,M-H,300.561279833287,242.026044785995,205.44203257988,195.097542754505,109.55070483683,98.2925107478973,250.737072992934,232.002624034808,497.944119712865,499.936454500737,172.560012400122,172.553084373494
2.51_625.1706m/z,1008741,C16H15N3O2S,"4-(3,4-dimethoxyphenyl)-N-pyridin-3-yl-1,3-thiazol-2-amine",,,625.170614649815,2.51116666666667,36.4,0,1.43028677410314,83.7192299364911,2M-H,84.5166103436613,90.3169873732419,218.219098651418,190.5871604773,194.496222206687,173.26665837583,204.765455654511,218.724518684796,173.694025850146,185.47514854991,70.8477668314894,84.899956521974
2.48_445.1688m/z,1001980,C25H23FN4O3,"4-[(4-fluorophenyl)methyl]-6-(4-pyridin-2-ylpiperazine-1-carbonyl)-1,4-benzoxazin-3-one",,,445.168807802773,2.48261666666667,34.6,0,1.49134007612986,74.5965709044839,M-H,27.0444398702215,23.8559720516236,46.161163330081,40.744674682611,20.9105069637309,17.4616073660967,45.0549163818397,49.5197906494084,28.1855626106213,27.1929586361895,22.2691957950628,24.1406555175888
2.34_447.1862m/z,1004320,C25H28N4O2S,1-(6-benzylsulfanylpyridazin-3-yl)-N-[(4-methoxyphenyl)methyl]piperidine-4-carboxamide,,,447.186174155013,2.33988333333333,34.1,0,0.342331610382348,70.9351989436886,M-H,24.5931704044351,28.137908935551,16.0975800752654,14.1917418241503,5.51649475097835,3.04743951559087,11.7450256347655,9.49977123738148,22.7839205265175,27.8034973144527,4.80450439453136,10.5191496610678
