Compound,Compound ID,Formula,Description,Link,Neutral mass (Da),m/z,Retention time (min),Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Adducts,1.1,1.2,2.1,2.2,3.1,3.2,4.1,4.2,5.1,5.2,6.1,6.2
13.24_786.5651m/z,CSID113376178,C43H84NO10P,O-{[(2R)-2-(Henicosanoyloxy)-3-(palmitoyloxy)propoxy](hydroxy)phosphoryl}-L-serine,http://nonlinear.com/redirect/outbound?p=chemspider&param=113376178,,786.565099575649,13.24405,32.1,0.18,-0.427397585257969,60.6660136130871,M-H2O-H,0.0,0.0,1.2271728515617,0.0,15.0955810298407,7.6181030273417,11.8902589082743,6.86340326070115,28.6730328650501,26.0009155273372,0.0,0.0
13.29_731.5501m/z,CSID10269216,C22H38O4,patagonicol,http://nonlinear.com/redirect/outbound?p=chemspider&param=10269216,,731.550124161854,13.2868666666667,44.5,50,4.6148048629591,77.8443411189263,2M-H,5.64840698241937,1.53411865234125,8.40086215074464,4.44552612304796,4.92608630657617,1.96292114257767,9.31515502929051,8.84841918945438,0.0,0.0,0.0,2.263383033439
13.29_848.4791m/z,68606,C45H73NO15,Solanine,,,848.479107209942,13.2868666666667,35,0,-1.23609430988167,76.5550716574359,M-H2O-H,66.2605593800969,88.9046930670442,68.207793120756,71.3161315918008,49.3777428509239,48.5802917480571,128.359903900866,128.080935359019,7.65901593862548,4.87802124023301,44.353244850669,50.4602658152269
13.30_888.6694m/z,CSID113376454,C49H96NO10P,O-{[(2R)-2-(Docosanoyloxy)-3-(henicosanoyloxy)propoxy](hydroxy)phosphoryl}-L-serine,http://nonlinear.com/redirect/outbound?p=chemspider&param=113376454,,888.669406549318,13.3011333333333,39.5,25.3,-0.564270603162775,72.7885389618579,M-H,1509.18914985662,0.0,0.0,0.225190655002105,0.0,0.0,1.1827056700292,0.97884237794001,0.0,3.44790868546756,2634.30004824963,2448.5262378374
13.33_355.1567m/z,1004494,C22H22N4O2,"N-benzyl-2-(4-ethoxy-3-methoxyphenyl)imidazo[1,2-a]pyrimidin-3-amine",,,355.156735779143,13.3296833333333,36.2,0,0.804265023006768,81.9440356779411,M-H2O-H,38.7466661081306,64.9553217291787,20.0383495767362,32.7739555662511,31.7085231518162,42.8929141647862,18.6252628419161,23.1933153696783,33.7573262437671,61.3532115962065,13.6792297363307,49.1751320622975
13.33_607.4183m/z,CSID115267548,C42H58O4,"(3R,3′S,5′R)-3,5′-Dihydroxy-6′,7′-didehydro-5′,6′-dihydro-β,β-caroten-3′-yl acetate",http://nonlinear.com/redirect/outbound?p=chemspider&param=115267548,,607.418276026051,13.3296833333333,33,0,4.16188790906922,69.6603871628875,M-H2O-H,101.404897841159,102.217943087311,70.7358348274738,54.3965771385159,65.6119011009273,43.139646838374,111.364582982016,87.71177553026,57.3128044476988,46.7545961406085,32.429762667443,45.2266885407783
13.33_829.5257m/z,CSID113377901,C44H81O13P,"(2R)-1-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(tridecanoyloxy)-2-propanyl (13Z,16Z)-13,16-docosadienoate",http://nonlinear.com/redirect/outbound?p=chemspider&param=113377901,,829.5257397227,13.3296833333333,33.3,0,2.47700642989659,69.3202850944139,M-H2O-H,7.68798822164933,6.16372680663807,45.44135412927,28.9861590910453,47.6755493968341,33.936614751817,49.2062650498609,52.2383728027215,21.3023716740667,19.0270146956815,4.59426879882858,35.622157757964
13.35_833.5035m/z,CSID28282994,C46H76O14,"(1S,3S,7S,8S,9S,11S,13S,17S,18S,19S)-8,18-Dimethyl-3,13-bis[(1R,2R)-2-methylcyclopropyl]-5,15-dioxo-19-[(2,3,4-tri-O-methyl-β-D-xylopyranosyl)oxy]-4,14-dioxatricyclo[15.3.1.1~7,11~]docos-9-yl 2,3,4",http://nonlinear.com/redirect/outbound?p=chemspider&param=28282994,,,,33.5,0.66,-2.48852279566159,69.6249412702021,M-H2O-H,0.0,1.96368804427592,12.2765656199012,12.3454798815025,2.11116451750833,4.09618521868553,18.3401505676596,15.5838909814658,1.92234674994439,2.73318481445119,22.0128782391659,22.5857849121154
13.36_1003.6146m/z,160447,C22H42N6O7,Ile Asp Lys Lys,,,1003.61462884039,13.3646666666667,34.9,0,-1.0851363502182,75.594823561057,2M-H,11.6612855195998,8.55752563476875,13.1300925723563,10.1127930283561,6.64953619241794,2.56606358356682,18.1060834356714,8.47661495313003,5.53845220803839,5.51245193522952,10.6457214355501,16.7408447265595
13.38_744.5192m/z,CSID113376528,C40H78NO10P,O-{[(2R)-3-(Docosanoyloxy)-2-(dodecanoyloxy)propoxy](hydroxy)phosphoryl}-L-serine,http://nonlinear.com/redirect/outbound?p=chemspider&param=113376528,,744.519227530752,13.37895,33.8,0.169,0.962168686391159,70.0575526465682,M-H2O-H,17.604247868055,6.99472057819463,37.3976440429784,19.8008422851506,39.6441950201993,27.0247800946291,55.7926527773763,43.818389892557,0.0,1.92062377929693,10.1980285644585,20.1705626249155
13.44_766.5200m/z,CSID24823062,C46H76NO7P,"(2R)-3-{[6-(Pentacyclo[6.4.0.0~2,7~.0~3,6~.0~9,12~]dodec-4-yl)hexanoyl]oxy}-2-{[8-(tetracyclo[6.4.0.0~2,7~.0~3,6~]dodec-10-yl)octyl]oxy}propyl 2-(trimethylammonio)ethyl phosphate",http://nonlinear.com/redirect/outbound?p=chemspider&param=24823062,,766.519961472955,13.4360333333333,35.2,0,2.3711110597295,78.9250630079572,M-H2O-H,79.0745414682906,55.3360896110375,76.3720751928483,54.20639067889,54.9636215285776,27.7409362792998,110.895757016686,88.5193177461618,12.8500321110522,7.29611217974866,36.7865812499026,39.670504448252
13.44_793.5209m/z,CSID115267137,C41H79O12P,"(2R)-1-(Hexadecyloxy)-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-propanyl (9Z)-9-hexadecenoate",http://nonlinear.com/redirect/outbound?p=chemspider&param=115267137,,793.520873048937,13.4360333333333,33.6,0.0799,-3.48069409316491,72.1912886599788,M-H,170.338958799785,35.3247070908401,153.684295237028,40.2356081759588,208.648977099278,26.50314319136,166.014121190137,71.8574524522021,162.726677793745,15.4061071401742,140.597099457816,48.3674368184311
13.44_848.4764m/z,68606,C45H73NO15,Solanine,,,848.476439653776,13.4360333333333,34.3,0,-4.31109402421144,76.5134353481808,M-H2O-H,395.514862179784,529.740459571375,383.098516096418,467.755455533349,232.085431930654,244.890547705732,558.274945766336,658.697478175219,68.6234918538178,71.7254401410195,196.809922599667,239.267397949638
13.51_353.2116m/z,1092534,C21H28N3O2,4-methyl-9-[[5-(4-methylphenyl)-1H-pyrazol-4-yl]methyl]-1-oxa-9-azaspiro[5.5]undecan-4-ol,,,353.211565548702,13.5074166666667,35.3,0,1.94746999229124,78.987840694515,M-H,70.1607113022448,95.969360844015,73.9449715326305,89.1722044652595,82.0202779856333,86.5060071861171,73.0046294284798,88.3202529458915,77.5845506480707,89.6260711577909,65.7148076036584,83.7711984073692
13.51_791.5001m/z,1008061,C23H32N4O2,1-[6-(4-ethylphenoxy)pyrimidin-4-yl]-N-(3-methylbutyl)piperidine-4-carboxamide,,,791.500137898448,13.5074166666667,36.6,0,2.98012147663935,86.7409604525482,2M-H,0.0,0.0,15.0530700683482,9.48440557718305,26.6888426542299,18.3648070096943,9.40631103515875,5.25128173827983,14.6089477538987,6.908569335935,47.7570499777863,56.9344788789719
13.52_353.1407m/z,1001949,C22H20N4O2,"N-[4-(7-methylimidazo[1,2-a]pyrimidin-2-yl)phenyl]-2-phenoxypropanamide",,,353.140724715353,13.5216833333333,36.6,0,-0.161394531629972,83.0452018370954,M-H2O-H,0.0,20.9399660481428,0.0,10.4232714568995,9.96345791505247,78.3794249891939,0.0,0.0,0.0,11.301732211954,0.0,12.5026156576389
13.52_381.1711m/z,1001207,C24H24N4O2,"N-[4-[5-methyl-4-[(4-methylpyrazol-1-yl)methyl]-1,3-oxazol-2-yl]phenyl]-2-(4-methylphenyl)acetamide",,,381.171110818704,13.5216833333333,35.7,0,-2.43406750748252,81.1742649089969,M-H2O-H,3.00726130213113,66.4308761361104,6.30757742860683,41.8632387203551,37.053763311653,232.802387587357,2.12665531223573,19.129128359543,5.40103670080548,54.4085395225662,9.04151689177306,60.5864584302574
13.52_436.2485m/z,1004793,C28H33N5O,N-(1-benzylpiperidin-4-yl)-1-(5-phenylpyrimidin-2-yl)piperidine-3-carboxamide,,,436.248488961859,13.5216833333333,35.3,0,-4.78974486356385,82.0515955319616,M-H2O-H,15.7465488913839,28.8173905325445,13.6168919065685,14.131469666963,124.139749278978,137.610275268588,4.63946513973259,2.87893317015602,10.8910255087006,24.585220098496,26.970092833054,27.4354245662749
13.54_610.5607m/z,CSID67026883,C5H2Br2Cl2O,"(1E,4E)-1,5-Dibromo-1,5-dichloro-1,4-pentadien-3-one",http://nonlinear.com/redirect/outbound?p=chemspider&param=67026883,,610.560689302143,13.53595,21.5,0,-3.14316629087956,11.4175882671725,2M-H,0.0,16.1219680008515,0.0,7.19209552605576,0.0,13.0300682710531,0.0,0.0,0.0,1.95492547750291,0.0,0.0
13.54_815.4917m/z,263548,C23H36O6,Diacetyl-8-gingerdiol,,,815.49169610549,13.53595,37.9,0,-4.17047930629066,94.5147775690269,2M-H,382.007024223722,6735.57638683771,138.428310789707,15325.573218284,395.369496399284,6.83672595827542,36.458906845456,31.520757153941,42.1431197842386,52.5291494702614,29.3623303951877,24.1466223316995
13.56_501.3536m/z,1041452,C27H46N6O3,,,,501.353598233333,13.5645,33.4,0,-4.50808825256305,72.296646464636,M-H,12.9647214604115,11.0452353169321,15.5414091349782,13.1146518177552,6.48045355081388,7.0169372558583,6.49611924556584,4.05891706972726,20.2510681152355,36.0803225040331,15.3411761034599,10.9880123669247
13.56_1071.6011m/z,64810,C27H44N4O5S,FTY720 phenoxy-biotin,,,1071.60114003785,13.5645,37.4,0,1.80253776591847,89.2311755665385,2M-H,35.4108276367531,21.1995849609398,88.725386996251,74.3298302882746,45.6213880978416,31.3302613496445,78.0907280790777,61.412842273773,14.6512595766016,16.3446044921617,64.2978237109956,54.1382517145618
13.58_1003.6094m/z,CSID129307404,C33H42O4,"2-Benzoyl-6-[(2E)-3,7-dimethyl-2,6-octadien-1-yl]-3,5-dihydroxy-4,6-bis(3-methyl-2-buten-1-yl)-2,4-cyclohexadien-1-one",http://nonlinear.com/redirect/outbound?p=chemspider&param=129307404,,1003.60938649335,13.5787833333333,39.3,0,0.0427280910257122,96.5516606599108,2M-H,2169.21981220153,1769.77535965086,4773.86112958296,3864.73590423069,2541.71634465763,1960.45929556623,4926.92110608895,4232.83032999047,1601.49447596094,1473.80530447572,3253.29675675929,3111.88526933604
13.61_881.5197m/z,1033574,C25H35N3O4,8-acetyl-N-[3-[benzyl(propan-2-yl)amino]propyl]-3-methyl-2-oxo-1-oxa-8-azaspiro[4.5]dec-3-ene-4-carboxamide,,,881.519683616853,13.6137666666667,37.7,0,1.63940719180827,90.3675141146039,2M-H,0.0,0.0,47.6929970660526,36.1630644779716,12.3144567318368,9.58389102683767,71.3241052499699,58.0244685454238,0.0,0.0,13.837180679159,6.41668701171358
13.63_619.4176m/z,CSID48337,C16H31NaO4,Divalproex sodium,http://nonlinear.com/redirect/outbound?p=chemspider&param=48337,,619.417594266387,13.6280333333333,38.4,0,1.39049807169027,93.4860486001751,2M-H,179.173188686317,163.899902343858,118.021413572832,94.4471313024511,76.9668354391836,55.8560178875961,190.723708542602,138.937072038709,37.4317082143266,39.9906921386574,50.9476928114553,52.4949399202654
13.71_803.1914m/z,1030161,C21H13FN5O3,,,,803.19141599753,13.7136833333333,33.4,0,-2.22905815586127,69.692931634238,2M-H,0.0,338.013232064982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.79_937.6021m/z,65398,C25H43NO7,Tumonoic Acid G,,,937.602053860083,13.78505,38.5,0,1.51804668818178,94.210084652404,2M-H,0.331550379716718,0.839730830153914,0.0,0.0,8954.38761882009,7492.05795269274,15327.6944760644,12592.4513513243,7538.96987811473,6670.76960387909,4789.91885417846,4696.88024861896
13.83_407.1891m/z,1000765,C23H30N4O2S,"1-ethyl-3-[2-[4-(4-ethylphenyl)sulfonylpiperazin-1-yl]ethyl]pyrrolo[2,3-b]pyridine",,,407.189115192671,13.8278666666667,33.4,0,-4.67120120683624,72.4586257625391,M-H2O-H,2.31135556101827,9.59765630960678,1.14199273453881,2.72087103128416,1.21059333748942,5.52589416503861,2.27848815917824,1.75556951761212,1.37279578051819,4.35940557718322,1.45883178711188,6.78965759277148
13.84_860.6410m/z,CSID10318150,C54H87NO7,manzamenone H,http://nonlinear.com/redirect/outbound?p=chemspider&param=10318150,,860.640955851908,13.8421333333333,39.1,27.4,-0.0252029662338017,68.1485275803618,M-H,0.0,44.5156129611422,9.02053838968254,24.0352594323947,55.2532184933101,23.5072022676466,2778.38624695721,1846.71605810827,3060.00704757157,2378.94528275073,3199.70961999879,3469.32700678933
13.86_665.4103m/z,1041848,C15H31N3O3S,"N-[[(3S,4R)-1-butylsulfonyl-3-(dimethylamino)piperidin-4-yl]methyl]-N-methylacetamide",,,665.410344529501,13.86285,37.4,0,0.593062402611648,87.9640793789573,2M-H,1946.26219240238,1731.52034670134,8252.51526978572,6783.38353917969,6322.1817728876,5217.28376977317,11270.4676171977,9602.22976333178,3736.12221592301,2962.99250269425,5872.41973683029,5091.5358229756
13.89_379.1580m/z,1000269,C21H26N4O2S,[1-[3-(4-methylphenyl)sulfanylpyrazin-2-yl]piperidin-4-yl]-morpholin-4-ylmethanone,,,379.158040684585,13.8914,33.8,0,-4.43341701354381,74.0661098901441,M-H2O-H,4.85592651367321,5.73930358886838,3.02811611624814,2.25776163710567,3.13755263593613,7.3090908831792,1.36982727050844,4.01627050933691,3.05488882996044,4.53415088175627,1.13023376464753,10.997330284564
14.02_888.6743m/z,CSID113376454,C49H96NO10P,O-{[(2R)-2-(Docosanoyloxy)-3-(henicosanoyloxy)propoxy](hydroxy)phosphoryl}-L-serine,http://nonlinear.com/redirect/outbound?p=chemspider&param=113376454,,888.674349320005,14.01985,34.2,0.125,4.99141944944782,76.459346807721,M-H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0677435658286,18.7319958516715
14.06_298.1560m/z,1001431,C17H23N3O3,"N-tert-butyl-5-methoxy-2-oxospiro[1H-indole-3,3'-pyrrolidine]-1'-carboxamide",,,298.156039534481,14.0626833333333,37.1,0,-0.192185424247653,85.5582563277007,M-H2O-H,28.1939828572972,38.1687926730677,31.532696672701,29.9741210341364,32.3994054159912,31.3813996534917,35.3584098774239,30.6370086960994,30.5718840360717,29.9069569902702,32.2199416972402,41.7110006140462
14.06_311.1651m/z,1000889,C18H22N3O2,[4-(2-methoxyethyl)piperidin-1-yl]-(3-phenyl-1H-pyrazol-5-yl)methanone,,,311.165090165127,14.0626833333333,36.3,0,3.73076715660715,86.1088394155256,M-H,9763.32935133621,10351.3167955242,9558.16585490095,10082.6708832394,9934.67950664085,9992.49812655801,9449.50208904987,9244.12484704517,10014.1538853276,10480.7796752912,10100.6604422232,11257.1809933171
14.06_325.1808m/z,1041858,C19H24N3O2,7-[[5-(3-methoxyphenyl)-1H-pyrazol-4-yl]methyl]-7-azaspiro[3.5]nonan-3-ol,,,325.180765410419,14.0626833333333,36,0,3.64766149155916,84.5087964827122,M-H,10187.7715953852,10850.5324184551,9910.77388195251,10556.4329593034,10213.8156708802,10473.1060627883,9807.83886090801,9687.47950657867,10236.476171778,10911.0827291736,10548.0902597964,11597.8623647427
14.06_339.1965m/z,1020879,C20H26N3O2,N-butyl-1-[2-(5-methyl-1H-indol-3-yl)ethyl]-5-oxopyrrolidine-3-carboxamide,,,339.196468166272,14.0626833333333,36.1,0,3.65226864582293,84.5916007509948,M-H,9615.85954562297,10700.4123450549,9166.75792942078,10327.8551922544,9524.10590665611,10218.2332963195,9212.09041867334,9252.28242270894,9434.77568386823,10494.6325191043,9913.04200938612,11317.8026255348
14.06_379.1560m/z,1002739,C21H21FN4O2,"N-[(4-fluorophenyl)methyl]-2-[3-(3-methylphenyl)-1,2,4-oxadiazol-5-yl]pyrrolidine-1-carboxamide",,,379.156027439281,14.0626833333333,34.7,0,-4.07791644159923,78.0686707473441,M-H,14.6930389404282,17.1726379394545,9.55059136664938,18.4039613008467,13.0423676835471,16.267397228977,7.34741210937378,12.974213788692,8.97005883965056,15.0587004423141,12.0584716796868,20.8759918510868
14.06_407.1872m/z,1008835,C23H27FN4O3,2-[3-[(2-fluorophenyl)methyl]-2-oxoimidazolidin-1-yl]-N-[(4-morpholin-4-ylphenyl)methyl]acetamide,,,407.187237071034,14.0626833333333,34.3,0,-3.84971109840435,76.1782059147976,M-H2O-H,8.93538993787705,14.8842217300613,11.5433633554381,11.9124145507818,14.0753322384149,13.6703127655609,10.0418519407647,10.0304194701174,10.3588426971751,12.7514824858748,14.7065009693506,18.1852767516549
14.09_793.5031m/z,CSID113377153,C44H75O10P,"(3Z,6Z,9Z,12Z,21R,27S)-24,27,28-Trihydroxy-24-oxido-18-oxo-19,23,25-trioxa-24λ~5~-phosphaoctacosa-3,6,9,12-tetraen-21-yl (11Z,14Z)-11,14-icosadienoate",http://nonlinear.com/redirect/outbound?p=chemspider&param=113377153,,793.503084375016,14.0912333333333,34.3,0,0.724732440637537,72.1802453671752,M-H,353.3559578658,0.0,271.672319976276,9.47525024413449,570.959542219961,7.76733398437437,181.546989682372,4.49890136718551,602.439887001896,12.3445245061618,400.602600216777,0.0
14.09_847.4607m/z,1091901,C21H28N8O2,"N-(3-ethoxypropyl)-2-[4-(4-pyridin-2-ylpiperazin-1-yl)pyrazolo[3,4-d]pyrimidin-1-yl]acetamide",,,847.460748249676,14.0912333333333,37.4,0,1.15541401652922,88.2280726610636,2M-H,0.0,0.0,3.1568686230037,0.0,13.9809051731189,4.80909834856401,0.546974627443479,0.0,16.893835499611,4.48028247500794,0.0,0.0
14.13_174.9539m/z,CSID66815,C6H5Cl2Si,Phenyldichlorosilane,http://nonlinear.com/redirect/outbound?p=chemspider&param=66815,,174.953886446168,14.1262166666667,29.4,0,-2.38189397555809,49.6271359892087,M-H,231.400631471898,227.561307025022,231.126674764176,205.198276519914,238.449469432844,220.058437160833,120.197056945518,131.5973511579,223.182362327565,224.369415342629,117.326854927599,245.226650936975
14.13_231.9309m/z,CSID56546,B2CoF8,Cobalt(2+) ditetrafluoroborate,http://nonlinear.com/redirect/outbound?p=chemspider&param=56546,,231.930917376513,14.1262166666667,19.7,0,-3.59832991317891,2.47197253433209,M-H,12.3950119018558,16.4373398423222,14.6123424366861,13.1120072007122,15.8509890229826,13.880863257404,13.4899348929506,10.6925816535945,14.9961643065566,14.0044893334567,10.6581117510828,18.0859451293971
14.14_206.9732m/z,CSID26559217,C7H5F3O3S,Trifluoromethyl benzenesulfonate,http://nonlinear.com/redirect/outbound?p=chemspider&param=26559217,,206.973166006638,14.1404833333333,37.3,0,-0.632207773729451,87.4056742526612,M-H2O-H,2.96499633788912,3.84106089945845,3.34127481972287,2.57909393310364,3.43108790962042,2.14718682777281,0.0,0.0,1.47715059211494,1.92130285501392,1.95742056193718,3.58582453260124
14.15_190.9269m/z,CSID146580,C4H5AgO2,SILVER METHACRYLATE,http://nonlinear.com/redirect/outbound?p=chemspider&param=146580,,190.926936520242,14.15475,29.7,0,0.843791089449665,49.3906385927602,M-H,185.6974611887,235.290740340961,191.10794820877,208.860671997065,205.121132357905,219.056382933011,201.105717241349,200.113672102036,187.228981169031,208.218414366284,183.391270051937,215.906151235117
14.15_494.7892m/z,CSID67035984,C5H9Cl3Ge,Trichloro(cyclopentyl)germane,http://nonlinear.com/redirect/outbound?p=chemspider&param=67035984,,494.789188623017,14.15475,21.3,0,0.288535857370283,6.97983128001233,2M-H,3.70614629983993,10.6694465778684,4.04908199481294,5.78990173339497,2.63617079547469,5.40026855468662,4.33525085449332,4.28187561035395,3.10680355127861,8.48789966106219,3.8576409933499,6.6026611328098
14.18_225.8972m/z,CSID11451759,C7H4BrNO2S,"3-Bromo-4H-thieno[3,2-b]pyrrole-5-carboxylic acid",http://nonlinear.com/redirect/outbound?p=chemspider&param=11451759,,225.897212317761,14.1833,28.6,1.53,1.80649802308919,43.7473782596628,M-H2O-H,17.2150117158859,25.264244842388,18.1414552159372,19.3320314288171,23.6693584814113,22.9942626953116,19.5268554687515,19.6396484375034,20.693931772565,19.2128944430708,17.785400241612,20.9658570170392
14.18_342.8240m/z,CSID2859916,C3H7I2OP,Bis(iodomethyl)(methyl)phosphine oxide,http://nonlinear.com/redirect/outbound?p=chemspider&param=2859916,,342.82397706274,14.1833,38.5,0,-3.32576357033945,96.5178107248571,M-H,44.2950490930121,71.6944716845992,48.8749724609137,66.3215237868408,52.6216363283483,63.6887189021924,49.3702486264895,55.2664895991377,51.7894479972746,66.5857257361126,53.3896329580819,64.7884950153513
14.23_378.7769m/z,CSID23499,Cl2MgO6,Magnesium dichlorate,http://nonlinear.com/redirect/outbound?p=chemspider&param=23499,,378.776865736159,14.2261166666667,29.1,0,-0.863204967556607,46.4369077118038,2M-H,36.8836522276877,60.3066576762004,32.8464328387606,50.7578307376972,42.8376443273783,52.708702019614,42.0461011555794,47.9616172720425,30.3525290215698,50.537703500478,35.6586145231461,49.9888925410291
14.27_352.8502m/z,CSID10128426,C12H3Cl5O2,"2,4,7,8,9-Pentachloro-3-dibenzofuranol",http://nonlinear.com/redirect/outbound?p=chemspider&param=10128426,,352.850156238167,14.26895,23.8,0,-0.382441538902266,19.6095327261618,M-H,2754.08775312969,3832.14619116981,2699.94301888304,3616.83820920194,2793.15386135371,3728.20791553687,2954.27822085695,3512.03532853312,2625.54626484153,3584.53511517461,2909.17857898599,3589.51886362785
14.30_278.8531m/z,CSID23837,Cl3Ir,iridium trichloride,http://nonlinear.com/redirect/outbound?p=chemspider&param=23837,,278.853060011865,14.2975,21.5,0,4.75755974038859,12.8197648440259,M-H2O-H,35.6972775627982,57.2971581673446,44.8218686074818,49.4435578584585,43.1302572639862,52.2216242966646,40.7105987056527,44.3714600205466,35.8879069839519,40.9792781134944,39.2724883576779,50.8510165526031
14.38_174.9558m/z,CSID10325631,CF7P,Tetrafluoro(trifluoromethyl)phosphorane,http://nonlinear.com/redirect/outbound?p=chemspider&param=10325631,,174.95578773418,14.3753,39.1,0,2.72879705045998,98.93,M-H,82.6469795528361,102.159168657565,94.0484402687423,86.4697749884254,97.7996432524047,94.6847240899439,93.798399917865,72.4270525612092,91.2828186859721,83.4698586372406,92.3033316227491,96.8045175269325
14.38_235.9237m/z,CSID24735095,CAuNS,Gold(1+) thiocyanate,http://nonlinear.com/redirect/outbound?p=chemspider&param=24735095,,235.923688512158,14.3753,38.6,0,-0.723176443142187,93.6486134180731,M-H2O-H,1596.66071790102,1967.54441629019,1641.79563830946,1852.18982278107,1694.90114392666,1951.42771899748,1645.78208712086,1814.4429547453,1631.70385446498,1895.09594407586,1631.73533756891,1877.84681128613
14.52_257.9150m/z,CSID21402902,C9H8BrClNS,1-(5-BROMO-1-BENZOTHIOPHEN-3-YL)METHANAMINE HYDROCHLORIDE,http://nonlinear.com/redirect/outbound?p=chemspider&param=21402902,,257.914951124818,14.5180333333333,25.9,0,0.116435547709647,29.6045860455197,M-H2O-H,6.42424182345115,5.63456695799914,1.54346444783981,4.93239401830039,5.91090870101333,10.6627646595662,7.41316220164228,5.28183163054744,3.25315651756684,4.36944323867226,6.75202858054335,10.0879924331253
14.72_257.9148m/z,CSID21402902,C9H8BrClNS,1-(5-BROMO-1-BENZOTHIOPHEN-3-YL)METHANAMINE HYDROCHLORIDE,http://nonlinear.com/redirect/outbound?p=chemspider&param=21402902,,257.914763258865,14.7243,25.8,0,-0.561945558642496,29.6045860455197,M-H2O-H,1.3261718749996,6.95359802245912,4.29019958363313,8.67542800843989,3.7864989638299,9.2720794081645,7.09428184018117,5.63722104400057,4.12434681498369,7.43221143747986,2.97225958108947,10.3466949462949
14.30_350.8581m/z,CSID65998186,CAuIO,Iodo(oxomethylene)gold,http://nonlinear.com/redirect/outbound?p=chemspider&param=65998186,,350.85812438658,14.2975,39.4,0,-1.57782078825039,98.6917649038632,M-H,38.7811236183454,69.6231939906,41.6816989975135,61.6571704833196,42.5657574225736,58.1506929146867,51.3731590585892,49.0539784408665,43.4172956740311,55.2398095604949,43.561002273052,64.6218844241062
14.27_307.8537m/z,CSID436057,N3O9Pr,Praseodymium trinitrate,http://nonlinear.com/redirect/outbound?p=chemspider&param=436057,,307.853743146488,14.26895,39.1,0,1.46316538645184,97.0732617985726,M-H2O-H,422.750519336381,547.967453479729,441.010717910062,517.495543304528,474.801351925428,535.115157485044,462.356120595277,428.379687861336,433.643804957266,487.722108483388,405.748268901262,494.58137860485
14.23_261.8501m/z,CSID13248058,C6H3Br2NO,"1,3-Dibromo-2-nitrosobenzene",http://nonlinear.com/redirect/outbound?p=chemspider&param=13248058,,261.850134289692,14.2261166666667,23.1,0,-2.76680917535022,18.7110042068466,M-H,41.4875919414673,51.4099548955318,44.7876181392113,41.1577816833138,48.7636878551914,52.6292690270769,43.401144915047,48.0221909147568,37.7045826918946,47.869504128866,36.8581850826763,55.291675501541
14.18_197.8053m/z,CSID75923,MnMoO4,Manganese(II) molybdate,http://nonlinear.com/redirect/outbound?p=chemspider&param=75923,,197.805261644384,14.1833,22.7,0,-0.0425951648745389,13.3650692564608,M-H2O-H,287.305064916502,275.867092251878,272.414562896758,257.089355468721,278.195782577503,267.213039398309,292.095806002495,244.513889484885,278.437623108887,253.956172942998,276.273483276376,279.871807038584
14.15_263.8653m/z,CSID24765104,C6H4Br2NO,4-Bromonicotinaldehyde hydrobromide,http://nonlinear.com/redirect/outbound?p=chemspider&param=24765104,,263.86528059374,14.15475,22.8,0,-4.64739931331258,19.5005762770221,M-H,0.93235778808679,2.50535583496099,0.0,2.5829208545295,1.1771375039955,0.0,1.34880065918139,1.06906124949546,1.22390332455239,0.0,0.0,3.83627319335878
14.15_102.9489m/z,CSID65791696,CO4Si,"2,4,5,6-Tetraoxa-1-silatricyclo[1.1.1.1~1,3~]hexane",http://nonlinear.com/redirect/outbound?p=chemspider&param=65791696,,102.948911521599,14.15475,37.2,0,-3.81934824858783,90.4542038606511,M-H,2.09346469138412,2.3567543858664,2.72073231341395,2.18331146240241,1.70289106062564,3.37560935658222,2.5501976013175,3.10411737251381,0.0,2.61210200773418,1.52229692041907,1.41857140526316
14.14_348.8600m/z,CSID67156446,C4H4K2N2O8S2,"Dipotassium 2,6-dioxotetrahydro-4,4(1H)-pyrimidinedisulfonate",http://nonlinear.com/redirect/outbound?p=chemspider&param=67156446,,348.859977918212,14.1404833333333,36.5,0,-3.04585961930153,86.2916811915652,M-H,14.9943877524037,25.1221923232102,20.174925149325,16.6154851017787,23.1181654407671,21.4427639382454,20.3119175392579,16.1618040204057,17.7275142865104,19.9113159179832,18.9179229736313,23.6620961128582
14.11_304.9105m/z,CSID10128430,C12H6Cl4O,"2′,3,5,5′-Tetrachloro-4-biphenylol",http://nonlinear.com/redirect/outbound?p=chemspider&param=10128430,,304.910535900364,14.1055,25.1,0,1.75319410203117,27.6981278373114,M-H,185.095534194474,190.503780364822,198.122277550366,145.464706420973,136.036595075922,183.203497589714,189.074438051272,162.666973113995,174.428933058025,190.430977138176,211.785140991411,198.202593516567
