compound_name,formula,molecular_formula,source_compound_id,description,inchikey,rank_group,is_tied
Gomphrenin II,C33H32N2O15,C33H32N2O15,HMDB39898,Gomphrenin II,,1,False
Rebamipide,C19H15ClN2O4,C19H15ClN2O4,CSID4866,Rebamipide,,1,False
"N-(7-Chloro-2,3-dihydro-1,4-benzodioxin-6-yl)-2-methyl-1-oxo-1,2-dihydro-4-isoquinolinecarboxamide",C19H15ClN2O4,C19H15ClN2O4,CSID65323874,"N-(7-Chloro-2,3-dihydro-1,4-benzodioxin-6-yl)-2-methyl-1-oxo-1,2-dihydro-4-isoquinolinecarboxamide",,2,False
"Trimethyl 3-[(4-methylphenyl)sulfonyl]-1-propene-1,1,2-tricarboxylate",C16H18O8S,C16H18O8S,CSID67498539,"Trimethyl 3-[(4-methylphenyl)sulfonyl]-1-propene-1,1,2-tricarboxylate",,3,True
"1-(3-Methoxyphenyl)-3-(2,4,6-trihydroxyphenyl)-2-propanyl hydrogen sulfate",C16H18O8S,C16H18O8S,CSID74852013,"1-(3-Methoxyphenyl)-3-(2,4,6-trihydroxyphenyl)-2-propanyl hydrogen sulfate",,3,True
"N-(1,3-benzodioxol-5-ylmethyl)-2-[(5-pyridin-4-yl-1,3,4-oxadiazol-2-yl)sulfanyl]acetamide",C17H14N4O4S,C17H14N4O4S,1048772,"N-(1,3-benzodioxol-5-ylmethyl)-2-[(5-pyridin-4-yl-1,3,4-oxadiazol-2-yl)sulfanyl]acetamide",,4,True
"3-(1,3-benzodioxol-5-yl)-4-methyl-5-[(4-nitrophenyl)methylsulfanyl]-1,2,4-triazole",C17H14N4O4S,C17H14N4O4S,1052422,"3-(1,3-benzodioxol-5-yl)-4-methyl-5-[(4-nitrophenyl)methylsulfanyl]-1,2,4-triazole",,4,True
methyl 4-[2-(3-chloroanilino)-2-oxoethoxy]quinoline-2-carboxylate,C19H15ClN2O4,C19H15ClN2O4,1042386,methyl 4-[2-(3-chloroanilino)-2-oxoethoxy]quinoline-2-carboxylate,,5,True
REBAMIPIDE,C19H15ClN2O4,C19H15ClN2O4,43560,REBAMIPIDE,,5,True
,C19H15ClN2O4,C19H15ClN2O4,1031669,,,6,False
"(R,R)-(+)-1,4-BIS-O-(4-CHLOROBENZYL)-D-THREITOL",C18H20Cl2O4,C18H20Cl2O4,CSID10408737,"(R,R)-(+)-1,4-BIS-O-(4-CHLOROBENZYL)-D-THREITOL",,7,False
1-[4-[1-[(5-bromothiophen-2-yl)methyl]pyrrolidin-3-yl]piperidin-1-yl]ethanone,C16H23BrN2OS,C16H23BrN2OS,1088975,1-[4-[1-[(5-bromothiophen-2-yl)methyl]pyrrolidin-3-yl]piperidin-1-yl]ethanone,,8,False
asn-cys-ser-phe,C19H27N5O7S,C19H27N5O7S,CSID16593947,asn-cys-ser-phe,,1,True
asn-ser-cys-phe,C19H27N5O7S,C19H27N5O7S,CSID16598125,asn-ser-cys-phe,,1,True
cys-asn-ser-phe,C19H27N5O7S,C19H27N5O7S,CSID16609128,cys-asn-ser-phe,,1,True
cys-ser-asn-phe,C19H27N5O7S,C19H27N5O7S,CSID16614062,cys-ser-asn-phe,,1,True
phe-asn-cys-ser,C19H27N5O7S,C19H27N5O7S,CSID16680667,phe-asn-cys-ser,,1,True
phe-asn-ser-cys,C19H27N5O7S,C19H27N5O7S,CSID16680876,phe-asn-ser-cys,,1,True
phe-cys-asn-ser,C19H27N5O7S,C19H27N5O7S,CSID16681427,phe-cys-asn-ser,,1,True
phe-cys-ser-asn,C19H27N5O7S,C19H27N5O7S,CSID16681674,phe-cys-ser-asn,,1,True
phe-ser-asn-cys,C19H27N5O7S,C19H27N5O7S,CSID16685784,phe-ser-asn-cys,,1,True
phe-ser-cys-asn,C19H27N5O7S,C19H27N5O7S,CSID16685822,phe-ser-cys-asn,,1,True
ser-asn-cys-phe,C19H27N5O7S,C19H27N5O7S,CSID16696604,ser-asn-cys-phe,,1,True
ser-cys-asn-phe,C19H27N5O7S,C19H27N5O7S,CSID16697362,ser-cys-asn-phe,,1,True
tyr-ala-asn-cys,C19H27N5O7S,C19H27N5O7S,CSID16719733,tyr-ala-asn-cys,,2,True
tyr-ala-cys-asn,C19H27N5O7S,C19H27N5O7S,CSID16719771,tyr-ala-cys-asn,,2,True
tyr-asn-ala-cys,C19H27N5O7S,C19H27N5O7S,CSID16720484,tyr-asn-ala-cys,,2,True
tyr-asn-cys-ala,C19H27N5O7S,C19H27N5O7S,CSID16720560,tyr-asn-cys-ala,,2,True
tyr-cys-ala-asn,C19H27N5O7S,C19H27N5O7S,CSID16721281,tyr-cys-ala-asn,,2,True
tyr-cys-asn-ala,C19H27N5O7S,C19H27N5O7S,CSID16721319,tyr-cys-asn-ala,,2,True
tyr-cys-gln-gly,C19H27N5O7S,C19H27N5O7S,CSID16721405,tyr-cys-gln-gly,,2,True
tyr-cys-gly-gln,C19H27N5O7S,C19H27N5O7S,CSID16721424,tyr-cys-gly-gln,,2,True
tyr-gln-cys-gly,C19H27N5O7S,C19H27N5O7S,CSID16722163,tyr-gln-cys-gly,,2,True
tyr-gln-gly-cys,C19H27N5O7S,C19H27N5O7S,CSID16722220,tyr-gln-gly-cys,,2,True
tyr-gly-cys-gln,C19H27N5O7S,C19H27N5O7S,CSID16722561,tyr-gly-cys-gln,,2,True
tyr-gly-gln-cys,C19H27N5O7S,C19H27N5O7S,CSID16722599,tyr-gly-gln-cys,,2,True
ala-asn-cys-tyr,C19H27N5O7S,C19H27N5O7S,CSID16576997,ala-asn-cys-tyr,,3,True
ala-asn-tyr-cys,C19H27N5O7S,C19H27N5O7S,CSID16577263,ala-asn-tyr-cys,,3,True
ala-cys-asn-tyr,C19H27N5O7S,C19H27N5O7S,CSID16577757,ala-cys-asn-tyr,,3,True
ala-cys-tyr-asn,C19H27N5O7S,C19H27N5O7S,CSID16578061,ala-cys-tyr-asn,,3,True
ala-tyr-asn-cys,C19H27N5O7S,C19H27N5O7S,CSID16583315,ala-tyr-asn-cys,,3,True
ala-tyr-cys-asn,C19H27N5O7S,C19H27N5O7S,CSID16583353,ala-tyr-cys-asn,,3,True
asn-ala-cys-tyr,C19H27N5O7S,C19H27N5O7S,CSID16592133,asn-ala-cys-tyr,,3,True
asn-ala-tyr-cys,C19H27N5O7S,C19H27N5O7S,CSID16592399,asn-ala-tyr-cys,,3,True
asn-cys-ala-tyr,C19H27N5O7S,C19H27N5O7S,CSID16593652,asn-cys-ala-tyr,,3,True
asn-cys-phe-ser,C19H27N5O7S,C19H27N5O7S,CSID16593909,asn-cys-phe-ser,,3,True
asn-cys-tyr-ala,C19H27N5O7S,C19H27N5O7S,CSID16593994,asn-cys-tyr-ala,,3,True
asn-phe-cys-ser,C19H27N5O7S,C19H27N5O7S,CSID16597327,asn-phe-cys-ser,,3,True
asn-phe-ser-cys,C19H27N5O7S,C19H27N5O7S,CSID16597536,asn-phe-ser-cys,,3,True
asn-ser-phe-cys,C19H27N5O7S,C19H27N5O7S,CSID16598296,asn-ser-phe-cys,,3,True
asn-tyr-ala-cys,C19H27N5O7S,C19H27N5O7S,CSID16599235,asn-tyr-ala-cys,,3,True
asn-tyr-cys-ala,C19H27N5O7S,C19H27N5O7S,CSID16599311,asn-tyr-cys-ala,,3,True
cys-ala-asn-tyr,C19H27N5O7S,C19H27N5O7S,CSID16608075,cys-ala-asn-tyr,,3,True
cys-ala-tyr-asn,C19H27N5O7S,C19H27N5O7S,CSID16608378,cys-ala-tyr-asn,,3,True
cys-asn-ala-tyr,C19H27N5O7S,C19H27N5O7S,CSID16608834,cys-asn-ala-tyr,,3,True
cys-asn-phe-ser,C19H27N5O7S,C19H27N5O7S,CSID16609090,cys-asn-phe-ser,,3,True
cys-asn-tyr-ala,C19H27N5O7S,C19H27N5O7S,CSID16609175,cys-asn-tyr-ala,,3,True
cys-gln-gly-tyr,C19H27N5O7S,C19H27N5O7S,CSID16610573,cys-gln-gly-tyr,,3,True
cys-gln-tyr-gly,C19H27N5O7S,C19H27N5O7S,CSID16610782,cys-gln-tyr-gly,,3,True
cys-gly-gln-tyr,C19H27N5O7S,C19H27N5O7S,CSID16610953,cys-gly-gln-tyr,,3,True
cys-gly-tyr-gln,C19H27N5O7S,C19H27N5O7S,CSID16611177,cys-gly-tyr-gln,,3,True
cys-phe-asn-ser,C19H27N5O7S,C19H27N5O7S,CSID16613265,cys-phe-asn-ser,,3,True
cys-phe-ser-asn,C19H27N5O7S,C19H27N5O7S,CSID16613512,cys-phe-ser-asn,,3,True
cys-ser-phe-asn,C19H27N5O7S,C19H27N5O7S,CSID16614271,cys-ser-phe-asn,,3,True
cys-tyr-ala-asn,C19H27N5O7S,C19H27N5O7S,CSID16615209,cys-tyr-ala-asn,,3,True
cys-tyr-asn-ala,C19H27N5O7S,C19H27N5O7S,CSID16615247,cys-tyr-asn-ala,,3,True
cys-tyr-gln-gly,C19H27N5O7S,C19H27N5O7S,CSID16615333,cys-tyr-gln-gly,,3,True
cys-tyr-gly-gln,C19H27N5O7S,C19H27N5O7S,CSID16615352,cys-tyr-gly-gln,,3,True
gln-cys-gly-tyr,C19H27N5O7S,C19H27N5O7S,CSID16625718,gln-cys-gly-tyr,,3,True
gln-cys-tyr-gly,C19H27N5O7S,C19H27N5O7S,CSID16625927,gln-cys-tyr-gly,,3,True
gln-gly-cys-tyr,C19H27N5O7S,C19H27N5O7S,CSID16626857,gln-gly-cys-tyr,,3,True
gln-gly-tyr-cys,C19H27N5O7S,C19H27N5O7S,CSID16627122,gln-gly-tyr-cys,,3,True
gln-tyr-cys-gly,C19H27N5O7S,C19H27N5O7S,CSID16631243,gln-tyr-cys-gly,,3,True
gln-tyr-gly-cys,C19H27N5O7S,C19H27N5O7S,CSID16631300,gln-tyr-gly-cys,,3,True
gly-cys-gln-tyr,C19H27N5O7S,C19H27N5O7S,CSID16633688,gly-cys-gln-tyr,,3,True
gly-cys-tyr-gln,C19H27N5O7S,C19H27N5O7S,CSID16633916,gly-cys-tyr-gln,,3,True
gly-gln-cys-tyr,C19H27N5O7S,C19H27N5O7S,CSID16634441,gly-gln-cys-tyr,,3,True
gly-gln-tyr-cys,C19H27N5O7S,C19H27N5O7S,CSID16634704,gly-gln-tyr-cys,,3,True
gly-tyr-cys-gln,C19H27N5O7S,C19H27N5O7S,CSID16639172,gly-tyr-cys-gln,,3,True
gly-tyr-gln-cys,C19H27N5O7S,C19H27N5O7S,CSID16639210,gly-tyr-gln-cys,,3,True
ser-asn-phe-cys,C19H27N5O7S,C19H27N5O7S,CSID16696775,ser-asn-phe-cys,,3,True
ser-cys-phe-asn,C19H27N5O7S,C19H27N5O7S,CSID16697571,ser-cys-phe-asn,,3,True
ser-phe-asn-cys,C19H27N5O7S,C19H27N5O7S,CSID16700952,ser-phe-asn-cys,,3,True
ser-phe-cys-asn,C19H27N5O7S,C19H27N5O7S,CSID16700990,ser-phe-cys-asn,,3,True
"(5R,6S)-6-[(1R)-1-Hydroxyethyl]-3-{7-[(3-methyl-1H-imidazol-3-ium-1-yl)methyl]-9-oxo-9H-fluoren-3-yl}-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate",C27H23N3O5,C27H23N3O5,CSID8066503,"(5R,6S)-6-[(1R)-1-Hydroxyethyl]-3-{7-[(3-methyl-1H-imidazol-3-ium-1-yl)methyl]-9-oxo-9H-fluoren-3-yl}-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate",,4,False
[1-[5-(1H-pyrazol-5-yl)furan-2-yl]sulfonylpiperidin-4-yl]-(4-pyridin-2-ylpiperazin-1-yl)methanone,C22H25N6O4S,C22H25N6O4S,997195,[1-[5-(1H-pyrazol-5-yl)furan-2-yl]sulfonylpiperidin-4-yl]-(4-pyridin-2-ylpiperazin-1-yl)methanone,,5,False
[1-[5-(1H-pyrazol-5-yl)furan-2-yl]sulfonylpiperidin-3-yl]-(4-pyridin-2-ylpiperazin-1-yl)methanone,C22H25N6O4S,C22H25N6O4S,1028106,[1-[5-(1H-pyrazol-5-yl)furan-2-yl]sulfonylpiperidin-3-yl]-(4-pyridin-2-ylpiperazin-1-yl)methanone,,6,False
"25,26,27,28-Tetrahydroxypentacyclo[19.3.1.1~3,7~.1~9,13~.1~15,19~]octacosa-1(25),3(28),4,6,9(27),10,12,15(26),16,18,21,23-dodecaene-5,11,17,23-tetracarbaldehyde",C32H24O8,C32H24O8,CSID9310410,"25,26,27,28-Tetrahydroxypentacyclo[19.3.1.1~3,7~.1~9,13~.1~15,19~]octacosa-1(25),3(28),4,6,9(27),10,12,15(26),16,18,21,23-dodecaene-5,11,17,23-tetracarbaldehyde",,1,False
1(F)-β-D-fructosylsucrose,C17H30O16,C17H30O16,CSID4573611,1(F)-β-D-fructosylsucrose,,1,False
Evatanepag sodium,C25H27N2NaO5S,C25H27N2NaO5S,CSID9354434,Evatanepag sodium,,2,False
"N,N′,N″-[Nitrilotris(oxy)]triacetamide",C6H12N4O6,C6H12N4O6,CSID67030930,"N,N′,N″-[Nitrilotris(oxy)]triacetamide",,1,True
2-[(E)-(1-Amino-1-carboxy-2-hydroxyethyl)diazenyl]serine,C6H12N4O6,C6H12N4O6,CSID67032415,2-[(E)-(1-Amino-1-carboxy-2-hydroxyethyl)diazenyl]serine,,1,True
2-[Cyano(4-fluorophenyl)methyl]benzonitrile,C15H9FN2,C15H9FN2,CSID2054346,2-[Cyano(4-fluorophenyl)methyl]benzonitrile,,2,True
2-Cyano-3-fluoro-α-phenylbenzeneacetonitrile,C15H9FN2,C15H9FN2,CSID2054350,2-Cyano-3-fluoro-α-phenylbenzeneacetonitrile,,2,True
Eflornithine hydrochloride monohydrate,C6H14ClF2N2O3,C6H14ClF2N2O3,CSID390110,Eflornithine hydrochloride monohydrate,,3,False
"4,4′-(Chlorosilanediyl)dimorpholine",C8H16ClN2O2Si,C8H16ClN2O2Si,CSID65999994,"4,4′-(Chlorosilanediyl)dimorpholine",,4,False
"4-{5-Methyl-4-[(E)-(4-methylphenyl)diazenyl]-3-(1,1,2,2,3,3,4,4-octafluorobutyl)-1H-pyrazol-1-yl}-1-butanol",C19H20F8N4O,C19H20F8N4O,CSID67173595,"4-{5-Methyl-4-[(E)-(4-methylphenyl)diazenyl]-3-(1,1,2,2,3,3,4,4-octafluorobutyl)-1H-pyrazol-1-yl}-1-butanol",,1,False
"3-(1,3-benzodioxol-5-yl)-5-[1-[[2-(2-methoxyphenyl)-5-methyl-1,3-oxazol-4-yl]methyl]-5-methyltriazol-4-yl]-1,2,4-oxadiazole",C24H20N6O5,C24H20N6O5,1002798,"3-(1,3-benzodioxol-5-yl)-5-[1-[[2-(2-methoxyphenyl)-5-methyl-1,3-oxazol-4-yl]methyl]-5-methyltriazol-4-yl]-1,2,4-oxadiazole",,2,False
3-[(4-ethoxyphenyl)-methylsulfamoyl]-N-(4-phenylbutan-2-yl)thiophene-2-carboxamide,C24H28N2O4S2,C24H28N2O4S2,994776,3-[(4-ethoxyphenyl)-methylsulfamoyl]-N-(4-phenylbutan-2-yl)thiophene-2-carboxamide,,3,False
"(2E,4R,5S,6E)-7-(2′-Benzyl-2,4′-bi-1,3-thiazol-4-yl)-1,3,5-trimethoxy-4-methyl-2,6-heptadien-1-ol",C24H28N2O4S2,C24H28N2O4S2,CSID28283221,"(2E,4R,5S,6E)-7-(2′-Benzyl-2,4′-bi-1,3-thiazol-4-yl)-1,3,5-trimethoxy-4-methyl-2,6-heptadien-1-ol",,4,False
"(3Z,5R)-5-[(1R,5R,6Z,9Z,13R,15R)-5-Acetoxy-10-chloro-6-methyl-3-oxo-2,14-dioxabicyclo[11.2.1]hexadeca-6,9-dien-15-yl]-3,5-dihydroxy-3-pentenoic acid",C22H29ClO9,C22H29ClO9,CSID28286392,"(3Z,5R)-5-[(1R,5R,6Z,9Z,13R,15R)-5-Acetoxy-10-chloro-6-methyl-3-oxo-2,14-dioxabicyclo[11.2.1]hexadeca-6,9-dien-15-yl]-3,5-dihydroxy-3-pentenoic acid",,5,False
"4-(7-bromo-4-oxopyrrolo[1,2-a]quinoxalin-5-yl)-N-[2-(2-methylpiperidin-1-yl)ethyl]butanamide",C23H29BrN4O2,C23H29BrN4O2,1038354,"4-(7-bromo-4-oxopyrrolo[1,2-a]quinoxalin-5-yl)-N-[2-(2-methylpiperidin-1-yl)ethyl]butanamide",,6,False
"1-(4-methoxyphenyl)-5-[[3-(3,4,5-trimethoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]pyrazolo[3,4-d]pyrimidin-4-one",C24H22N6O6,C24H22N6O6,1000433,"1-(4-methoxyphenyl)-5-[[3-(3,4,5-trimethoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]pyrazolo[3,4-d]pyrimidin-4-one",,1,False
"1-[6-[2-(3,5-difluoroanilino)-2-oxoethyl]-7-oxo-[1,3]thiazolo[4,5-d]pyrimidin-2-yl]-N-propylpiperidine-3-carboxamide",C22H24F2N6O3S,C22H24F2N6O3S,1000197,"1-[6-[2-(3,5-difluoroanilino)-2-oxoethyl]-7-oxo-[1,3]thiazolo[4,5-d]pyrimidin-2-yl]-N-propylpiperidine-3-carboxamide",,2,True
"1-[6-[2-(3,5-difluoroanilino)-2-oxoethyl]-7-oxo-[1,3]thiazolo[4,5-d]pyrimidin-2-yl]-N-propan-2-ylpiperidine-3-carboxamide",C22H24F2N6O3S,C22H24F2N6O3S,1014600,"1-[6-[2-(3,5-difluoroanilino)-2-oxoethyl]-7-oxo-[1,3]thiazolo[4,5-d]pyrimidin-2-yl]-N-propan-2-ylpiperidine-3-carboxamide",,2,True
"1-[6-[2-(2,5-difluoroanilino)-2-oxoethyl]-7-oxo-[1,3]thiazolo[4,5-d]pyrimidin-2-yl]-N-propylpiperidine-3-carboxamide",C22H24F2N6O3S,C22H24F2N6O3S,1026444,"1-[6-[2-(2,5-difluoroanilino)-2-oxoethyl]-7-oxo-[1,3]thiazolo[4,5-d]pyrimidin-2-yl]-N-propylpiperidine-3-carboxamide",,2,True
"1-[6-[2-(3,4-difluoroanilino)-2-oxoethyl]-7-oxo-[1,3]thiazolo[4,5-d]pyrimidin-2-yl]-N-propan-2-ylpiperidine-3-carboxamide",C22H24F2N6O3S,C22H24F2N6O3S,1026478,"1-[6-[2-(3,4-difluoroanilino)-2-oxoethyl]-7-oxo-[1,3]thiazolo[4,5-d]pyrimidin-2-yl]-N-propan-2-ylpiperidine-3-carboxamide",,2,True
"1-[6-[2-(3,4-difluoroanilino)-2-oxoethyl]-7-oxo-[1,3]thiazolo[4,5-d]pyrimidin-2-yl]-N-propylpiperidine-3-carboxamide",C22H24F2N6O3S,C22H24F2N6O3S,995428,"1-[6-[2-(3,4-difluoroanilino)-2-oxoethyl]-7-oxo-[1,3]thiazolo[4,5-d]pyrimidin-2-yl]-N-propylpiperidine-3-carboxamide",,2,True
"1-[6-[2-(2,4-difluoroanilino)-2-oxoethyl]-7-oxo-[1,3]thiazolo[4,5-d]pyrimidin-2-yl]-N-propylpiperidine-3-carboxamide",C22H24F2N6O3S,C22H24F2N6O3S,997831,"1-[6-[2-(2,4-difluoroanilino)-2-oxoethyl]-7-oxo-[1,3]thiazolo[4,5-d]pyrimidin-2-yl]-N-propylpiperidine-3-carboxamide",,2,True
"ethyl 2-[(1-benzylsulfonylpiperidine-4-carbonyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate",C24H30N2O5S2,C24H30N2O5S2,1020866,"ethyl 2-[(1-benzylsulfonylpiperidine-4-carbonyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate",,3,False
"(2E)-6-Phenyl-2-(phenylimino)-3,6-dihydro-2H-1,3,4-thiadiazine-5-carboxylic acid",C16H13N3O2S,C16H13N3O2S,CSID67169599,"(2E)-6-Phenyl-2-(phenylimino)-3,6-dihydro-2H-1,3,4-thiadiazine-5-carboxylic acid",,1,False
"[(4,5-Diphenyl-4H-1,2,4-triazol-3-yl)sulfanyl]acetic acid",C16H13N3O2S,C16H13N3O2S,CSID609608,"[(4,5-Diphenyl-4H-1,2,4-triazol-3-yl)sulfanyl]acetic acid",,2,True
"2-(1,2,3,4-Tetrahydropyrido[3′,2′:4,5]thieno[3,2-d]pyrimidin-2-yl)benzoic acid",C16H13N3O2S,C16H13N3O2S,CSID67172145,"2-(1,2,3,4-Tetrahydropyrido[3′,2′:4,5]thieno[3,2-d]pyrimidin-2-yl)benzoic acid",,2,True
"3-Phenyl-1-(phenylsulfonyl)-4,5-dihydro-1H-pyrazole-5-carbonitrile",C16H13N3O2S,C16H13N3O2S,CSID65999344,"3-Phenyl-1-(phenylsulfonyl)-4,5-dihydro-1H-pyrazole-5-carbonitrile",,3,False
"3-{[3-(2-Pyridinyl)-4,5-dihydro-1,2-oxazol-5-yl]methyl}-1,3-benzothiazol-2(3H)-one",C16H13N3O2S,C16H13N3O2S,CSID67497893,"3-{[3-(2-Pyridinyl)-4,5-dihydro-1,2-oxazol-5-yl]methyl}-1,3-benzothiazol-2(3H)-one",,4,False
Asn-Ala-OH,C12H13N3O7,C12H13N3O7,64998,Asn-Ala-OH,,5,True
Ala-Asn-OH,C12H13N3O7,C12H13N3O7,65301,Ala-Asn-OH,,5,True
quinothion,C14H18NO3PS,C14H18NO3PS,CSID80973,quinothion,,6,False
"2-ethyl-5-[5-(thiophen-3-ylmethyl)-1,2,4-oxadiazol-3-yl]-1,3-benzoxazole",C16H13N3O2S,C16H13N3O2S,1017421,"2-ethyl-5-[5-(thiophen-3-ylmethyl)-1,2,4-oxadiazol-3-yl]-1,3-benzoxazole",,7,True
"4-(1,3-benzodioxol-5-yl)-N-(5-methylpyridin-2-yl)-1,3-thiazol-2-amine",C16H13N3O2S,C16H13N3O2S,1024287,"4-(1,3-benzodioxol-5-yl)-N-(5-methylpyridin-2-yl)-1,3-thiazol-2-amine",,7,True
"2-ethyl-5-[5-(3-methylthiophen-2-yl)-1,2,4-oxadiazol-3-yl]-1,3-benzoxazole",C16H13N3O2S,C16H13N3O2S,1024519,"2-ethyl-5-[5-(3-methylthiophen-2-yl)-1,2,4-oxadiazol-3-yl]-1,3-benzoxazole",,7,True
"2-ethyl-5-[5-(5-methylthiophen-2-yl)-1,2,4-oxadiazol-3-yl]-1,3-benzoxazole",C16H13N3O2S,C16H13N3O2S,1029272,"2-ethyl-5-[5-(5-methylthiophen-2-yl)-1,2,4-oxadiazol-3-yl]-1,3-benzoxazole",,7,True
"4-methoxy-N-(5-phenyl-1,2,4-thiadiazol-3-yl)benzamide",C16H13N3O2S,C16H13N3O2S,1045812,"4-methoxy-N-(5-phenyl-1,2,4-thiadiazol-3-yl)benzamide",,7,True
N-[3-(1-methyl-6-oxopyridazin-3-yl)phenyl]thiophene-2-carboxamide,C16H13N3O2S,C16H13N3O2S,1046763,N-[3-(1-methyl-6-oxopyridazin-3-yl)phenyl]thiophene-2-carboxamide,,7,True
2-[(3-oxo-4H-quinoxalin-2-yl)sulfanyl]-N-phenylacetamide,C16H13N3O2S,C16H13N3O2S,1048583,2-[(3-oxo-4H-quinoxalin-2-yl)sulfanyl]-N-phenylacetamide,,7,True
"N-(3-methylphenyl)-4-(4-nitrophenyl)-1,3-thiazol-2-amine",C16H13N3O2S,C16H13N3O2S,994389,"N-(3-methylphenyl)-4-(4-nitrophenyl)-1,3-thiazol-2-amine",,7,True
"Ethyl 4-(2-chloro-6-fluorophenyl)-2-methyl-6-oxo-1,4,5,6-tetrahydro-3-pyridinecarboxylate",C15H15ClFNO3,C15H15ClFNO3,CSID2054722,"Ethyl 4-(2-chloro-6-fluorophenyl)-2-methyl-6-oxo-1,4,5,6-tetrahydro-3-pyridinecarboxylate",,8,False
"5-(2-Acetoxyethyl)-3-benzyl-4-methyl-1,3-thiazol-3-ium chloride",C15H18ClNO2S,C15H18ClNO2S,CSID67156757,"5-(2-Acetoxyethyl)-3-benzyl-4-methyl-1,3-thiazol-3-ium chloride",,9,False
"2-(3,4-Dimethoxyphenyl)-5-hydroxy-7-{[5-hydroxy-6-methoxy-2-(4-methoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}-6-methoxy-4H-chromen-4-one",C35H28O12,C35H28O12,CSID28282599,"2-(3,4-Dimethoxyphenyl)-5-hydroxy-7-{[5-hydroxy-6-methoxy-2-(4-methoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}-6-methoxy-4H-chromen-4-one",,1,False
"tetrakis-[(2,3-dicyanophenoxy)-methyl]methane",C37H20N8O4,C37H20N8O4,CSID25945848,"tetrakis-[(2,3-dicyanophenoxy)-methyl]methane",,2,False
Asn-Thr-OH,C13H15N3O8,C13H15N3O8,65105,Asn-Thr-OH,,1,True
Ser-Asn-OH,C13H15N3O8,C13H15N3O8,65303,Ser-Asn-OH,,1,True
,C17H11F2N4O2,C17H11F2N4O2,1099741,,,2,False
FLUAZIFOP-METHYL,C16H14F3NO4,C16H14F3NO4,CSID136803,FLUAZIFOP-METHYL,,3,False
"5-[1-(3-fluorophenyl)sulfonylazetidin-3-yl]-3-(2-methoxyethyl)-1,2,4-oxadiazole",C14H16FN3O4S,C14H16FN3O4S,1096164,"5-[1-(3-fluorophenyl)sulfonylazetidin-3-yl]-3-(2-methoxyethyl)-1,2,4-oxadiazole",,4,False
"2-(1-propylsulfonylpiperidin-3-yl)-5-thiophen-2-yl-1,3,4-oxadiazole",C14H19N3O3S2,C14H19N3O3S2,1050709,"2-(1-propylsulfonylpiperidin-3-yl)-5-thiophen-2-yl-1,3,4-oxadiazole",,5,True
"4-[1,2-dimethyl-5-(4-methyl-1,3-thiazol-2-yl)pyrrol-3-yl]sulfonylmorpholine",C14H19N3O3S2,C14H19N3O3S2,997569,"4-[1,2-dimethyl-5-(4-methyl-1,3-thiazol-2-yl)pyrrol-3-yl]sulfonylmorpholine",,5,True
"8-chloro-2-[(4-fluorophenyl)methyl]-1,3,4,5-tetrahydrobenzo[b][1,6]naphthyridin-10-one",C19H15ClFN2O,C19H15ClFN2O,1026241,"8-chloro-2-[(4-fluorophenyl)methyl]-1,3,4,5-tetrahydrobenzo[b][1,6]naphthyridin-10-one",,6,False
"1-[(4-Amino-2-methyl-5-pyrimidinyl)methyl]-3-(2-hydroxyethyl)-2-methyl-2,3-dihydropyrimidin-1-ium bromide",C13H20BrN5O,C13H20BrN5O,CSID66423805,"1-[(4-Amino-2-methyl-5-pyrimidinyl)methyl]-3-(2-hydroxyethyl)-2-methyl-2,3-dihydropyrimidin-1-ium bromide",,7,False
"Iron(2+) 2-(5-benzyl-1H-pyrrol-2-yl)-2,4-cyclopentadienide 2,4-cyclopentadienide (1:1:1)",C21H19FeN,C21H19FeN,CSID65326076,"Iron(2+) 2-(5-benzyl-1H-pyrrol-2-yl)-2,4-cyclopentadienide 2,4-cyclopentadienide (1:1:1)",,8,False
"5,8-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4-oxo-4H-chromen-7-yl 2-O-(6-O-acetyl-β-D-allopyranosyl)-β-D-glucopyranoside",C30H34O18,C30H34O18,CSID115269794,"5,8-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4-oxo-4H-chromen-7-yl 2-O-(6-O-acetyl-β-D-allopyranosyl)-β-D-glucopyranoside",,1,True
"5,7-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-3-yl 3-O-(6-O-acetyl-β-D-glucopyranosyl)-β-D-galactopyranoside",C30H34O18,C30H34O18,CSID115270135,"5,7-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-3-yl 3-O-(6-O-acetyl-β-D-glucopyranosyl)-β-D-galactopyranoside",,1,True
