compound_name,formula,molecular_formula,source_compound_id,description,inchikey,rank_group,is_tied
"5,7-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-3-yl 6-O-(6-O-acetyl-β-D-glucopyranosyl)-β-D-galactopyranoside",C30H34O18,C30H34O18,CSID115270137,"5,7-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-3-yl 6-O-(6-O-acetyl-β-D-glucopyranosyl)-β-D-galactopyranoside",,1,True
8-Hydroxyluteolin 4'-methyl ether 7-(6'''-acetylallosyl-(1->2)-glucoside,C30H34O18,C30H34O18,LMPK12111383,8-Hydroxyluteolin 4'-methyl ether 7-(6'''-acetylallosyl-(1->2)-glucoside,,2,True
Isorhamnetin 3-(6'''-acetylglucosyl)(1->3)-galactoside,C30H34O18,C30H34O18,LMPK12112335,Isorhamnetin 3-(6'''-acetylglucosyl)(1->3)-galactoside,,2,True
Isorhamnetin 3-(6'''-acetylglucosyl)(1->6)-galactoside,C30H34O18,C30H34O18,LMPK12112337,Isorhamnetin 3-(6'''-acetylglucosyl)(1->6)-galactoside,,2,True
"2-[4-(β-D-Glucopyranosyloxy)phenyl]-5,7-dihydroxy-4-oxo-4H-chromen-3-yl 2-O-lactoyl-β-D-glucopyranoside",C30H34O18,C30H34O18,CSID115269908,"2-[4-(β-D-Glucopyranosyloxy)phenyl]-5,7-dihydroxy-4-oxo-4H-chromen-3-yl 2-O-lactoyl-β-D-glucopyranoside",,3,False
Kaempferol 3-(2''-hydroxypropionylglucoside)-4'-glucoside,C30H34O18,C30H34O18,LMPK12111812,Kaempferol 3-(2''-hydroxypropionylglucoside)-4'-glucoside,,4,False
"3,5,8-Trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-7-yl 6-O-acetyl-2-O-(6-deoxy-α-L-mannopyranosyl)-β-D-glucopyranoside",C30H34O18,C30H34O18,CSID10420444,"3,5,8-Trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-7-yl 6-O-acetyl-2-O-(6-deoxy-α-L-mannopyranosyl)-β-D-glucopyranoside",,5,False
Haploside D,C30H34O18,C30H34O18,LMPK12113214,Haploside D,,6,False
8-Hydroxyhesperetin 7-[6-acetylglucosyl-(1->2)-glucoside],C30H34O18,C30H34O18,HMDB41232,8-Hydroxyhesperetin 7-[6-acetylglucosyl-(1->2)-glucoside],,7,False
cheliferoside L1,C27H40Na2O13S2,C27H40Na2O13S2,CSID16737678,cheliferoside L1,,8,False
"8,8′-Methylenebis[5,7-dihydroxy-3,6-dimethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one]",C37H32O14,C37H32O14,CSID28289558,"8,8′-Methylenebis[5,7-dihydroxy-3,6-dimethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one]",,1,False
"(R)-3,3-BIS(9-ANTHRACENYL)-1,1-BINAPH&",C48H29O4P,C48H29O4P,CSID8480995,"(R)-3,3-BIS(9-ANTHRACENYL)-1,1-BINAPH&",,2,True
"(R)-3,3′-Bis(9-phenanthryl)-1,1′-binaphthalene-2,2′-diyl hydrogen phosphate",C48H29O4P,C48H29O4P,CSID9868020,"(R)-3,3′-Bis(9-phenanthryl)-1,1′-binaphthalene-2,2′-diyl hydrogen phosphate",,2,True
Gly Gly Val,C9H17N3O4,C9H17N3O4,18321,Gly Gly Val,,1,True
Val Asn,C9H17N3O4,C9H17N3O4,23873,Val Asn,,1,True
Asn Val,C9H17N3O4,C9H17N3O4,23904,Asn Val,,1,True
Asparaginyl-Valine,C9H17N3O4,C9H17N3O4,HMDB28744,Asparaginyl-Valine,,1,True
Valyl-Asparagine,C9H17N3O4,C9H17N3O4,HMDB29122,Valyl-Asparagine,,1,True
val-asn,C9H17N3O4,C9H17N3O4,CSID14173015,val-asn,,2,True
asn-val,C9H17N3O4,C9H17N3O4,CSID16568270,asn-val,,2,True
gly-val-gly,C9H17N3O4,C9H17N3O4,CSID16571465,gly-val-gly,,2,True
Glycylglycyl-L-valine,C9H17N3O4,C9H17N3O4,CSID167967,Glycylglycyl-L-valine,,2,True
Alanylalanylalanine,C9H17N3O4,C9H17N3O4,CSID231450,Alanylalanylalanine,,2,True
val-gly-gly,C9H17N3O4,C9H17N3O4,CSID260823,val-gly-gly,,2,True
Trialanine,C9H17N3O4,C9H17N3O4,CSID4585992,Trialanine,,2,True
H-VAL-GLY-GLY-OH,C9H17N3O4,C9H17N3O4,CSID5369423,H-VAL-GLY-GLY-OH,,2,True
D-ALA-ALA-ALA,C9H17N3O4,C9H17N3O4,CSID5381157,D-ALA-ALA-ALA,,2,True
"Methyl (1,3-dimethyl-5-nitrohexahydro-5-pyrimidinyl)acetate",C9H17N3O4,C9H17N3O4,CSID67172552,"Methyl (1,3-dimethyl-5-nitrohexahydro-5-pyrimidinyl)acetate",,2,True
Gly-Gly-Val,C9H17N3O4,C9H17N3O4,CSID78060,Gly-Gly-Val,,2,True
"1-(1-Phenyl-1H-tetrazol-5-yl)-1,3,5-triazinane",C10H13N7,C10H13N7,CSID67026024,"1-(1-Phenyl-1H-tetrazol-5-yl)-1,3,5-triazinane",,3,False
asn-lys-thr-thr,C18H34N6O8,C18H34N6O8,CSID16596768,asn-lys-thr-thr,,1,True
asn-thr-lys-thr,C18H34N6O8,C18H34N6O8,CSID16598667,asn-thr-lys-thr,,1,True
asn-thr-thr-lys,C18H34N6O8,C18H34N6O8,CSID16598762,asn-thr-thr-lys,,1,True
gln-lys-ser-thr,C18H34N6O8,C18H34N6O8,CSID16628672,gln-lys-ser-thr,,1,True
gln-lys-thr-ser,C18H34N6O8,C18H34N6O8,CSID16628691,gln-lys-thr-ser,,1,True
gln-ser-lys-thr,C18H34N6O8,C18H34N6O8,CSID16630192,gln-ser-lys-thr,,1,True
gln-ser-thr-lys,C18H34N6O8,C18H34N6O8,CSID16630287,gln-ser-thr-lys,,1,True
gln-thr-lys-ser,C18H34N6O8,C18H34N6O8,CSID16630591,gln-thr-lys-ser,,1,True
gln-thr-ser-lys,C18H34N6O8,C18H34N6O8,CSID16630667,gln-thr-ser-lys,,1,True
lys-asn-thr-thr,C18H34N6O8,C18H34N6O8,CSID16664954,lys-asn-thr-thr,,1,True
lys-gln-ser-thr,C18H34N6O8,C18H34N6O8,CSID16666524,lys-gln-ser-thr,,1,True
lys-gln-thr-ser,C18H34N6O8,C18H34N6O8,CSID16666543,lys-gln-thr-ser,,1,True
lys-ser-gln-thr,C18H34N6O8,C18H34N6O8,CSID16669916,lys-ser-gln-thr,,1,True
lys-ser-thr-gln,C18H34N6O8,C18H34N6O8,CSID16670105,lys-ser-thr-gln,,1,True
lys-thr-asn-thr,C18H34N6O8,C18H34N6O8,CSID16670235,lys-thr-asn-thr,,1,True
lys-thr-gln-ser,C18H34N6O8,C18H34N6O8,CSID16670314,lys-thr-gln-ser,,1,True
lys-thr-ser-gln,C18H34N6O8,C18H34N6O8,CSID16670485,lys-thr-ser-gln,,1,True
lys-thr-thr-asn,C18H34N6O8,C18H34N6O8,CSID16670501,lys-thr-thr-asn,,1,True
ser-gln-lys-thr,C18H34N6O8,C18H34N6O8,CSID16698345,ser-gln-lys-thr,,1,True
ser-gln-thr-lys,C18H34N6O8,C18H34N6O8,CSID16698440,ser-gln-thr-lys,,1,True
ser-lys-gln-thr,C18H34N6O8,C18H34N6O8,CSID16700245,ser-lys-gln-thr,,1,True
ser-lys-thr-gln,C18H34N6O8,C18H34N6O8,CSID16700434,ser-lys-thr-gln,,1,True
ser-thr-gln-lys,C18H34N6O8,C18H34N6O8,CSID16702238,ser-thr-gln-lys,,1,True
ser-thr-lys-gln,C18H34N6O8,C18H34N6O8,CSID16702333,ser-thr-lys-gln,,1,True
thr-asn-lys-thr,C18H34N6O8,C18H34N6O8,CSID16704742,thr-asn-lys-thr,,1,True
thr-asn-thr-lys,C18H34N6O8,C18H34N6O8,CSID16704837,thr-asn-thr-lys,,1,True
thr-gln-lys-ser,C18H34N6O8,C18H34N6O8,CSID16706341,thr-gln-lys-ser,,1,True
thr-gln-ser-lys,C18H34N6O8,C18H34N6O8,CSID16706417,thr-gln-ser-lys,,1,True
thr-lys-asn-thr,C18H34N6O8,C18H34N6O8,CSID16708162,thr-lys-asn-thr,,1,True
thr-lys-gln-ser,C18H34N6O8,C18H34N6O8,CSID16708241,thr-lys-gln-ser,,1,True
thr-lys-ser-gln,C18H34N6O8,C18H34N6O8,CSID16708410,thr-lys-ser-gln,,1,True
thr-lys-thr-asn,C18H34N6O8,C18H34N6O8,CSID16708426,thr-lys-thr-asn,,1,True
thr-ser-gln-lys,C18H34N6O8,C18H34N6O8,CSID16709834,thr-ser-gln-lys,,1,True
thr-ser-lys-gln,C18H34N6O8,C18H34N6O8,CSID16709929,thr-ser-lys-gln,,1,True
thr-thr-asn-lys,C18H34N6O8,C18H34N6O8,CSID16710154,thr-thr-asn-lys,,1,True
thr-thr-lys-asn,C18H34N6O8,C18H34N6O8,CSID16710325,thr-thr-lys-asn,,1,True
Shionoside B,C22H38O10,C22H38O10,CSID10252121,Shionoside B,,2,True
"(3R)-3,7-dimethylocta-1,6-dien-3-yl 2-O-(6-deoxy-α-L-mannopyranosyl)-β-D-glucopyranoside",C22H38O10,C22H38O10,CSID10260583,"(3R)-3,7-dimethylocta-1,6-dien-3-yl 2-O-(6-deoxy-α-L-mannopyranosyl)-β-D-glucopyranoside",,2,True
Lipedoside BI,C22H38O10,C22H38O10,CSID10260584,Lipedoside BI,,2,True
Neryl rhamnosyl-glucoside,C22H38O10,C22H38O10,HMDB29349,Neryl rhamnosyl-glucoside,,3,True
xi-Linalool 3-[rhamnosyl-(1->6)-glucoside],C22H38O10,C22H38O10,HMDB30422,xi-Linalool 3-[rhamnosyl-(1->6)-glucoside],,3,True
AGI-5198,C27H31FN4O2,C27H31FN4O2,986715,AGI-5198,,4,False
6-Fluoro-2-[4-(4-morpholinylmethyl)phenyl]-N-[2-(1-pyrrolidinyl)ethyl]-4-quinolinecarboxamide,C27H31FN4O2,C27H31FN4O2,CSID57876195,6-Fluoro-2-[4-(4-morpholinylmethyl)phenyl]-N-[2-(1-pyrrolidinyl)ethyl]-4-quinolinecarboxamide,,5,False
tixocortol pivalate,C26H38O5S,C26H38O5S,CSID16499327,tixocortol pivalate,,6,False
"N-[[4-(4-methylpiperidin-1-yl)phenyl]methyl]-1-(2-methylthieno[3,2-c]pyridin-4-yl)piperidine-3-carboxamide",C27H34N4OS,C27H34N4OS,1021974,"N-[[4-(4-methylpiperidin-1-yl)phenyl]methyl]-1-(2-methylthieno[3,2-c]pyridin-4-yl)piperidine-3-carboxamide",,7,False
"(3E)-7-Hydroxy-3,7-dimethyl-3-octen-1-yl 6-O-(6-deoxy-?-L-mannopyranosyl)-?-D-glucopyranoside",C22H40O11,C22H40O11,985130,"(3E)-7-Hydroxy-3,7-dimethyl-3-octen-1-yl 6-O-(6-deoxy-?-L-mannopyranosyl)-?-D-glucopyranoside",,3,False
(3S)-2-Ethyl-3-{[4-({4-[(2E)-3-phenyl-2-propen-1-yl]-1-piperazinyl}carbonyl)phenyl]amino}-1-isoindolinone,C30H32N4O2,C30H32N4O2,CSID24604968,(3S)-2-Ethyl-3-{[4-({4-[(2E)-3-phenyl-2-propen-1-yl]-1-piperazinyl}carbonyl)phenyl]amino}-1-isoindolinone,,6,True
2-Ethyl-3-{[4-({4-[(2E)-3-phenyl-2-propen-1-yl]-1-piperazinyl}carbonyl)phenyl]amino}-1-isoindolinone,C30H32N4O2,C30H32N4O2,CSID65324910,2-Ethyl-3-{[4-({4-[(2E)-3-phenyl-2-propen-1-yl]-1-piperazinyl}carbonyl)phenyl]amino}-1-isoindolinone,,6,True
"2′-Deoxy-2′,2′-difluoroguanosine",C10H11F2N5O4,C10H11F2N5O4,CSID129680,"2′-Deoxy-2′,2′-difluoroguanosine",,1,False
"3-(7aH-Pyrazolo[4′,3′:5,6]pyrano[2,3-c]pyrazol-3-yl)-2(1H)-quinolinone",C16H9N5O2,C16H9N5O2,CSID67154815,"3-(7aH-Pyrazolo[4′,3′:5,6]pyrano[2,3-c]pyrazol-3-yl)-2(1H)-quinolinone",,2,False
"5-(Butylamino)-4-(4-hydroxyphenyl)-1,3,2-dioxathiolan-4-ol 2,2-dioxide",C12H17NO6S,C12H17NO6S,CSID67025024,"5-(Butylamino)-4-(4-hydroxyphenyl)-1,3,2-dioxathiolan-4-ol 2,2-dioxide",,3,False
"(2E)-6-Chloro-3-oxo-2-(4-oxo-3,4-dihydro-2(1H)-quinazolinylidene)heptanenitrile",C15H14ClN3O2,C15H14ClN3O2,CSID67176568,"(2E)-6-Chloro-3-oxo-2-(4-oxo-3,4-dihydro-2(1H)-quinazolinylidene)heptanenitrile",,4,True
"(1E,2Z)-N-Benzyl-2-(4-chlorophenyl)-N′-hydroxy-2-(hydroxyimino)ethanimidamide",C15H14ClN3O2,C15H14ClN3O2,CSID67176783,"(1E,2Z)-N-Benzyl-2-(4-chlorophenyl)-N′-hydroxy-2-(hydroxyimino)ethanimidamide",,4,True
N-[2-(4-chlorophenyl)pyrimidin-5-yl]oxolane-2-carboxamide,C15H14ClN3O2,C15H14ClN3O2,1005853,N-[2-(4-chlorophenyl)pyrimidin-5-yl]oxolane-2-carboxamide,,5,False
"N-(3-chlorophenyl)-2-methyl-1-oxo-3,4-dihydropyrrolo[1,2-a]pyrazine-3-carboxamide",C15H14ClN3O2,C15H14ClN3O2,1095981,"N-(3-chlorophenyl)-2-methyl-1-oxo-3,4-dihydropyrrolo[1,2-a]pyrazine-3-carboxamide",,6,False
"2-[(3aS,8aS,13bS,13cR)-8a-(2,4-Dihydroxyphenyl)-11-hydroxy-2-methyl-1,8a,13b,13c-tetrahydro-3aH-benzo[3,4]isochromeno[1,8-bc]chromen-5-yl]-3,5,7-trihydroxy-4H-chromen-4-one",C35H26O10,C35H26O10,CSID28284252,"2-[(3aS,8aS,13bS,13cR)-8a-(2,4-Dihydroxyphenyl)-11-hydroxy-2-methyl-1,8a,13b,13c-tetrahydro-3aH-benzo[3,4]isochromeno[1,8-bc]chromen-5-yl]-3,5,7-trihydroxy-4H-chromen-4-one",,1,False
"8-[5-(5,7-Dihydroxy-4-oxo-4H-chromen-2-yl)-2-hydroxyphenyl]-5-hydroxy-2-(4-hydroxyphenyl)-7-[(3-methyl-2-buten-1-yl)oxy]-4H-chromen-4-one",C35H26O10,C35H26O10,CSID29355639,"8-[5-(5,7-Dihydroxy-4-oxo-4H-chromen-2-yl)-2-hydroxyphenyl]-5-hydroxy-2-(4-hydroxyphenyl)-7-[(3-methyl-2-buten-1-yl)oxy]-4H-chromen-4-one",,2,False
"5-Chloro-N,N,N′,N′-tetramethyl-5λ~4~-phenothiazine-3,7-diamine - 5-chloro-N,N,N′-trimethyl-5λ~4~-phenothiazine-3,7-diamine (1:1)",C31H34Cl2N6S2,C31H34Cl2N6S2,CSID67168940,"5-Chloro-N,N,N′,N′-tetramethyl-5λ~4~-phenothiazine-3,7-diamine - 5-chloro-N,N,N′-trimethyl-5λ~4~-phenothiazine-3,7-diamine (1:1)",,3,False
"(2S)-2-({[(2R,3S,4R,5R)-5-(6-Amino-9H-purin-9-yl)-3,4-dihydroxytetrahydro-2-thiophenyl]methyl}amino)-4-sulfanylbutanoic acid (non-preferred name)",C14H20N6O4S2,C14H20N6O4S2,CSID65793570,"(2S)-2-({[(2R,3S,4R,5R)-5-(6-Amino-9H-purin-9-yl)-3,4-dihydroxytetrahydro-2-thiophenyl]methyl}amino)-4-sulfanylbutanoic acid (non-preferred name)",,1,False
"2-(3,5-difluorophenyl)-5-[[3-(3,4-dimethoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]-1,3,4-oxadiazole",C19H14F2N4O4,C19H14F2N4O4,1003374,"2-(3,5-difluorophenyl)-5-[[3-(3,4-dimethoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]-1,3,4-oxadiazole",,2,True
"2-(3,5-difluorophenyl)-5-[[3-(2,3-dimethoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]-1,3,4-oxadiazole",C19H14F2N4O4,C19H14F2N4O4,1005766,"2-(3,5-difluorophenyl)-5-[[3-(2,3-dimethoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]-1,3,4-oxadiazole",,2,True
"2-(4-methylsulfanylphenyl)-N-[3-(trifluoromethyl)phenyl]imidazo[1,2-a]pyrazin-3-amine",C20H15F3N4S,C20H15F3N4S,1003927,"2-(4-methylsulfanylphenyl)-N-[3-(trifluoromethyl)phenyl]imidazo[1,2-a]pyrazin-3-amine",,3,False
"1-(5-chloro-2-methoxyphenyl)sulfonyl-4-[3-(methoxymethyl)-1,2,4-triazol-4-yl]piperidine",C16H21ClN4O4S,C16H21ClN4O4S,1032275,"1-(5-chloro-2-methoxyphenyl)sulfonyl-4-[3-(methoxymethyl)-1,2,4-triazol-4-yl]piperidine",,4,False
"5,7-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-3-yl 6-O-[(2E)-3-(4-hydroxy-3-methoxyphenyl)-2-propenoyl]-3-O-[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]-β-D-glucopyranoside",C41H36O17,C41H36O17,CSID58829958,"5,7-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-3-yl 6-O-[(2E)-3-(4-hydroxy-3-methoxyphenyl)-2-propenoyl]-3-O-[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]-β-D-glucopyranoside",,1,False
2-(Diethoxymethyl)thiophene,C9H14O2S,C9H14O2S,CSID10557021,2-(Diethoxymethyl)thiophene,,1,True
"1-(1,2-Oxathiolan-5-yl)-2-cyclohexen-1-ol",C9H14O2S,C9H14O2S,CSID67153803,"1-(1,2-Oxathiolan-5-yl)-2-cyclohexen-1-ol",,1,True
"2,2′-Tetrahydro-2H-thiopyran-3,5-diyldiacetaldehyde",C9H14O2S,C9H14O2S,CSID67173761,"2,2′-Tetrahydro-2H-thiopyran-3,5-diyldiacetaldehyde",,1,True
[(4-Methoxy-2-furyl)oxy](trimethyl)silane,C8H14O3Si,C8H14O3Si,CSID61149180,[(4-Methoxy-2-furyl)oxy](trimethyl)silane,,2,False
Syringin,C17H24O9,C17H24O9,64181,Syringin,,1,False
Syringin,C17H24O9,C17H24O9,CSID23089067,Syringin,,2,True
"4-[(1E)-3-Hydroxy-1-propen-1-yl]-2,6-dimethoxyphenyl (3ξ)-α-D-ribo-hexopyranoside",C17H24O9,C17H24O9,CSID28282333,"4-[(1E)-3-Hydroxy-1-propen-1-yl]-2,6-dimethoxyphenyl (3ξ)-α-D-ribo-hexopyranoside",,2,True
"4-Acetyl-3-hydroxy-5-methoxy-2,6-dimethylphenyl β-D-glucopyranoside",C17H24O9,C17H24O9,CSID28285275,"4-Acetyl-3-hydroxy-5-methoxy-2,6-dimethylphenyl β-D-glucopyranoside",,2,True
β-Syringin,C17H24O9,C17H24O9,CSID4475831,β-Syringin,,2,True
"(1E,5R,6S,7R,8R)-5,6,7,8,9-Pentahydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-1-nonen-4-one",C17H24O9,C17H24O9,CSID67035629,"(1E,5R,6S,7R,8R)-5,6,7,8,9-Pentahydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-1-nonen-4-one",,2,True
(−)-macrosphelide J,C17H24O9,C17H24O9,CSID9008371,(−)-macrosphelide J,,2,True
Citrusin E,C17H24O9,C17H24O9,HMDB39234,Citrusin E,,3,False
"N-[4,6-dimethyl-3-(5-propyl-1,2,4-oxadiazol-3-yl)pyridin-2-yl]-2,4-difluorobenzamide",C19H18F2N4O2,C19H18F2N4O2,1005843,"N-[4,6-dimethyl-3-(5-propyl-1,2,4-oxadiazol-3-yl)pyridin-2-yl]-2,4-difluorobenzamide",,4,True
"N-[4,6-dimethyl-3-(5-propyl-1,2,4-oxadiazol-3-yl)pyridin-2-yl]-3,4-difluorobenzamide",C19H18F2N4O2,C19H18F2N4O2,1015433,"N-[4,6-dimethyl-3-(5-propyl-1,2,4-oxadiazol-3-yl)pyridin-2-yl]-3,4-difluorobenzamide",,4,True
"3-(2,5-difluorophenyl)-1-methyl-1-[2-[5-(4-methylphenyl)-1,2,4-oxadiazol-3-yl]ethyl]urea",C19H18F2N4O2,C19H18F2N4O2,1033643,"3-(2,5-difluorophenyl)-1-methyl-1-[2-[5-(4-methylphenyl)-1,2,4-oxadiazol-3-yl]ethyl]urea",,4,True
"N-[4,6-dimethyl-3-(5-propyl-1,2,4-oxadiazol-3-yl)pyridin-2-yl]-3,5-difluorobenzamide",C19H18F2N4O2,C19H18F2N4O2,1027252,"N-[4,6-dimethyl-3-(5-propyl-1,2,4-oxadiazol-3-yl)pyridin-2-yl]-3,5-difluorobenzamide",,5,True
,C19H18F2N4O2,C19H18F2N4O2,1036239,,,5,True
"[5-(3,4-difluorophenyl)-1,2-oxazol-3-yl]-[4-(pyrazol-1-ylmethyl)piperidin-1-yl]methanone",C19H18F2N4O2,C19H18F2N4O2,1047012,"[5-(3,4-difluorophenyl)-1,2-oxazol-3-yl]-[4-(pyrazol-1-ylmethyl)piperidin-1-yl]methanone",,5,True
"N-cyclopentyl-2-(dimethylamino)-3-(4-fluorophenyl)thieno[2,3-d]imidazole-5-carboxamide",C19H21FN4OS,C19H21FN4OS,1002938,"N-cyclopentyl-2-(dimethylamino)-3-(4-fluorophenyl)thieno[2,3-d]imidazole-5-carboxamide",,6,False
2-{[(2E)-2-(1-Azabicyclo[2.2.2]oct-3-ylidene)-2-fluoroethyl]oxy}-9H-carbazole hydrochloride (1:1),C21H21ClFN2O,C21H21ClFN2O,CSID28467816,2-{[(2E)-2-(1-Azabicyclo[2.2.2]oct-3-ylidene)-2-fluoroethyl]oxy}-9H-carbazole hydrochloride (1:1),,7,False
Phenyltrimethicone,C15H32O3Si4,C15H32O3Si4,CSID56211,Phenyltrimethicone,,8,False
2-((2-(Dimethylamino)-2-methylpropyl)thio)-3-phenylquinoline hydrochloride,C21H24ClN2S,C21H24ClN2S,CSID8061521,2-((2-(Dimethylamino)-2-methylpropyl)thio)-3-phenylquinoline hydrochloride,,9,False
3-Anilino-3-(4-chlorophenyl)-2-(2-methyl-2-propanyl)-1-isoindolinone,C24H23ClN2O,C24H23ClN2O,CSID67024676,3-Anilino-3-(4-chlorophenyl)-2-(2-methyl-2-propanyl)-1-isoindolinone,,1,False
"Methyl (1R,4aS,6S,7R,7aS)-1-(β-D-glucopyranosyloxy)-6-hydroxy-7-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate",C17H26O10,C17H26O10,CSID27473734,"Methyl (1R,4aS,6S,7R,7aS)-1-(β-D-glucopyranosyloxy)-6-hydroxy-7-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate",,2,True
Loganin,C17H26O10,C17H26O10,CSID79111,Loganin,,2,True
asn-asn-gly-ser,C13H22N6O8,C13H22N6O8,CSID16592989,asn-asn-gly-ser,,3,True
asn-asn-ser-gly,C13H22N6O8,C13H22N6O8,CSID16593141,asn-asn-ser-gly,,3,True
asn-gly-asn-ser,C13H22N6O8,C13H22N6O8,CSID16594888,asn-gly-asn-ser,,3,True
asn-gly-ser-asn,C13H22N6O8,C13H22N6O8,CSID16595135,asn-gly-ser-asn,,3,True
asn-ser-asn-gly,C13H22N6O8,C13H22N6O8,CSID16598079,asn-ser-asn-gly,,3,True
asn-ser-gly-asn,C13H22N6O8,C13H22N6O8,CSID16598174,asn-ser-gly-asn,,3,True
gly-asn-asn-ser,C13H22N6O8,C13H22N6O8,CSID16632805,gly-asn-asn-ser,,3,True
gly-asn-ser-asn,C13H22N6O8,C13H22N6O8,CSID16633052,gly-asn-ser-asn,,3,True
gly-ser-asn-asn,C13H22N6O8,C13H22N6O8,CSID16637928,gly-ser-asn-asn,,3,True
ser-asn-asn-gly,C13H22N6O8,C13H22N6O8,CSID16696558,ser-asn-asn-gly,,3,True
ser-asn-gly-asn,C13H22N6O8,C13H22N6O8,CSID16696653,ser-asn-gly-asn,,3,True
ser-gly-asn-asn,C13H22N6O8,C13H22N6O8,CSID16698551,ser-gly-asn-asn,,3,True
mussaenoside,C17H26O10,C17H26O10,CSID158664,mussaenoside,,4,True
"(1S,4aR,5R,7S,7aS)-1-(β-D-Glucopyranosyloxy)-5-hydroxy-7-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-7-yl acetate",C17H26O10,C17H26O10,CSID8040876,"(1S,4aR,5R,7S,7aS)-1-(β-D-Glucopyranosyloxy)-5-hydroxy-7-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-7-yl acetate",,4,True
Todatriol glucoside,C17H26O10,C17H26O10,HMDB37260,Todatriol glucoside,,5,False
Loganin,C17H26O10,C17H26O10,64938,Loganin,,6,True
"Methyl (1S)-1-(?-D-glucopyranosyloxy)-7-hydroxy-7-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate",C17H26O10,C17H26O10,984912,"Methyl (1S)-1-(?-D-glucopyranosyloxy)-7-hydroxy-7-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate",,6,True
"Methyl (1S)-1-(?-D-glucopyranosyloxy)-6-hydroxy-7-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate",C17H26O10,C17H26O10,985375,"Methyl (1S)-1-(?-D-glucopyranosyloxy)-6-hydroxy-7-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate",,6,True
"(4-fluorophenyl)-[4-[4-(morpholin-4-ylmethyl)-1,3-thiazol-2-yl]piperazin-1-yl]methanone",C19H23FN4O2S,C19H23FN4O2S,1010561,"(4-fluorophenyl)-[4-[4-(morpholin-4-ylmethyl)-1,3-thiazol-2-yl]piperazin-1-yl]methanone",,7,True
"6-(3-fluorophenyl)-5-(2-methoxyethylamino)-3-methyl-N-propan-2-ylimidazo[2,1-b][1,3]thiazole-2-carboxamide",C19H23FN4O2S,C19H23FN4O2S,1041652,"6-(3-fluorophenyl)-5-(2-methoxyethylamino)-3-methyl-N-propan-2-ylimidazo[2,1-b][1,3]thiazole-2-carboxamide",,7,True
"1-(3-fluorobenzoyl)-N-[5-(2-methylpropyl)-1,3,4-thiadiazol-2-yl]piperidine-4-carboxamide",C19H23FN4O2S,C19H23FN4O2S,1091872,"1-(3-fluorobenzoyl)-N-[5-(2-methylpropyl)-1,3,4-thiadiazol-2-yl]piperidine-4-carboxamide",,7,True
"6-(3-fluorophenyl)-5-(3-methoxypropylamino)-N,N,3-trimethylimidazo[2,1-b][1,3]thiazole-2-carboxamide",C19H23FN4O2S,C19H23FN4O2S,1036963,"6-(3-fluorophenyl)-5-(3-methoxypropylamino)-N,N,3-trimethylimidazo[2,1-b][1,3]thiazole-2-carboxamide",,8,True
"N-(5-tert-butyl-1,3,4-thiadiazol-2-yl)-1-(4-fluorobenzoyl)piperidine-4-carboxamide",C19H23FN4O2S,C19H23FN4O2S,1040030,"N-(5-tert-butyl-1,3,4-thiadiazol-2-yl)-1-(4-fluorobenzoyl)piperidine-4-carboxamide",,8,True
"N-(5-tert-butyl-1,3,4-thiadiazol-2-yl)-1-(3-fluorobenzoyl)piperidine-4-carboxamide",C19H23FN4O2S,C19H23FN4O2S,1087081,"N-(5-tert-butyl-1,3,4-thiadiazol-2-yl)-1-(3-fluorobenzoyl)piperidine-4-carboxamide",,8,True
