compound_name,formula,molecular_formula,source_compound_id,description,rank,probabilidade
"1,1-Difluoro-N-[fluoro(2-methyl-2-propanyl)phenylsilyl]-N-methyl-1-(2-methyl-2-propanyl)silanamine",C15H26F3NSi2,C15H26F3NSi2,CSID10327320,"1,1-Difluoro-N-[fluoro(2-methyl-2-propanyl)phenylsilyl]-N-methyl-1-(2-methyl-2-propanyl)silanamine",4,0.030032131931163008
"1,1-Difluoro-N-[fluoro(2-methyl-2-propanyl)phenylsilyl]-1-methyl-N-(2-methyl-2-propanyl)silanamine",C15H26F3NSi2,C15H26F3NSi2,CSID10327321,"1,1-Difluoro-N-[fluoro(2-methyl-2-propanyl)phenylsilyl]-1-methyl-N-(2-methyl-2-propanyl)silanamine",5,0.030032131931163008
"2-Ethyl-6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-benzo[de]isoquinoline-1,3(2H)-dione",C20H22BNO4,C20H22BNO4,CSID67167714,"2-Ethyl-6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-benzo[de]isoquinoline-1,3(2H)-dione",1,1.0
Isovallesiachotamine,C21H24N2O3,C21H24N2O3,CSID10281765,Isovallesiachotamine,1,0.009823859128143533
Vallesiachotamine,C21H24N2O3,C21H24N2O3,CSID10341312,Vallesiachotamine,2,0.009823859128143533
"Methyl (1aR,1bR,8bR,11aS,12aS)-12a-ethyl-1b,2,4,9,10,11a,12,12a-octahydro-1aH-oxireno[6,7]indolizino[8,1-cd]carbazole-3-carboxylate",C21H24N2O3,C21H24N2O3,CSID28288759,"Methyl (1aR,1bR,8bR,11aS,12aS)-12a-ethyl-1b,2,4,9,10,11a,12,12a-octahydro-1aH-oxireno[6,7]indolizino[8,1-cd]carbazole-3-carboxylate",3,0.009823859128143533
,C21H24N2O3,C21H24N2O3,1025631,,4,0.009715871128754603
N-(3-methoxypropyl)-2-[(2-methylphenyl)methyl]-3-oxo-1H-isoindole-1-carboxamide,C21H24N2O3,C21H24N2O3,1033997,N-(3-methoxypropyl)-2-[(2-methylphenyl)methyl]-3-oxo-1H-isoindole-1-carboxamide,5,0.009715871128754603
(+)-Dimethyl-L-tartrate 2-(aminomethyl)phenylboronate-Aib4GlyNH2,C32H51BN6O12,C32H51BN6O12,CSID29354140,(+)-Dimethyl-L-tartrate 2-(aminomethyl)phenylboronate-Aib4GlyNH2,1,1.0
1-[4-Amino-5-(nitroperoxy)-5-oxopentyl]guanidine,C6H13N5O5,C6H13N5O5,CSID67157379,1-[4-Amino-5-(nitroperoxy)-5-oxopentyl]guanidine,1,0.5
"2-(1,5-Dinitro-1,3,5-triazepan-3-yl)ethanol",C6H13N5O5,C6H13N5O5,CSID67497665,"2-(1,5-Dinitro-1,3,5-triazepan-3-yl)ethanol",2,0.5
phe-thr-cys-thr,C20H30N4O7S,C20H30N4O7S,CSID16686236,phe-thr-cys-thr,1,0.010451189071942016
phe-thr-thr-cys,C20H30N4O7S,C20H30N4O7S,CSID16686464,phe-thr-thr-cys,2,0.010451189071942016
thr-phe-cys-thr,C20H30N4O7S,C20H30N4O7S,CSID16709000,thr-phe-cys-thr,3,0.010451189071942016
thr-phe-thr-cys,C20H30N4O7S,C20H30N4O7S,CSID16709228,thr-phe-thr-cys,4,0.010451189071942016
2′-Deoxy-5′-O-trityluridine,C28H26N2O5,C28H26N2O5,CSID18633453,2′-Deoxy-5′-O-trityluridine,5,0.009802683216376642
"N-(3,4-dimethoxyphenyl)-10,11-dimethoxy-8-oxo-5,6,13,13a-tetrahydroisoquinolino[2,1-b]isoquinoline-13-carboxamide",C28H28N2O6,C28H28N2O6,1035692,"N-(3,4-dimethoxyphenyl)-10,11-dimethoxy-8-oxo-5,6,13,13a-tetrahydroisoquinolino[2,1-b]isoquinoline-13-carboxamide",1,0.22701689243454412
"N-(2,4-dimethoxyphenyl)-2,3-dimethoxy-8-oxo-5,6,13,13a-tetrahydroisoquinolino[2,1-b]isoquinoline-13-carboxamide",C28H28N2O6,C28H28N2O6,1082869,"N-(2,4-dimethoxyphenyl)-2,3-dimethoxy-8-oxo-5,6,13,13a-tetrahydroisoquinolino[2,1-b]isoquinoline-13-carboxamide",2,0.22701689243454412
"N-(2,5-dimethoxyphenyl)-2,3-dimethoxy-8-oxo-5,6,13,13a-tetrahydroisoquinolino[2,1-b]isoquinoline-13-carboxamide",C28H28N2O6,C28H28N2O6,1080388,"N-(2,5-dimethoxyphenyl)-2,3-dimethoxy-8-oxo-5,6,13,13a-tetrahydroisoquinolino[2,1-b]isoquinoline-13-carboxamide",3,0.22701689243241566
"O,O-Dibutyl {[3-(triethoxysilyl)propyl]carbamothioyl}phosphoramidothioate",C18H41N2O5PS2Si,C18H41N2O5PS2Si,CSID67492742,"O,O-Dibutyl {[3-(triethoxysilyl)propyl]carbamothioyl}phosphoramidothioate",4,0.16691217393030083
"4,4′-{[(Phenylsilyl)methylene]bis(4,1-phenyleneoxy)}dianiline",C31H26N2O2Si,C31H26N2O2Si,CSID67158050,"4,4′-{[(Phenylsilyl)methylene]bis(4,1-phenyleneoxy)}dianiline",5,0.15203714876819532
Hydroxysepiapterin,C9H11N5O4,C9H11N5O4,HMDB02109,Hydroxysepiapterin,1,0.05555656887176884
D-(+)-Neopterin,C9H11N5O4,C9H11N5O4,43211,D-(+)-Neopterin,2,0.055556568871470896
L-Threoneopterin,C9H11N5O4,C9H11N5O4,HMDB00727,L-Threoneopterin,3,0.055556568871470896
Neopterin,C9H11N5O4,C9H11N5O4,HMDB00845,Neopterin,4,0.055556568871470896
Umanopterin,C9H11N5O4,C9H11N5O4,HMDB00877,Umanopterin,5,0.055556568871470896
"4-{3-[2,4-Dihydroxy-5-(3-methyl-2-buten-1-yl)phenyl]-2-hydroxy-3-oxopropyl}-2-[(2E)-4-hydroxy-3-methyl-2-buten-1-yl]phenyl hydrogen sulfate",C25H30O9S,C25H30O9S,CSID74853225,"4-{3-[2,4-Dihydroxy-5-(3-methyl-2-buten-1-yl)phenyl]-2-hydroxy-3-oxopropyl}-2-[(2E)-4-hydroxy-3-methyl-2-buten-1-yl]phenyl hydrogen sulfate",1,0.05555555555555555
"(2E)-4-(5-{3-[2,4-Dihydroxy-5-(3-methyl-2-buten-1-yl)phenyl]-2-hydroxy-3-oxopropyl}-2-hydroxyphenyl)-2-methyl-2-buten-1-yl hydrogen sulfate",C25H30O9S,C25H30O9S,CSID74853226,"(2E)-4-(5-{3-[2,4-Dihydroxy-5-(3-methyl-2-buten-1-yl)phenyl]-2-hydroxy-3-oxopropyl}-2-hydroxyphenyl)-2-methyl-2-buten-1-yl hydrogen sulfate",2,0.05555555555555555
"1-[2,4-Dihydroxy-5-(3-methyl-2-buten-1-yl)phenyl]-3-{4-hydroxy-3-[(2E)-4-hydroxy-3-methyl-2-buten-1-yl]phenyl}-1-oxo-2-propanyl hydrogen sulfate",C25H30O9S,C25H30O9S,CSID74853227,"1-[2,4-Dihydroxy-5-(3-methyl-2-buten-1-yl)phenyl]-3-{4-hydroxy-3-[(2E)-4-hydroxy-3-methyl-2-buten-1-yl]phenyl}-1-oxo-2-propanyl hydrogen sulfate",3,0.05555555555555555
"4-(3-{2,4-Dihydroxy-5-[(2E)-4-hydroxy-3-methyl-2-buten-1-yl]phenyl}-2-hydroxy-3-oxopropyl)-2-(3-methyl-2-buten-1-yl)phenyl hydrogen sulfate",C25H30O9S,C25H30O9S,CSID74853228,"4-(3-{2,4-Dihydroxy-5-[(2E)-4-hydroxy-3-methyl-2-buten-1-yl]phenyl}-2-hydroxy-3-oxopropyl)-2-(3-methyl-2-buten-1-yl)phenyl hydrogen sulfate",4,0.05555555555555555
"(2E)-4-(2,4-Dihydroxy-5-{2-hydroxy-3-[4-hydroxy-3-(3-methyl-2-buten-1-yl)phenyl]propanoyl}phenyl)-2-methyl-2-buten-1-yl hydrogen sulfate",C25H30O9S,C25H30O9S,CSID74853229,"(2E)-4-(2,4-Dihydroxy-5-{2-hydroxy-3-[4-hydroxy-3-(3-methyl-2-buten-1-yl)phenyl]propanoyl}phenyl)-2-methyl-2-buten-1-yl hydrogen sulfate",5,0.05555555555555555
"5-(4-{2-[3-(Fluoromethyl)-1-azetidinyl]ethoxy}phenyl)-8-(trifluoromethyl)-5H-chromeno[4,3-c]quinolin-2-ol",C29H24F4N2O3,C29H24F4N2O3,CSID129070767,"5-(4-{2-[3-(Fluoromethyl)-1-azetidinyl]ethoxy}phenyl)-8-(trifluoromethyl)-5H-chromeno[4,3-c]quinolin-2-ol",1,0.2742619039105603
Bidebiline A,C34H24N2O4,C34H24N2O4,CSID159583,Bidebiline A,2,0.24191269869647988
"Pentacyclo[6.6.6.0~2,7~.0~9,14~.0~15,20~]icosa-2,4,6,9,11,13,15,17,19-nonaene-3,6-diyl bis(3-aminobenzoate)",C34H24N2O4,C34H24N2O4,CSID67165748,"Pentacyclo[6.6.6.0~2,7~.0~9,14~.0~15,20~]icosa-2,4,6,9,11,13,15,17,19-nonaene-3,6-diyl bis(3-aminobenzoate)",3,0.24191269869647988
"Pentacyclo[6.6.6.0~2,7~.0~9,14~.0~15,20~]icosa-2,4,6,9,11,13,15,17,19-nonaene-3,6-diyl bis(4-aminobenzoate)",C34H24N2O4,C34H24N2O4,CSID67166419,"Pentacyclo[6.6.6.0~2,7~.0~9,14~.0~15,20~]icosa-2,4,6,9,11,13,15,17,19-nonaene-3,6-diyl bis(4-aminobenzoate)",4,0.24191269869647988
"1,1-Bis(2-methylphenyl)disiloxane",C14H14OSi2,C14H14OSi2,CSID67176092,"1,1-Bis(2-methylphenyl)disiloxane",1,0.009082010739257495
"5-Hydroxy-2,8,8-trimethyl-4H,8H-pyrano[2,3-f]chromen-4-one",C15H14O4,C15H14O4,CSID58818814,"5-Hydroxy-2,8,8-trimethyl-4H,8H-pyrano[2,3-f]chromen-4-one",2,0.009042209255552207
Hibiscoquinone A,C15H14O4,C15H14O4,CSID391088,Hibiscoquinone A,3,0.009014956347572683
"(2E)-1-Phenyl-3-(2,6,6-trihydroxy-2,4-cyclohexadien-1-yl)-2-propen-1-one",C15H14O4,C15H14O4,CSID67025151,"(2E)-1-Phenyl-3-(2,6,6-trihydroxy-2,4-cyclohexadien-1-yl)-2-propen-1-one",4,0.008988727390110283
Naphthyl-2-methyl-succinic acid,C15H14O4,C15H14O4,CSID20059571,Naphthyl-2-methyl-succinic acid,5,0.00895518280634406
"(6α,8ξ,10α,11β,16α,17α)-6,9-Difluoro-17-{[(fluoromethyl)sulfanyl]carbonyl}-11,17-dihydroxy-16-methyl-3-oxoandrosta-1,4-dien-1-yl propionate",C25H31F3O6S,C25H31F3O6S,CSID67155627,"(6α,8ξ,10α,11β,16α,17α)-6,9-Difluoro-17-{[(fluoromethyl)sulfanyl]carbonyl}-11,17-dihydroxy-16-methyl-3-oxoandrosta-1,4-dien-1-yl propionate",1,0.2545265546837218
Rottlerin,C30H28O8,C30H28O8,CSID4445144,Rottlerin,2,0.18637189091194692
"(2Z)-4-{2,6-Dihydroxy-3-[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]phenyl}-2-methyl-2-buten-1-yl (2E)-3-(4-hydroxy-3-methoxyphenyl)acrylate",C30H28O8,C30H28O8,CSID8182342,"(2Z)-4-{2,6-Dihydroxy-3-[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]phenyl}-2-methyl-2-buten-1-yl (2E)-3-(4-hydroxy-3-methoxyphenyl)acrylate",3,0.18637189091194692
Rottlerin,C30H28O8,C30H28O8,LMPK12120428,Rottlerin,4,0.18636483174894886
Gemichalcone A,C30H28O8,C30H28O8,LMPK12120065,Gemichalcone A,5,0.1863648317434356
cys-glu-his-phe,C23H30N6O7S,C23H30N6O7S,CSID16610188,cys-glu-his-phe,1,0.039811620031812024
cys-glu-phe-his,C23H30N6O7S,C23H30N6O7S,CSID16610283,cys-glu-phe-his,2,0.039811620031812024
cys-his-glu-phe,C23H30N6O7S,C23H30N6O7S,CSID16611324,cys-his-glu-phe,3,0.039811620031812024
cys-his-phe-glu,C23H30N6O7S,C23H30N6O7S,CSID16611476,cys-his-phe-glu,4,0.039811620031812024
cys-phe-glu-his,C23H30N6O7S,C23H30N6O7S,CSID16613318,cys-phe-glu-his,5,0.039811620031812024
3-(2′-Methoxy-3′-isopropyl-phenyl)-3-trifluoromethyl diazirine,C12H13F3N2O,C12H13F3N2O,CSID29354080,3-(2′-Methoxy-3′-isopropyl-phenyl)-3-trifluoromethyl diazirine,1,0.2113513288186256
4-[2-(Trifluoromethyl)-1H-benzimidazol-1-yl]-1-butanol,C12H13F3N2O,C12H13F3N2O,CSID67496467,4-[2-(Trifluoromethyl)-1H-benzimidazol-1-yl]-1-butanol,2,0.2113513288186256
Triphenylaluminum,C18H15Al,C18H15Al,CSID10633095,Triphenylaluminum,3,0.11787325227857563
Acadesine,C9H14N4O5,C9H14N4O5,CSID16560,Acadesine,4,0.11486446157002417
5-Amino-1-(β-D-lyxofuranosyl)-1H-imidazole-4-carboxamide,C9H14N4O5,C9H14N4O5,CSID26352336,5-Amino-1-(β-D-lyxofuranosyl)-1H-imidazole-4-carboxamide,5,0.11486446157002417
"(10R,11S,14S)-11,14-Dibenzyl-14-hydroxy-10-phenyl-12,15-dioxatetracyclo[7.5.2.0~1,11~.0~3,8~]hexadeca-3,5,7-triene-13,16-dione",C34H28O5,C34H28O5,CSID28286482,"(10R,11S,14S)-11,14-Dibenzyl-14-hydroxy-10-phenyl-12,15-dioxatetracyclo[7.5.2.0~1,11~.0~3,8~]hexadeca-3,5,7-triene-13,16-dione",1,0.5499178702738279
"1-(3,4-Dihydro-1,5-benzothiazepin-5(2H)-yl)-3-{[2-(3,4-dimethoxyphenyl)ethyl]amino}-1-propanone (2E)-2-butenedioate (1:1)",C26H32N2O7S,C26H32N2O7S,CSID4942627,"1-(3,4-Dihydro-1,5-benzothiazepin-5(2H)-yl)-3-{[2-(3,4-dimethoxyphenyl)ethyl]amino}-1-propanone (2E)-2-butenedioate (1:1)",2,0.4500821297261721
Thr Tyr His Asp,C23H30N6O9,C23H30N6O9,239201,Thr Tyr His Asp,1,0.007827077978852235
Tyr Ser His Glu,C23H30N6O9,C23H30N6O9,261602,Tyr Ser His Glu,2,0.007827077978852235
asn-asp-thr-trp,C23H30N6O9,C23H30N6O9,CSID16593571,asn-asp-thr-trp,3,0.007825951562479084
asn-asp-trp-thr,C23H30N6O9,C23H30N6O9,CSID16593590,asn-asp-trp-thr,4,0.007825951562479084
asn-glu-ser-trp,C23H30N6O9,C23H30N6O9,CSID16594350,asn-glu-ser-trp,5,0.007825951562479084
Bosentan,C27H29N5O6S,C27H29N5O6S,CSID94651,Bosentan,1,0.20439716376359343
Bosentan,C27H29N5O6S,C27H29N5O6S,990424,Bosentan,2,0.2043872821055734
Bosentan,C27H29N5O6S,C27H29N5O6S,85402,Bosentan,3,0.20438728210215482
Bosentan,C27H29N5O6S,C27H29N5O6S,HMDB14699,Bosentan,4,0.20438728210215482
N-(3-{[5-Chloro-4-(1H-indol-3-yl)-2-pyrimidinyl]amino}phenyl)-4-{[(2E)-3-(dimethylamino)-2-propenoyl]amino}benzamide,C30H26ClN7O2,C30H26ClN7O2,CSID65323663,N-(3-{[5-Chloro-4-(1H-indol-3-yl)-2-pyrimidinyl]amino}phenyl)-4-{[(2E)-3-(dimethylamino)-2-propenoyl]amino}benzamide,5,0.18244098992652358
"(5α,6α,9α)-17-Methyl(5,6,7-~2~H_3_)-7,8-didehydro-4,5-epoxymorphinan-3,6-diol",C17H16D3NO3,C17H16D3NO3,CSID66001292,"(5α,6α,9α)-17-Methyl(5,6,7-~2~H_3_)-7,8-didehydro-4,5-epoxymorphinan-3,6-diol",1,0.098009517209934
Arg Asn,C10H20N6O4,C10H20N6O4,23959,Arg Asn,2,0.08200131838136145
Asparaginyl-Arginine,C10H20N6O4,C10H20N6O4,HMDB28725,Asparaginyl-Arginine,3,0.08200131838136145
Asn Arg,C10H20N6O4,C10H20N6O4,23896,Asn Arg,4,0.08200131838004748
Arginyl-Asparagine,C10H20N6O4,C10H20N6O4,HMDB28704,Arginyl-Asparagine,5,0.08200131838004748
Lys Glu Ser Thr Leu,C24H44N6O10,C24H44N6O10,264672,Lys Glu Ser Thr Leu,1,0.02308725602974575
"(11β,16β)-17-(2-Ethoxy-2-ethyl-5-oxo-1,3-dioxan-4-yl)-9-fluoro-11-hydroxy-3-oxopregna-1,4-dien-16-yl propionate",C32H45FO8,C32H45FO8,CSID67037787,"(11β,16β)-17-(2-Ethoxy-2-ethyl-5-oxo-1,3-dioxan-4-yl)-9-fluoro-11-hydroxy-3-oxopregna-1,4-dien-16-yl propionate",2,0.02066967919327901
met-trp-ile-lys,C28H44N6O5S,C28H44N6O5S,CSID16678764,met-trp-ile-lys,3,0.01976108104513821
met-trp-leu-lys,C28H44N6O5S,C28H44N6O5S,CSID16678784,met-trp-leu-lys,4,0.01976108104513821
lys-trp-ile-met,C28H44N6O5S,C28H44N6O5S,CSID16670771,lys-trp-ile-met,5,0.01964753599147635
Methyl bacteriopheophorbide c,C36H42N4O4,C36H42N4O4,CSID16736713,Methyl bacteriopheophorbide c,1,0.0587548879476836
Mesoporphyrin IX dimethyl ester (VAN),C36H42N4O4,C36H42N4O4,CSID10509229,Mesoporphyrin IX dimethyl ester (VAN),2,0.056191734640998026
"Dimethyl 3,3′-(7,13-diethyl-3,8,12,17-tetramethyl-2,18-porphyrindiyl)dipropanoate",C36H42N4O4,C36H42N4O4,CSID21171331,"Dimethyl 3,3′-(7,13-diethyl-3,8,12,17-tetramethyl-2,18-porphyrindiyl)dipropanoate",3,0.056191734640998026
"7-(3,5-Diethyl-1-methyl-1H-pyrazol-4-yl)-1-[2-(4-morpholinyl)ethyl]-3-[3-(1-naphthyloxy)propyl]-1H-indole-2-carboxylic acid",C36H42N4O4,C36H42N4O4,CSID65323786,"7-(3,5-Diethyl-1-methyl-1H-pyrazol-4-yl)-1-[2-(4-morpholinyl)ethyl]-3-[3-(1-naphthyloxy)propyl]-1H-indole-2-carboxylic acid",4,0.056191734640998026
tyr-arg-thr-arg,C25H42N10O7,C25H42N10O7,CSID16720401,tyr-arg-thr-arg,5,0.05285206010271686
Fluoroform,CHF3,CHF3,CSID21106179,Fluoroform,1,0.603587783531545
Boron trioxide,B2O3,B2O3,CSID452485,Boron trioxide,2,0.3964122164684549
Dioxodiboroxane hydrate (1:1),B2H2O4,B2H2O4,CSID65793822,Dioxodiboroxane hydrate (1:1),1,1.0
pro-asn-ile,C15H26N4O5,C15H26N4O5,CSID16573837,pro-asn-ile,1,0.013566584534795732
pro-asn-leu,C15H26N4O5,C15H26N4O5,CSID16573838,pro-asn-leu,2,0.013566584534795732
pro-gln-val,C15H26N4O5,C15H26N4O5,CSID16573924,pro-gln-val,3,0.013566584534795732
pro-ile-asn,C15H26N4O5,C15H26N4O5,CSID16573958,pro-ile-asn,4,0.013566584534795732
pro-leu-asn,C15H26N4O5,C15H26N4O5,CSID16573978,pro-leu-asn,5,0.013566584534795732
gly-ser-val-val,C15H28N4O6,C15H28N4O6,CSID16638285,gly-ser-val-val,1,0.007713965686068872
gly-val-ser-val,C15H28N4O6,C15H28N4O6,CSID16639804,gly-val-ser-val,2,0.007713965686068872
gly-val-val-ser,C15H28N4O6,C15H28N4O6,CSID16639880,gly-val-val-ser,3,0.007713965686068872
asp-lys-val,C15H28N4O6,C15H28N4O6,CSID16569798,asp-lys-val,4,0.007712119884086445
asp-val-lys,C15H28N4O6,C15H28N4O6,CSID16569950,asp-val-lys,5,0.007712119884086445
(2-Fluorobenzylidene)malononitrile,C10H5FN2,C10H5FN2,CSID16646,(2-Fluorobenzylidene)malononitrile,1,0.5
(4-Fluorobenzylidene)malononitrile,C10H5FN2,C10H5FN2,CSID326265,(4-Fluorobenzylidene)malononitrile,2,0.5
"(2E,2′E)-1,1′-(2,5-Thienediyl)bis(3-phenyl-2-propen-1-one)",C22H16O2S,C22H16O2S,CSID67025130,"(2E,2′E)-1,1′-(2,5-Thienediyl)bis(3-phenyl-2-propen-1-one)",1,0.37839333341355336
"2-(2-Chloro-4,5-dihydro-3-furanyl)-1,3-diphenyl-1,3,2-diazaphospholidine",C18H18ClN2OP,C18H18ClN2OP,CSID10462113,"2-(2-Chloro-4,5-dihydro-3-furanyl)-1,3-diphenyl-1,3,2-diazaphospholidine",2,0.3752480005077076
"2,2′-Sulfanediylbis[4-(2-pyridinyl)pyrimidine]",C18H12N6S,C18H12N6S,CSID67168639,"2,2′-Sulfanediylbis[4-(2-pyridinyl)pyrimidine]",3,0.24635866607873896
"N-[2-(1H-indol-3-yl)ethyl]-4,5-dihydrothieno[2,3-g][1,2]benzoxazole-3-carboxamide",C20H16N3O2S,C20H16N3O2S,1025965,"N-[2-(1H-indol-3-yl)ethyl]-4,5-dihydrothieno[2,3-g][1,2]benzoxazole-3-carboxamide",1,0.21665247055681236
"N-(5-methyl-1,2-oxazol-3-yl)-2-[(2-phenyl-1H-indol-3-yl)sulfanyl]acetamide",C20H16N3O2S,C20H16N3O2S,1045463,"N-(5-methyl-1,2-oxazol-3-yl)-2-[(2-phenyl-1H-indol-3-yl)sulfanyl]acetamide",2,0.21665247055681236
"7-[4-(4-fluorophenyl)sulfonylpiperazin-1-yl]-[1,2,4]triazolo[4,3-b]pyridazine",C15H15FN6O2S,C15H15FN6O2S,1077489,"7-[4-(4-fluorophenyl)sulfonylpiperazin-1-yl]-[1,2,4]triazolo[4,3-b]pyridazine",3,0.19393185072680563
1-(2-chlorophenyl)-3-[(2-thiomorpholin-4-ylpyridin-4-yl)methyl]urea,C17H19ClN4OS,C17H19ClN4OS,1086030,1-(2-chlorophenyl)-3-[(2-thiomorpholin-4-ylpyridin-4-yl)methyl]urea,4,0.1264477546540165
1-(4-chlorophenyl)-3-[(2-thiomorpholin-4-ylpyridin-4-yl)methyl]urea,C17H19ClN4OS,C17H19ClN4OS,1093123,1-(4-chlorophenyl)-3-[(2-thiomorpholin-4-ylpyridin-4-yl)methyl]urea,5,0.1264477546540165
copper octanoate,C8H15CuO2,C8H15CuO2,CSID16166110,copper octanoate,1,0.09558355815319648
,C6H10N2O4S,C6H10N2O4S,CSID129910282,,2,0.08335820420820793
p-Phenylenediamine sulfate,C6H10N2O4S,C6H10N2O4S,CSID25838,p-Phenylenediamine sulfate,3,0.08335820420820793
Phenylhydrazine Sulfate,C6H10N2O4S,C6H10N2O4S,CSID4953876,Phenylhydrazine Sulfate,4,0.08335820420820793
N-Acetyl-S-carbamoylcysteine,C6H10N2O4S,C6H10N2O4S,CSID67157825,N-Acetyl-S-carbamoylcysteine,5,0.08335820420820793
,C20H14ClFN4O3,C20H14ClFN4O3,1009883,,1,0.06389582406137623
"1-[[3-(3-chloro-4-fluorophenyl)-1,2,4-oxadiazol-5-yl]methyl]-3-prop-2-enylquinazoline-2,4-dione",C20H14ClFN4O3,C20H14ClFN4O3,1019138,"1-[[3-(3-chloro-4-fluorophenyl)-1,2,4-oxadiazol-5-yl]methyl]-3-prop-2-enylquinazoline-2,4-dione",2,0.06389582406137623
,C20H14ClFN4O3,C20H14ClFN4O3,1000229,,3,0.06389582405984602
,C20H14ClFN4O3,C20H14ClFN4O3,1009802,,4,0.06389582405984602
"1-[[3-(4-chloro-3-fluorophenyl)-1,2,4-oxadiazol-5-yl]methyl]-4-(2-methylphenyl)pyrazine-2,3-dione",C20H14ClFN4O3,C20H14ClFN4O3,1010589,"1-[[3-(4-chloro-3-fluorophenyl)-1,2,4-oxadiazol-5-yl]methyl]-4-(2-methylphenyl)pyrazine-2,3-dione",5,0.06389582405984602
"N-[4-chloro-2-(trifluoromethyl)phenyl]-2-[(6-ethyl-7,8-dihydro-5H-pyrido[4,3-d]pyrimidin-4-yl)sulfanyl]acetamide",C18H18ClF3N4OS,C18H18ClF3N4OS,1052694,"N-[4-chloro-2-(trifluoromethyl)phenyl]-2-[(6-ethyl-7,8-dihydro-5H-pyrido[4,3-d]pyrimidin-4-yl)sulfanyl]acetamide",1,0.27287996164448236
"N-[[1-(1-benzofuran-2-carbonyl)piperidin-4-yl]methyl]-2,5-dichlorobenzamide",C22H20Cl2N2O3,C22H20Cl2N2O3,1043929,"N-[[1-(1-benzofuran-2-carbonyl)piperidin-4-yl]methyl]-2,5-dichlorobenzamide",2,0.15929294374518663
Benzofenap,C22H20Cl2N2O3,C22H20Cl2N2O3,HMDB41340,Benzofenap,3,0.15929294374177613
benzofenap,C22H20Cl2N2O3,C22H20Cl2N2O3,CSID85434,benzofenap,4,0.15928752495840995
3-(Ethoxycarbonyl)-6-phenyl-2-[(E)-2-phenylvinyl]pyrylium perchlorate,C22H19ClO7,C22H19ClO7,CSID67025985,3-(Ethoxycarbonyl)-6-phenyl-2-[(E)-2-phenylvinyl]pyrylium perchlorate,5,0.12463202361927045
Ethyl 1-(4-nitrophenyl)-5-(trifluoromethyl)-1H-pyrazole-4-carboxylate,C13H10F3N3O4,C13H10F3N3O4,CSID2018859,Ethyl 1-(4-nitrophenyl)-5-(trifluoromethyl)-1H-pyrazole-4-carboxylate,1,0.19021224582134214
"6-[(4-fluorophenoxy)methyl]-3-(5-methyl-1H-pyrazol-3-yl)-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole",C14H10FN6OS,C14H10FN6OS,1004247,"6-[(4-fluorophenoxy)methyl]-3-(5-methyl-1H-pyrazol-3-yl)-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole",2,0.18586963941659526
"6-[5-(2,5-difluorophenyl)-1,2,4-oxadiazol-3-yl]-3-methyl-1,3-benzoxazol-2-one",C16H9F2N3O3,C16H9F2N3O3,1003072,"6-[5-(2,5-difluorophenyl)-1,2,4-oxadiazol-3-yl]-3-methyl-1,3-benzoxazol-2-one",3,0.1835634119525353
"8-Nitro-2,3-dihydroxanthosine",C10H11N5O8,C10H11N5O8,CSID20559176,"8-Nitro-2,3-dihydroxanthosine",4,0.17241840860596758
2-C-{[(2-Chloroethyl)(nitroso)carbamoyl]amino}-D-glucopyranose,C9H16ClN3O8,C9H16ClN3O8,CSID66424029,2-C-{[(2-Chloroethyl)(nitroso)carbamoyl]amino}-D-glucopyranose,5,0.14753602825765288
flumipropyn,C18H15ClFNO3,C18H15ClFNO3,CSID139377,flumipropyn,1,0.1409373958329043
"3-(1,3-Benzothiazol-2-yl)-2-[(E)-(2-hydroxyphenyl)diazenyl]phenol",C19H13N3O2S,C19H13N3O2S,CSID67027507,"3-(1,3-Benzothiazol-2-yl)-2-[(E)-(2-hydroxyphenyl)diazenyl]phenol",3,0.13984603135424092
"1-(3-chloro-4-fluorophenyl)-4-(4-methoxyphenyl)piperidine-2,6-dione",C18H15ClFNO3,C18H15ClFNO3,1018731,"1-(3-chloro-4-fluorophenyl)-4-(4-methoxyphenyl)piperidine-2,6-dione",4,0.13184355516809854
"2-oxo-2-(2-phenylindolizin-3-yl)-N-(1,3-thiazol-2-yl)acetamide",C19H13N3O2S,C19H13N3O2S,1033378,"2-oxo-2-(2-phenylindolizin-3-yl)-N-(1,3-thiazol-2-yl)acetamide",5,0.13075490805453432
"N-(2-chlorophenyl)-2-[3,5-dimethyl-1-(4-methyl-1,3-thiazol-2-yl)pyrazol-4-yl]acetamide",C17H17ClN4OS,C17H17ClN4OS,1040684,"N-(2-chlorophenyl)-2-[3,5-dimethyl-1-(4-methyl-1,3-thiazol-2-yl)pyrazol-4-yl]acetamide",1,0.07059458562965332
