compound_name,formula,molecular_formula,source_compound_id,description,rank,probabilidade
"N-(2-methoxyphenyl)-2-(7-methyl-4-oxo-2-phenyl-3-pyrrol-1-ylpyrazolo[3,4-d]pyridazin-5-yl)propanamide",C26H24N6O3,C26H24N6O3,1088065,"N-(2-methoxyphenyl)-2-(7-methyl-4-oxo-2-phenyl-3-pyrrol-1-ylpyrazolo[3,4-d]pyridazin-5-yl)propanamide",4,0.04931477729814805
"[4-(6-phenyl-6,7-dihydro-4H-triazolo[5,1-c][1,4]oxazine-3-carbonyl)piperazin-1-yl]-quinolin-2-ylmethanone",C26H24N6O3,C26H24N6O3,1076995,"[4-(6-phenyl-6,7-dihydro-4H-triazolo[5,1-c][1,4]oxazine-3-carbonyl)piperazin-1-yl]-quinolin-2-ylmethanone",5,0.04931477729752604
"5-[1-[[2-(2-methoxyphenyl)-5-methyl-1,3-oxazol-4-yl]methyl]-5-methyltriazol-4-yl]-3-(4-propan-2-yloxyphenyl)-1,2,4-oxadiazole",C26H26N6O4,C26H26N6O4,998011,"5-[1-[[2-(2-methoxyphenyl)-5-methyl-1,3-oxazol-4-yl]methyl]-5-methyltriazol-4-yl]-3-(4-propan-2-yloxyphenyl)-1,2,4-oxadiazole",1,0.2080971754786193
"N-(4-Cyanophenyl)-2-[4-(2,6-dioxo-1,3-dipropyl-2,3,6,7-tetrahydro-1H-purin-8-yl)phenoxy]acetamide",C26H26N6O4,C26H26N6O4,CSID5036239,"N-(4-Cyanophenyl)-2-[4-(2,6-dioxo-1,3-dipropyl-2,3,6,7-tetrahydro-1H-purin-8-yl)phenoxy]acetamide",2,0.20808201984757857
Artelastochromene,C30H30O6,C30H30O6,LMPK12111533,Artelastochromene,3,0.19461573857284858
"3,8-Dihydroxy-11,11-dimethyl-13-(3-methyl-2-buten-1-yl)-6-(2-methyl-1-propen-1-yl)-6H,7H,11H-chromeno[4,3-b]pyrano[3,2-g]chromen-7-one",C30H30O6,C30H30O6,CSID4581491,"3,8-Dihydroxy-11,11-dimethyl-13-(3-methyl-2-buten-1-yl)-6-(2-methyl-1-propen-1-yl)-6H,7H,11H-chromeno[4,3-b]pyrano[3,2-g]chromen-7-one",4,0.1946025330504768
"1′-Decanoyl-3′,6′-dihydroxy-3H-spiro[2-benzofuran-1,9′-xanthen]-3-one",C30H30O6,C30H30O6,CSID65793693,"1′-Decanoyl-3′,6′-dihydroxy-3H-spiro[2-benzofuran-1,9′-xanthen]-3-one",5,0.1946025330504768
"2,2-Dichloro-1,3-bis(2-methyl-2-propanyl)-2,3-dihydro-1H-1,3,2-diazasilole",C10H20Cl2N2Si,C10H20Cl2N2Si,CSID9982306,"2,2-Dichloro-1,3-bis(2-methyl-2-propanyl)-2,3-dihydro-1H-1,3,2-diazasilole",1,0.27630566165458575
"Sodium 3,4-dicyano-6a-(2-methyl-2-propanyl)-5-oxo-1,5,6,6a-tetrahydropyrrolo[2,3-b]pyrrol-2-olate",C12H11N4NaO2,C12H11N4NaO2,CSID67496387,"Sodium 3,4-dicyano-6a-(2-methyl-2-propanyl)-5-oxo-1,5,6,6a-tetrahydropyrrolo[2,3-b]pyrrol-2-olate",2,0.2704356720568931
"Ethyl 1-(1-methyl-4-nitro-1H-imidazol-5-yl)-1H-1,2,3-triazole-4-carboxylate",C9H10N6O4,C9H10N6O4,CSID67166646,"Ethyl 1-(1-methyl-4-nitro-1H-imidazol-5-yl)-1H-1,2,3-triazole-4-carboxylate",3,0.26458189912193336
"1,3,7-Trimethyl-3,7-dihydro-1H-purine-2,6-dione hydrochloride dihydrate",C8H14ClN4O4,C8H14ClN4O4,CSID23621912,"1,3,7-Trimethyl-3,7-dihydro-1H-purine-2,6-dione hydrochloride dihydrate",4,0.1886767671665877
"1,3-Bis(2,5-diphenyl-1,3-oxazol-4-yl)-2,4(1H,3H)-pyrimidinedione",C34H22N4O4,C34H22N4O4,CSID10357820,"1,3-Bis(2,5-diphenyl-1,3-oxazol-4-yl)-2,4(1H,3H)-pyrimidinedione",1,1.0
albendazole S-oxide,C12H15N3O3S,C12H15N3O3S,HMDB59609,albendazole S-oxide,1,0.12985568835567213
(±)-albendazole sulfoxide,C12H15N3O3S,C12H15N3O3S,CSID75767,(±)-albendazole sulfoxide,2,0.1298407066917605
Methyl {5-[(3-hydroxypropyl)sulfanyl]-1H-benzimidazol-2-yl}carbamate,C12H15N3O3S,C12H15N3O3S,CSID88293842,Methyl {5-[(3-hydroxypropyl)sulfanyl]-1H-benzimidazol-2-yl}carbamate,3,0.12978126681973537
"N-(2-hydroxy-3-methoxy-2-methylpropyl)-2,1,3-benzothiadiazole-5-carboxamide",C12H15N3O3S,C12H15N3O3S,1044105,"N-(2-hydroxy-3-methoxy-2-methylpropyl)-2,1,3-benzothiadiazole-5-carboxamide",4,0.0879506198781516
albendazole sulfone,C12H15N3O3S,C12H15N3O3S,794,albendazole sulfone,5,0.0879506198781516
"(1R)-1,5-Anhydro-2,6-dideoxy-1-{2-[4-(β-D-glucopyranosyloxy)phenyl]-5,7-dihydroxy-4-oxo-4H-chromen-6-yl}-L-arabino-hexitol",C27H30O13,C27H30O13,CSID115269378,"(1R)-1,5-Anhydro-2,6-dideoxy-1-{2-[4-(β-D-glucopyranosyloxy)phenyl]-5,7-dihydroxy-4-oxo-4H-chromen-6-yl}-L-arabino-hexitol",1,0.037204661241143015
"(1R)-1,5-Anhydro-2,6-dideoxy-1-{2-[4-(β-D-glucopyranosyloxy)phenyl]-5,7-dihydroxy-4-oxo-4H-chromen-6-yl}-D-arabino-hexitol",C27H30O13,C27H30O13,CSID115269379,"(1R)-1,5-Anhydro-2,6-dideoxy-1-{2-[4-(β-D-glucopyranosyloxy)phenyl]-5,7-dihydroxy-4-oxo-4H-chromen-6-yl}-D-arabino-hexitol",2,0.037204661241143015
Rhamnellaflavoside A,C27H30O13,C27H30O13,LMPK12110323,Rhamnellaflavoside A,3,0.03720456152572146
Rhamnellaflavoside C,C27H30O13,C27H30O13,LMPK12110324,Rhamnellaflavoside C,4,0.03720456152572146
Dalmaisione D,C27H30O13,C27H30O13,LMPK12130022,Dalmaisione D,5,0.03535943030290896
"4-Hydroxy-3-methoxyphenyl 2-O-[(2S)-3,4-dihydroxy-4-({[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]oxy}methyl)tetrahydro-2-furanyl]-D-erythro-hexopyranoside",C27H32O14,C27H32O14,CSID28283256,"4-Hydroxy-3-methoxyphenyl 2-O-[(2S)-3,4-dihydroxy-4-({[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]oxy}methyl)tetrahydro-2-furanyl]-D-erythro-hexopyranoside",1,0.033296284519053844
"5,7,4'-Trihydroxyflavanone 4'-O-rutinoside",C27H32O14,C27H32O14,LMPK12140251,"5,7,4'-Trihydroxyflavanone 4'-O-rutinoside",2,0.030357746140942825
"4-(5,7-Dihydroxy-4-oxo-3,4-dihydro-2H-chromen-2-yl)phenyl 6-O-(6-deoxy-α-L-mannopyranosyl)-β-D-glucopyranoside",C27H32O14,C27H32O14,CSID115270547,"4-(5,7-Dihydroxy-4-oxo-3,4-dihydro-2H-chromen-2-yl)phenyl 6-O-(6-deoxy-α-L-mannopyranosyl)-β-D-glucopyranoside",3,0.030356296250088184
Cascaroside A,C27H32O14,C27H32O14,LMPK13040003,Cascaroside A,4,0.02983330422406718
CASCAROSIDE B,C27H32O14,C27H32O14,CSID30791743,CASCAROSIDE B,5,0.029831889826461646
"1-(3,4-dihydro-1H-isoquinolin-2-yl)-2-(1H-indol-3-yl)ethane-1,2-dione",C19H15N2O2,C19H15N2O2,1040527,"1-(3,4-dihydro-1H-isoquinolin-2-yl)-2-(1H-indol-3-yl)ethane-1,2-dione",1,0.06233120278383231
"methyl 3,5-dimethyl-7H-pyrido[2,3-c]carbazole-1-carboxylate",C19H15N2O2,C19H15N2O2,989343,"methyl 3,5-dimethyl-7H-pyrido[2,3-c]carbazole-1-carboxylate",2,0.06233120278383231
(4-chloro-2-methylpyrazol-3-yl)-[2-(2-methylphenyl)pyrrolidin-1-yl]methanone,C16H18ClN3O,C16H18ClN3O,1001778,(4-chloro-2-methylpyrazol-3-yl)-[2-(2-methylphenyl)pyrrolidin-1-yl]methanone,3,0.035518771672929245
"N-[2-(4-chlorophenyl)pyrimidin-5-yl]-3,3-dimethylbutanamide",C16H18ClN3O,C16H18ClN3O,1013057,"N-[2-(4-chlorophenyl)pyrimidin-5-yl]-3,3-dimethylbutanamide",4,0.035518771672929245
(4-chloro-1-methylpyrazol-3-yl)-[2-(3-methylphenyl)pyrrolidin-1-yl]methanone,C16H18ClN3O,C16H18ClN3O,1035806,(4-chloro-1-methylpyrazol-3-yl)-[2-(3-methylphenyl)pyrrolidin-1-yl]methanone,5,0.035518771672929245
"4-Methylphenyl 6-O-acetyl-3,4-di-O-benzyl-2-O-levulinyl-1-thio-β-D-glucopyranoside",C34H38O8S,C34H38O8S,CSID26050917,"4-Methylphenyl 6-O-acetyl-3,4-di-O-benzyl-2-O-levulinyl-1-thio-β-D-glucopyranoside",1,0.619001485460588
Bis(tributylstannyl)acetylene,C26H54Sn2,C26H54Sn2,CSID270520,Bis(tributylstannyl)acetylene,2,0.3809985145394121
nqtrp,C21H16N2O4,C21H16N2O4,CSID26404210,nqtrp,1,0.1194732542150177
"4-[4-(Dimethylamino)-1,3-dioxo-1H-benzo[de]isoquinolin-2(3H)-yl]benzoic acid",C21H16N2O4,C21H16N2O4,CSID67495234,"4-[4-(Dimethylamino)-1,3-dioxo-1H-benzo[de]isoquinolin-2(3H)-yl]benzoic acid",2,0.10730315277380464
N-(2-benzoyl-4-methylphenyl)-2-nitrobenzamide,C21H16N2O4,C21H16N2O4,1048149,N-(2-benzoyl-4-methylphenyl)-2-nitrobenzamide,3,0.10585976219144896
"2-(1,3-dioxoisoindol-2-yl)-N-(4-methoxynaphthalen-1-yl)acetamide",C21H16N2O4,C21H16N2O4,1049414,"2-(1,3-dioxoisoindol-2-yl)-N-(4-methoxynaphthalen-1-yl)acetamide",4,0.10585976218914096
"2-Diazonio-1-(1,4-dimethoxy-2-naphthyl)-1-hydroxy-1H-inden-3-olate",C21H16N2O4,C21H16N2O4,CSID9900740,"2-Diazonio-1-(1,4-dimethoxy-2-naphthyl)-1-hydroxy-1H-inden-3-olate",5,0.10585972320952854
Acacetin 7-(2G-rhamnosyl)-rutinoside,C34H42O18,C34H42O18,LMPK12110463,Acacetin 7-(2G-rhamnosyl)-rutinoside,1,0.2500966743935993
5-Hydroxy-2-(4-methoxyphenyl)-4-oxo-4H-chromen-7-yl 6-deoxy-α-L-mannopyranosyl-(1->2)-[6-deoxy-α-L-mannopyranosyl-(1->6)]-β-D-glucopyranoside,C34H42O18,C34H42O18,CSID115269428,5-Hydroxy-2-(4-methoxyphenyl)-4-oxo-4H-chromen-7-yl 6-deoxy-α-L-mannopyranosyl-(1->2)-[6-deoxy-α-L-mannopyranosyl-(1->6)]-β-D-glucopyranoside,2,0.2500735616269082
"3,7-Dihydroxy-8-methylflavone 7-rhamnosyl-(1->4)-rhamnosyl-(1->6)-glucoside",C34H42O18,C34H42O18,LMPK12111599,"3,7-Dihydroxy-8-methylflavone 7-rhamnosyl-(1->4)-rhamnosyl-(1->6)-glucoside",3,0.2499264305065193
3-Hydroxy-8-methoxy-4-oxo-2-phenyl-4H-chromen-7-yl 6-deoxy-α-L-mannopyranosyl-(1->4)-6-deoxy-α-L-mannopyranosyl-(1->6)-β-D-glucopyranoside,C34H42O18,C34H42O18,CSID115269832,3-Hydroxy-8-methoxy-4-oxo-2-phenyl-4H-chromen-7-yl 6-deoxy-α-L-mannopyranosyl-(1->4)-6-deoxy-α-L-mannopyranosyl-(1->6)-β-D-glucopyranoside,4,0.24990333347297322
"P-(1-METHYL-2,2-DIPHENYLVINYL)ANISOLE",C22H20O,C22H20O,CSID223439,"P-(1-METHYL-2,2-DIPHENYLVINYL)ANISOLE",1,0.14285714285714285
"4-[(1E)-1,2-Diphenyl-1-buten-1-yl]phenol",C22H20O,C22H20O,CSID2298471,"4-[(1E)-1,2-Diphenyl-1-buten-1-yl]phenol",2,0.14285714285714285
"Ether, allyl trityl",C22H20O,C22H20O,CSID518941,"Ether, allyl trityl",3,0.14285714285714285
"(2E)-1-(3-Benzylphenyl)-3-(2,4-cyclohexadien-1-yl)-2-propen-1-one",C22H20O,C22H20O,CSID67140021,"(2E)-1-(3-Benzylphenyl)-3-(2,4-cyclohexadien-1-yl)-2-propen-1-one",4,0.14285714285714285
(2E)-3-Mesityl-1-(2-naphthyl)-2-propen-1-one,C22H20O,C22H20O,CSID67492050,(2E)-3-Mesityl-1-(2-naphthyl)-2-propen-1-one,5,0.14285714285714285
"1,2,4,5-Tetramethyl-3,6-diphenoxybenzene",C22H22O2,C22H22O2,CSID2348276,"1,2,4,5-Tetramethyl-3,6-diphenoxybenzene",1,0.15076116553055402
2-[1-(1-Ethoxyethyl)-2-naphthyl]-1-phenylethanone,C22H22O2,C22H22O2,CSID66424711,2-[1-(1-Ethoxyethyl)-2-naphthyl]-1-phenylethanone,2,0.15076116553055402
Copper(1+) palmitate,C16H31CuO2,C16H31CuO2,CSID11199733,Copper(1+) palmitate,3,0.129203048798732
2-methoxy-N-(7-propan-2-ylsulfonyl-7-azaspiro[3.5]nonan-3-yl)acetamide,C14H26N2O4S,C14H26N2O4S,1079563,2-methoxy-N-(7-propan-2-ylsulfonyl-7-azaspiro[3.5]nonan-3-yl)acetamide,4,0.12197497775919042
"2,2,5,5-Tetramethyl-N-{3-oxo-3-[(2-sulfanylethyl)amino]propyl}-1,3-dioxane-4-carboxamide",C14H26N2O4S,C14H26N2O4S,CSID65324415,"2,2,5,5-Tetramethyl-N-{3-oxo-3-[(2-sulfanylethyl)amino]propyl}-1,3-dioxane-4-carboxamide",5,0.12196176360790104
"N-[2-(1H-indol-3-yl)ethyl]-2-(6-morpholin-4-ylsulfonyl-3-oxo-1,4-benzoxazin-4-yl)acetamide",C24H25N4O6S,C24H25N4O6S,1025475,"N-[2-(1H-indol-3-yl)ethyl]-2-(6-morpholin-4-ylsulfonyl-3-oxo-1,4-benzoxazin-4-yl)acetamide",1,0.2235031576095738
ethyl 2-[[3-[4-(2-chlorophenyl)piperazin-1-yl]sulfonyl-1-propylpyrazole-4-carbonyl]amino]acetate,C21H28ClN5O5S,C21H28ClN5O5S,1007956,ethyl 2-[[3-[4-(2-chlorophenyl)piperazin-1-yl]sulfonyl-1-propylpyrazole-4-carbonyl]amino]acetate,2,0.1988722754403193
ethyl 2-[[3-[4-(4-chlorophenyl)piperazin-1-yl]sulfonyl-1-propylpyrazole-4-carbonyl]amino]acetate,C21H28ClN5O5S,C21H28ClN5O5S,993574,ethyl 2-[[3-[4-(4-chlorophenyl)piperazin-1-yl]sulfonyl-1-propylpyrazole-4-carbonyl]amino]acetate,3,0.1988722754403193
ethyl 2-[[3-[4-(3-chlorophenyl)piperazin-1-yl]sulfonyl-1-propylpyrazole-4-carbonyl]amino]acetate,C21H28ClN5O5S,C21H28ClN5O5S,995953,ethyl 2-[[3-[4-(3-chlorophenyl)piperazin-1-yl]sulfonyl-1-propylpyrazole-4-carbonyl]amino]acetate,4,0.1988722754403193
"N-{[(5S)-3-(3-Fluoro-4-{4-[(5-nitro-2-furyl)methyl]-1-piperazinyl}phenyl)-2-oxo-1,3-oxazolidin-5-yl]methyl}acetamide hydrochloride (1:1)",C21H25ClFN5O6,C21H25ClFN5O6,CSID5293824,"N-{[(5S)-3-(3-Fluoro-4-{4-[(5-nitro-2-furyl)methyl]-1-piperazinyl}phenyl)-2-oxo-1,3-oxazolidin-5-yl]methyl}acetamide hydrochloride (1:1)",5,0.11297828174767115
"1-Methoxy-3-methyl-1,2,3,4-tetrahydro-5H-pyrido[3,2-a]phenoxazin-5-one",C17H16N2O3,C17H16N2O3,CSID10190185,"1-Methoxy-3-methyl-1,2,3,4-tetrahydro-5H-pyrido[3,2-a]phenoxazin-5-one",1,0.03644486357323984
Eslicarbazepine acetate,C17H16N2O3,C17H16N2O3,CSID156110,Eslicarbazepine acetate,2,0.03644486357323984
Disperse Blue 3,C17H16N2O3,C17H16N2O3,CSID16273,Disperse Blue 3,3,0.03644486357323984
"2-[(1-Methyl-4-oxo-1,2,3,4-tetrahydro-2-quinazolinyl)methyl]benzoic acid",C17H16N2O3,C17H16N2O3,CSID21666324,"2-[(1-Methyl-4-oxo-1,2,3,4-tetrahydro-2-quinazolinyl)methyl]benzoic acid",4,0.03644486357323984
3-{2-[Hydroxy(methoxy)methyl]phenyl}-2-methyl-4(3H)-quinazolinone,C17H16N2O3,C17H16N2O3,CSID28283302,3-{2-[Hydroxy(methoxy)methyl]phenyl}-2-methyl-4(3H)-quinazolinone,5,0.03644486357323984
glu-gln-met-trp,C26H36N6O8S,C26H36N6O8S,CSID16618642,glu-gln-met-trp,1,0.04010081492801585
glu-gln-trp-met,C26H36N6O8S,C26H36N6O8S,CSID16618737,glu-gln-trp-met,2,0.04010081492801585
glu-met-gln-trp,C26H36N6O8S,C26H36N6O8S,CSID16620907,glu-met-gln-trp,3,0.04010081492801585
glu-met-trp-gln,C26H36N6O8S,C26H36N6O8S,CSID16621116,glu-met-trp-gln,4,0.04010081492801585
glu-trp-gln-met,C26H36N6O8S,C26H36N6O8S,CSID16622896,glu-trp-gln-met,5,0.04010081492801585
"18-(2-Carboxyethyl)-20-(carboxymethyl)-7-ethyl-8-formyl-3,13,17-trimethyl-12-vinyl-17,18-dihydro-2-porphyrincarboxylic acid",C34H34N4O7,C34H34N4O7,CSID35031658,"18-(2-Carboxyethyl)-20-(carboxymethyl)-7-ethyl-8-formyl-3,13,17-trimethyl-12-vinyl-17,18-dihydro-2-porphyrincarboxylic acid",1,0.3333333333333333
mycobilin a,C34H34N4O7,C34H34N4O7,CSID64808481,mycobilin a,2,0.3333333333333333
mycobilin b,C34H34N4O7,C34H34N4O7,CSID64808482,mycobilin b,3,0.3333333333333333
2-{[1-(2-Methyl-2-propanyl)-1-silolanyl]methyl}pyridine,C14H23NSi,C14H23NSi,CSID29786398,2-{[1-(2-Methyl-2-propanyl)-1-silolanyl]methyl}pyridine,1,0.47732056063675077
"1-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)-4-vinyl-1,2-dihydropyridine",C13H20BNO2,C13H20BNO2,CSID32674441,"1-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)-4-vinyl-1,2-dihydropyridine",2,0.26133971968162467
"4-[2-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)ethyl]pyridine",C13H20BNO2,C13H20BNO2,CSID9474223,"4-[2-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)ethyl]pyridine",3,0.26133971968162467
"8-[2-fluoro-4-(methylsulfanyl)anilino]-2-(2-hydroxyethoxy)-7-methyl-3,4-dihydro-2,7-naphthyridine-1,6(2H,7H)-dione",C18H20FN3O4S,C18H20FN3O4S,CSID129415284,"8-[2-fluoro-4-(methylsulfanyl)anilino]-2-(2-hydroxyethoxy)-7-methyl-3,4-dihydro-2,7-naphthyridine-1,6(2H,7H)-dione",1,0.033926862402137825
"5-[[4-(4-ethoxyphenyl)-1,3-thiazol-2-yl]methyl]-3-(4-methoxyphenyl)-1,2,4-oxadiazole",C21H19N3O3S,C21H19N3O3S,1012474,"5-[[4-(4-ethoxyphenyl)-1,3-thiazol-2-yl]methyl]-3-(4-methoxyphenyl)-1,2,4-oxadiazole",2,0.028066076264204785
"4-ethoxy-N-(4-imidazo[1,2-a]pyridin-2-ylphenyl)benzenesulfonamide",C21H19N3O3S,C21H19N3O3S,1001567,"4-ethoxy-N-(4-imidazo[1,2-a]pyridin-2-ylphenyl)benzenesulfonamide",3,0.028066076263387935
"N-[5-methyl-4-(3-oxo-4H-1,4-benzoxazin-6-yl)-1,3-thiazol-2-yl]-3-phenylpropanamide",C21H19N3O3S,C21H19N3O3S,1001729,"N-[5-methyl-4-(3-oxo-4H-1,4-benzoxazin-6-yl)-1,3-thiazol-2-yl]-3-phenylpropanamide",4,0.028066076263387935
"N-[4-(2,4-dimethyl-3-oxo-1,4-benzoxazin-6-yl)-1,3-thiazol-2-yl]-3-methylbenzamide",C21H19N3O3S,C21H19N3O3S,1004107,"N-[4-(2,4-dimethyl-3-oxo-1,4-benzoxazin-6-yl)-1,3-thiazol-2-yl]-3-methylbenzamide",5,0.028066076263387935
"2-N-ethyl-4-N-propan-2-yl-1,3-thiazole-2,4-dicarboxamide",C10H15N3O2S,C10H15N3O2S,1017711,"2-N-ethyl-4-N-propan-2-yl-1,3-thiazole-2,4-dicarboxamide",1,0.20829728363433117
"2-N-ethyl-4-N-propyl-1,3-thiazole-2,4-dicarboxamide",C10H15N3O2S,C10H15N3O2S,1020095,"2-N-ethyl-4-N-propyl-1,3-thiazole-2,4-dicarboxamide",2,0.20829728363433117
N-[(1-hydroxycyclopentyl)methyl]-4-methylthiadiazole-5-carboxamide,C10H15N3O2S,C10H15N3O2S,1050045,N-[(1-hydroxycyclopentyl)methyl]-4-methylthiadiazole-5-carboxamide,3,0.20829728363245228
"Methyl N-[(3,5-dimethyl-1H-pyrazol-1-yl)carbonothioyl]-β-alaninate",C10H15N3O2S,C10H15N3O2S,CSID67165211,"Methyl N-[(3,5-dimethyl-1H-pyrazol-1-yl)carbonothioyl]-β-alaninate",4,0.20827973698893137
"Indolo[3,2,1-jk]carbazole",C18H11N,C18H11N,CSID26478690,"Indolo[3,2,1-jk]carbazole",5,0.16682841210995403
asp-asp-his-pro,C19H26N6O9,C19H26N6O9,CSID16601400,asp-asp-his-pro,1,0.04977870744224346
asp-asp-pro-his,C19H26N6O9,C19H26N6O9,CSID16601513,asp-asp-pro-his,2,0.04977870744224346
asp-his-asp-pro,C19H26N6O9,C19H26N6O9,CSID16603298,asp-his-asp-pro,3,0.04977870744224346
asp-his-pro-asp,C19H26N6O9,C19H26N6O9,CSID16603507,asp-his-pro-asp,4,0.04977870744224346
asp-pro-asp-his,C19H26N6O9,C19H26N6O9,CSID16605688,asp-pro-asp-his,5,0.04977870744224346
glu-asp-his-thr,C19H28N6O10,C19H28N6O10,CSID16617368,glu-asp-his-thr,3,0.02465044882976697
glu-asp-thr-his,C19H28N6O10,C19H28N6O10,CSID16617519,glu-asp-thr-his,4,0.02465044882976697
N-cyclopropyl-1-(6-ethylsulfanylpyridazin-3-yl)-5-methylpyrazole-4-carboxamide,C14H17N5OS,C14H17N5OS,1076622,N-cyclopropyl-1-(6-ethylsulfanylpyridazin-3-yl)-5-methylpyrazole-4-carboxamide,1,0.2841633535170425
"2-(4-pyridin-2-ylpiperazin-1-yl)-N-(1,3-thiazol-2-yl)acetamide",C14H17N5OS,C14H17N5OS,1037685,"2-(4-pyridin-2-ylpiperazin-1-yl)-N-(1,3-thiazol-2-yl)acetamide",2,0.28416335351240973
"N-(4-fluorophenyl)-2-phenylimidazo[1,2-a]pyridin-3-amine",C19H14FN3,C19H14FN3,1008736,"N-(4-fluorophenyl)-2-phenylimidazo[1,2-a]pyridin-3-amine",3,0.21584634090066115
1-(1H-Benzimidazol-1-yl)-3-cyclopropyl-7-fluoroisoquinoline,C19H14FN3,C19H14FN3,CSID67164223,1-(1H-Benzimidazol-1-yl)-3-cyclopropyl-7-fluoroisoquinoline,4,0.21582695206988659
"(2S,4S,5R,6S,7S,8S,12R)-4,5,8-Triacetoxy-6-(acetoxymethyl)-2,12-dihydroxy-2,10,10-trimethyl-11-oxatricyclo[7.2.1.0~1,6~]dodec-7-yl benzoate",C30H38O13,C30H38O13,CSID28286927,"(2S,4S,5R,6S,7S,8S,12R)-4,5,8-Triacetoxy-6-(acetoxymethyl)-2,12-dihydroxy-2,10,10-trimethyl-11-oxatricyclo[7.2.1.0~1,6~]dodec-7-yl benzoate",1,0.0853969345532005
bruceantinol,C30H38O13,C30H38O13,CSID4444687,bruceantinol,2,0.06720408673720023
"Methyl 15-{[(2E)-4-acetoxy-3,4-dimethyl-2-pentenoyl]oxy}-3,11,12-trihydroxy-2,16-dioxo-13,20-epoxypicras-3-en-21-oate",C30H38O13,C30H38O13,CSID95640672,"Methyl 15-{[(2E)-4-acetoxy-3,4-dimethyl-2-pentenoyl]oxy}-3,11,12-trihydroxy-2,16-dioxo-13,20-epoxypicras-3-en-21-oate",3,0.06720408673720023
asp-phe-tyr-tyr,C31H34N4O9,C31H34N4O9,CSID16605598,asp-phe-tyr-tyr,4,0.06119157780065333
asp-tyr-phe-tyr,C31H34N4O9,C31H34N4O9,CSID16607495,asp-tyr-phe-tyr,5,0.06119157780065333
briarein H,C30H40O14,C30H40O14,CSID10200287,briarein H,1,0.39512721056326766
"(1S,4aS,6S,7R,7aS)-4-[(β-D-Glucopyranosyloxy)methyl]-7-hydroxy-7-(hydroxymethyl)-6-{[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]oxy}-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-1-yl 3-methylbutanoate",C30H40O14,C30H40O14,CSID9494533,"(1S,4aS,6S,7R,7aS)-4-[(β-D-Glucopyranosyloxy)methyl]-7-hydroxy-7-(hydroxymethyl)-6-{[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]oxy}-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-1-yl 3-methylbutanoate",2,0.3024363947183662
"(1S,4aS,6S,7R,7aS)-4-[(β-D-Glucopyranosyloxy)methyl]-7-hydroxy-7-(hydroxymethyl)-6-{[(2Z)-3-(4-hydroxyphenyl)-2-propenoyl]oxy}-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-1-yl 3-methylbutanoate",C30H40O14,C30H40O14,CSID9562909,"(1S,4aS,6S,7R,7aS)-4-[(β-D-Glucopyranosyloxy)methyl]-7-hydroxy-7-(hydroxymethyl)-6-{[(2Z)-3-(4-hydroxyphenyl)-2-propenoyl]oxy}-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-1-yl 3-methylbutanoate",3,0.3024363947183662
Ramatroban,C21H21FN2O4S,C21H21FN2O4S,CSID110413,Ramatroban,1,0.04132845274977197
Ramatroban,C21H21FN2O4S,C21H21FN2O4S,CSID4860,Ramatroban,2,0.04132845274977197
"[4-(4-ethylphenyl)-6-fluoro-1,1-dioxo-1$l^{6},4-benzothiazin-2-yl]-morpholin-4-ylmethanone",C21H21FN2O4S,C21H21FN2O4S,1079041,"[4-(4-ethylphenyl)-6-fluoro-1,1-dioxo-1$l^{6},4-benzothiazin-2-yl]-morpholin-4-ylmethanone",3,0.04132536815553871
"[4-(3-ethylphenyl)-6-fluoro-1,1-dioxo-1$l^{6},4-benzothiazin-2-yl]-morpholin-4-ylmethanone",C21H21FN2O4S,C21H21FN2O4S,993039,"[4-(3-ethylphenyl)-6-fluoro-1,1-dioxo-1$l^{6},4-benzothiazin-2-yl]-morpholin-4-ylmethanone",4,0.04132536815553871
"7-fluoro-N-[1-(4-methoxyphenyl)ethyl]-5,5-dioxo-2,3-dihydro-1H-pyrrolo[2,1-c][1,4]benzothiazine-4-carboxamide",C21H21FN2O4S,C21H21FN2O4S,1020420,"7-fluoro-N-[1-(4-methoxyphenyl)ethyl]-5,5-dioxo-2,3-dihydro-1H-pyrrolo[2,1-c][1,4]benzothiazine-4-carboxamide",5,0.04132536815507889
"3,3′,3″,3‴-[3,7,12,17-Tetrakis(carboxymethyl)-13,24-dihydro-2H,3H-porphine-2,8,13,18-tetrayl]tetrapropanoic acid",C40H40N4O16,C40H40N4O16,CSID4575323,"3,3′,3″,3‴-[3,7,12,17-Tetrakis(carboxymethyl)-13,24-dihydro-2H,3H-porphine-2,8,13,18-tetrayl]tetrapropanoic acid",1,1.0
