compound_name,formula,molecular_formula,source_compound_id,description,rank,probabilidade
"O-[{(2R)-2-[(9Z,12Z)-9,12-Heptadecadienoyloxy]-3-[(11Z)-11-icosenoyloxy]propoxy}(hydroxy)phosphoryl]-L-serine",C43H78NO10P,C43H78NO10P,CSID113376388,"O-[{(2R)-2-[(9Z,12Z)-9,12-Heptadecadienoyloxy]-3-[(11Z)-11-icosenoyloxy]propoxy}(hydroxy)phosphoryl]-L-serine",1,
"O-(Hydroxy{(2R)-2-(nonadecanoyloxy)-3-[(6Z,9Z,12Z)-6,9,12-octadecatrienoyloxy]propoxy}phosphoryl)-L-serine",C43H78NO10P,C43H78NO10P,CSID113376299,"O-(Hydroxy{(2R)-2-(nonadecanoyloxy)-3-[(6Z,9Z,12Z)-6,9,12-octadecatrienoyloxy]propoxy}phosphoryl)-L-serine",2,
"O-(Hydroxy{(2R)-2-(nonadecanoyloxy)-3-[(9Z,12Z,15Z)-9,12,15-octadecatrienoyloxy]propoxy}phosphoryl)-L-serine",C43H78NO10P,C43H78NO10P,CSID113376309,"O-(Hydroxy{(2R)-2-(nonadecanoyloxy)-3-[(9Z,12Z,15Z)-9,12,15-octadecatrienoyloxy]propoxy}phosphoryl)-L-serine",3,
"O-(Hydroxy{(2R)-3-(nonadecanoyloxy)-2-[(6Z,9Z,12Z)-6,9,12-octadecatrienoyloxy]propoxy}phosphoryl)-L-serine",C43H78NO10P,C43H78NO10P,CSID113376329,"O-(Hydroxy{(2R)-3-(nonadecanoyloxy)-2-[(6Z,9Z,12Z)-6,9,12-octadecatrienoyloxy]propoxy}phosphoryl)-L-serine",4,
"O-(Hydroxy{(2R)-3-(nonadecanoyloxy)-2-[(9Z,12Z,15Z)-9,12,15-octadecatrienoyloxy]propoxy}phosphoryl)-L-serine",C43H78NO10P,C43H78NO10P,CSID113376330,"O-(Hydroxy{(2R)-3-(nonadecanoyloxy)-2-[(9Z,12Z,15Z)-9,12,15-octadecatrienoyloxy]propoxy}phosphoryl)-L-serine",5,
"O-[{(2R)-3-(Heptadecanoyloxy)-2-[(8Z,11Z,14Z)-8,11,14-icosatrienoyloxy]propoxy}(hydroxy)phosphoryl]-L-serine",C43H78NO10P,C43H78NO10P,CSID113376198,"O-[{(2R)-3-(Heptadecanoyloxy)-2-[(8Z,11Z,14Z)-8,11,14-icosatrienoyloxy]propoxy}(hydroxy)phosphoryl]-L-serine",6,
"O-(Hydroxy{(2R)-2-[(9Z)-9-nonadecenoyloxy]-3-[(9Z,12Z)-9,12-octadecadienoyloxy]propoxy}phosphoryl)-L-serine",C43H78NO10P,C43H78NO10P,CSID113376290,"O-(Hydroxy{(2R)-2-[(9Z)-9-nonadecenoyloxy]-3-[(9Z,12Z)-9,12-octadecadienoyloxy]propoxy}phosphoryl)-L-serine",7,
"O-(Hydroxy{(2R)-3-[(9Z)-9-nonadecenoyloxy]-2-[(9Z,12Z)-9,12-octadecadienoyloxy]propoxy}phosphoryl)-L-serine",C43H78NO10P,C43H78NO10P,CSID113376358,"O-(Hydroxy{(2R)-3-[(9Z)-9-nonadecenoyloxy]-2-[(9Z,12Z)-9,12-octadecadienoyloxy]propoxy}phosphoryl)-L-serine",8,
"O-[{(2R)-2-(Heptadecanoyloxy)-3-[(8Z,11Z,14Z)-8,11,14-icosatrienoyloxy]propoxy}(hydroxy)phosphoryl]-L-serine",C43H78NO10P,C43H78NO10P,CSID113376406,"O-[{(2R)-2-(Heptadecanoyloxy)-3-[(8Z,11Z,14Z)-8,11,14-icosatrienoyloxy]propoxy}(hydroxy)phosphoryl]-L-serine",9,
"O-[{(2R)-3-[(9Z,12Z)-9,12-Heptadecadienoyloxy]-2-[(11Z)-11-icosenoyloxy]propoxy}(hydroxy)phosphoryl]-L-serine",C43H78NO10P,C43H78NO10P,CSID113376254,"O-[{(2R)-3-[(9Z,12Z)-9,12-Heptadecadienoyloxy]-2-[(11Z)-11-icosenoyloxy]propoxy}(hydroxy)phosphoryl]-L-serine",10,
"(21R,27S)-24,27,28-Trihydroxy-24-oxido-18-oxo-19,23,25-trioxa-24λ~5~-phosphaoctacosan-21-yl nonadecanoate",C43H85O10P,C43H85O10P,CSID113377054,"(21R,27S)-24,27,28-Trihydroxy-24-oxido-18-oxo-19,23,25-trioxa-24λ~5~-phosphaoctacosan-21-yl nonadecanoate",1,
"(2R)-3-({[(2S)-2,3-Dihydroxypropoxy](hydroxy)phosphoryl}oxy)-2-(stearoyloxy)propyl nonadecanoate",C43H85O10P,C43H85O10P,CSID113377552,"(2R)-3-({[(2S)-2,3-Dihydroxypropoxy](hydroxy)phosphoryl}oxy)-2-(stearoyloxy)propyl nonadecanoate",2,
"(20R,26S)-23,26,27-Trihydroxy-23-oxido-17-oxo-18,22,24-trioxa-23λ~5~-phosphaheptacosan-20-yl icosanoate",C43H85O10P,C43H85O10P,CSID113377614,"(20R,26S)-23,26,27-Trihydroxy-23-oxido-17-oxo-18,22,24-trioxa-23λ~5~-phosphaheptacosan-20-yl icosanoate",3,
"(18R,24S)-21,24,25-Trihydroxy-21-oxido-15-oxo-16,20,22-trioxa-21λ~5~-phosphapentacosan-18-yl docosanoate",C43H85O10P,C43H85O10P,CSID113376908,"(18R,24S)-21,24,25-Trihydroxy-21-oxido-15-oxo-16,20,22-trioxa-21λ~5~-phosphapentacosan-18-yl docosanoate",4,
"(19R,25S)-22,25,26-Trihydroxy-22-oxido-16-oxo-17,21,23-trioxa-22λ~5~-phosphahexacosan-19-yl henicosanoate",C43H85O10P,C43H85O10P,CSID113376949,"(19R,25S)-22,25,26-Trihydroxy-22-oxido-16-oxo-17,21,23-trioxa-22λ~5~-phosphahexacosan-19-yl henicosanoate",5,
"(2R)-3-({[(2S)-2,3-Dihydroxypropoxy](hydroxy)phosphoryl}oxy)-2-(palmitoyloxy)propyl henicosanoate",C43H85O10P,C43H85O10P,CSID113377374,"(2R)-3-({[(2S)-2,3-Dihydroxypropoxy](hydroxy)phosphoryl}oxy)-2-(palmitoyloxy)propyl henicosanoate",6,
"(15R,21S)-18,21,22-Trihydroxy-3-methyl-18-oxido-12-oxo-13,17,19-trioxa-18λ~5~-phosphadocosan-15-yl 22-methyltricosanoate",C43H85O10P,C43H85O10P,CSID74878365,"(15R,21S)-18,21,22-Trihydroxy-3-methyl-18-oxido-12-oxo-13,17,19-trioxa-18λ~5~-phosphadocosan-15-yl 22-methyltricosanoate",7,
"(15R,21S)-18,21,22-Trihydroxy-2-methyl-18-oxido-12-oxo-13,17,19-trioxa-18λ~5~-phosphadocosan-15-yl 22-methyltricosanoate",C43H85O10P,C43H85O10P,CSID74878401,"(15R,21S)-18,21,22-Trihydroxy-2-methyl-18-oxido-12-oxo-13,17,19-trioxa-18λ~5~-phosphadocosan-15-yl 22-methyltricosanoate",8,
"(2R)-3-({[(2S)-2,3-Dihydroxypropoxy](hydroxy)phosphoryl}oxy)-2-(heptadecanoyloxy)propyl icosanoate",C43H85O10P,C43H85O10P,CSID113377220,"(2R)-3-({[(2S)-2,3-Dihydroxypropoxy](hydroxy)phosphoryl}oxy)-2-(heptadecanoyloxy)propyl icosanoate",9,
"(2R)-3-({[(2S)-2,3-Dihydroxypropoxy](hydroxy)phosphoryl}oxy)-2-(pentadecanoyloxy)propyl docosanoate",C43H85O10P,C43H85O10P,CSID113377397,"(2R)-3-({[(2S)-2,3-Dihydroxypropoxy](hydroxy)phosphoryl}oxy)-2-(pentadecanoyloxy)propyl docosanoate",10,
"(2R)-3-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-(tridecanoyloxy)propyl (13Z,16Z)-13,16-docosadienoate",C44H81O13P,C44H81O13P,CSID113378568,"(2R)-3-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-(tridecanoyloxy)propyl (13Z,16Z)-13,16-docosadienoate",2,
"(2R)-3-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-(pentadecanoyloxy)propyl (11Z,14Z)-11,14-icosadienoate",C44H81O13P,C44H81O13P,CSID113378373,"(2R)-3-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-(pentadecanoyloxy)propyl (11Z,14Z)-11,14-icosadienoate",8,
his-leu-lys-ser,C21H37N7O6,C21H37N7O6,CSID16644115,his-leu-lys-ser,1,
his-lys-leu-ser,C21H37N7O6,C21H37N7O6,CSID16644494,his-lys-leu-ser,2,
his-ile-lys-ser,C21H37N7O6,C21H37N7O6,CSID16643716,his-ile-lys-ser,3,
his-lys-ile-ser,C21H37N7O6,C21H37N7O6,CSID16644474,his-lys-ile-ser,4,
leu-his-lys-ser,C21H37N7O6,C21H37N7O6,CSID16659281,leu-his-lys-ser,5,
leu-lys-his-ser,C21H37N7O6,C21H37N7O6,CSID16660413,leu-lys-his-ser,6,
lys-his-leu-ser,C21H37N7O6,C21H37N7O6,CSID16667212,lys-his-leu-ser,7,
lys-leu-his-ser,C21H37N7O6,C21H37N7O6,CSID16667969,lys-leu-his-ser,8,
ile-his-lys-ser,C21H37N7O6,C21H37N7O6,CSID16651297,ile-his-lys-ser,9,
ile-lys-his-ser,C21H37N7O6,C21H37N7O6,CSID16652437,ile-lys-his-ser,10,
"Disodium tetrakis[(2,6-diisopropylphenyl)imino]uranate(2-)",C48H68N4Na2U,C48H68N4Na2U,CSID65326337,"Disodium tetrakis[(2,6-diisopropylphenyl)imino]uranate(2-)",1,
gln-ile-lys-thr,C21H40N6O7,C21H40N6O7,CSID16627794,gln-ile-lys-thr,1,
gln-ile-thr-lys,C21H40N6O7,C21H40N6O7,CSID16627889,gln-ile-thr-lys,2,
gln-lys-ile-thr,C21H40N6O7,C21H40N6O7,CSID16628552,gln-lys-ile-thr,3,
gln-lys-thr-ile,C21H40N6O7,C21H40N6O7,CSID16628685,gln-lys-thr-ile,4,
gln-thr-ile-lys,C21H40N6O7,C21H40N6O7,CSID16630547,gln-thr-ile-lys,5,
gln-thr-lys-ile,C21H40N6O7,C21H40N6O7,CSID16630585,gln-thr-lys-ile,6,
lys-gln-thr-ile,C21H40N6O7,C21H40N6O7,CSID16666537,lys-gln-thr-ile,7,
lys-thr-gln-ile,C21H40N6O7,C21H40N6O7,CSID16670308,lys-thr-gln-ile,8,
thr-gln-lys-ile,C21H40N6O7,C21H40N6O7,CSID16706335,thr-gln-lys-ile,9,
thr-lys-gln-ile,C21H40N6O7,C21H40N6O7,CSID16708235,thr-lys-gln-ile,10,
Sonchifolin,C21H26O6,C21H26O6,HMDB41139,Sonchifolin,5,
1-ethyl-3-[1-(2-ethylbutanoyl)piperidin-4-yl]imidazolidin-2-one,C16H29N3O2,C16H29N3O2,1036124,1-ethyl-3-[1-(2-ethylbutanoyl)piperidin-4-yl]imidazolidin-2-one,1,
"(2Z,4E,2′Z,4′E)-2,2′-Dioxybis(2,4-octadecadienoic acid)",C36H62O6,C36H62O6,CSID66425027,"(2Z,4E,2′Z,4′E)-2,2′-Dioxybis(2,4-octadecadienoic acid)",1,
"(5S)-3-(9-{(2R,5S)-5-[(1S,4S)-1,4-Dihydroxy-4-{(2S,5S)-5-[(1R)-1-hydroxydecyl]tetrahydro-2-furanyl}butyl]tetrahydro-2-furanyl}nonyl)-5-methyl-2(5H)-furanone",C36H64O7,C36H64O7,CSID113385964,"(5S)-3-(9-{(2R,5S)-5-[(1S,4S)-1,4-Dihydroxy-4-{(2S,5S)-5-[(1R)-1-hydroxydecyl]tetrahydro-2-furanyl}butyl]tetrahydro-2-furanyl}nonyl)-5-methyl-2(5H)-furanone",1,
"(5S)-3-[(2R,12R)-2,12-Dihydroxy-12-{(2R,2′R,5R,5′R)-5′-[(1R)-1-hydroxyundecyl]octahydro-2,2′-bifuran-5-yl}dodecyl]-5-methyl-2(5H)-furanone",C36H64O7,C36H64O7,CSID28282879,"(5S)-3-[(2R,12R)-2,12-Dihydroxy-12-{(2R,2′R,5R,5′R)-5′-[(1R)-1-hydroxyundecyl]octahydro-2,2′-bifuran-5-yl}dodecyl]-5-methyl-2(5H)-furanone",2,
"N-[2-(4-{[(2E)-5-(3,3-Dimethyl-2-oxiranyl)-4-hydroxy-3-methyl-2-penten-1-yl]oxy}phenyl)ethyl]benzamide",C25H31NO4,C25H31NO4,CSID4515560,"N-[2-(4-{[(2E)-5-(3,3-Dimethyl-2-oxiranyl)-4-hydroxy-3-methyl-2-penten-1-yl]oxy}phenyl)ethyl]benzamide",4,
"(3S,4aR,6aR,12aR,12bS)-3-Hydroxy-4,4,6a,12b-tetramethyl-9-(3-pyridinyl)-1,3,4,4a,5,6,6a,12,12a,12b-decahydro-2H,11H-benzo[f]pyrano[4,3-b]chromen-11-one",C25H31NO4,C25H31NO4,CSID8607071,"(3S,4aR,6aR,12aR,12bS)-3-Hydroxy-4,4,6a,12b-tetramethyl-9-(3-pyridinyl)-1,3,4,4a,5,6,6a,12,12a,12b-decahydro-2H,11H-benzo[f]pyrano[4,3-b]chromen-11-one",5,
Acidissiminol epoxide,C25H31NO4,C25H31NO4,HMDB40793,Acidissiminol epoxide,6,
(4-phenylpiperazin-1-yl)-[1-(6-phenylpyridazin-3-yl)piperidin-3-yl]methanone,C26H29N5O,C26H29N5O,1021102,(4-phenylpiperazin-1-yl)-[1-(6-phenylpyridazin-3-yl)piperidin-3-yl]methanone,9,
"1-(4-phenylpiperazin-1-yl)-2-[4-(1-phenylpyrazol-4-yl)-3,6-dihydro-2H-pyridin-1-yl]ethanone",C26H29N5O,C26H29N5O,1097276,"1-(4-phenylpiperazin-1-yl)-2-[4-(1-phenylpyrazol-4-yl)-3,6-dihydro-2H-pyridin-1-yl]ethanone",10,
"[2-(3,5-Dimethylphenyl)-1-pyrrolidinyl](2,4,6-triisopropylphenyl)methanethione",C28H39NS,C28H39NS,CSID65327860,"[2-(3,5-Dimethylphenyl)-1-pyrrolidinyl](2,4,6-triisopropylphenyl)methanethione",1,
"(4,4-Dimethyl-2-phenyl-1-pyrrolidinyl)(2,4,6-triisopropylphenyl)methanethione",C28H39NS,C28H39NS,CSID65327863,"(4,4-Dimethyl-2-phenyl-1-pyrrolidinyl)(2,4,6-triisopropylphenyl)methanethione",2,
"(2-Phenyl-1-azepanyl)(2,4,6-triisopropylphenyl)methanethione",C28H39NS,C28H39NS,CSID65327866,"(2-Phenyl-1-azepanyl)(2,4,6-triisopropylphenyl)methanethione",3,
"N,N-Dihexyl-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-2-thiophenecarboxamide",C23H40BNO3S,C23H40BNO3S,CSID35036402,"N,N-Dihexyl-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-2-thiophenecarboxamide",4,
"(2R)-2-[(9Z)-9-Hexadecenoyloxy]-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]propyl (13Z,16Z)-13,16-docosadienoate",C47H85O13P,C47H85O13P,CSID113378573,"(2R)-2-[(9Z)-9-Hexadecenoyloxy]-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]propyl (13Z,16Z)-13,16-docosadienoate",2,
"(2R)-1-[(Hydroxy{[(1s,3R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(stearoyloxy)-2-propanyl (5Z,8Z,11Z)-5,8,11-icosatrienoate",C47H85O13P,C47H85O13P,CSID24767698,"(2R)-1-[(Hydroxy{[(1s,3R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(stearoyloxy)-2-propanyl (5Z,8Z,11Z)-5,8,11-icosatrienoate",3,
Licarin C,C22H26O5,C22H26O5,HMDB33319,Licarin C,1,
Kanzonol R,C22H26O5,C22H26O5,HMDB41099,Kanzonol R,2,
Unanisoflavan,C22H26O5,C22H26O5,LMPK12080009,Unanisoflavan,3,
"(±)-8,8′-epi-aristoligone",C22H26O5,C22H26O5,CSID10364154,"(±)-8,8′-epi-aristoligone",4,
calanolide F,C22H26O5,C22H26O5,CSID109507,calanolide F,6,
"Naphtho(1,2-b)furan-6,9-dione, 2,3-dihydro-4-hydroxy-7-methoxy-2,3,8-trimethyl-3-(4-methyl-3-pentenyl)-",C22H26O5,C22H26O5,CSID116469,"Naphtho(1,2-b)furan-6,9-dione, 2,3-dihydro-4-hydroxy-7-methoxy-2,3,8-trimethyl-3-(4-methyl-3-pentenyl)-",7,
"6-Allyl-7-(3,4-dimethoxyphenyl)-2,3-dimethoxy-8-methyltricyclo[4.2.0.0~2,8~]oct-3-en-5-one",C22H26O5,C22H26O5,CSID21375004,"6-Allyl-7-(3,4-dimethoxyphenyl)-2,3-dimethoxy-8-methyltricyclo[4.2.0.0~2,8~]oct-3-en-5-one",8,
"7,3′-dihydroxy-5,5′-dimethoxy-8-prenylflavan",C22H26O5,C22H26O5,CSID21376620,"7,3′-dihydroxy-5,5′-dimethoxy-8-prenylflavan",9,
"Dimethyl (4aR,5R,6R,8aR)-5-[2-(3-furyl)-2-oxoethyl]-5,8a-dimethyl-3,4,4a,5,6,7,8,8a-octahydro-1,6-naphthalenedicarboxylate",C22H28O6,C22H28O6,CSID28284712,"Dimethyl (4aR,5R,6R,8aR)-5-[2-(3-furyl)-2-oxoethyl]-5,8a-dimethyl-3,4,4a,5,6,7,8,8a-octahydro-1,6-naphthalenedicarboxylate",1,
16-phenoxy tetranor Prostaglandin E2,C22H28O6,C22H28O6,45608,16-phenoxy tetranor Prostaglandin E2,2,
"Isocalolongic acid; 3-[(2R,3S)-5-Hydroxy-2,3,8,8-tetramethyl-4-oxo-3,4-dihydro-2H,8H-pyrano[2,3-f]chromen-6-yl]hexanoic acid",C22H28O6,C22H28O6,985133,"Isocalolongic acid; 3-[(2R,3S)-5-Hydroxy-2,3,8,8-tetramethyl-4-oxo-3,4-dihydro-2H,8H-pyrano[2,3-f]chromen-6-yl]hexanoic acid",3,
Cyclomammein,C22H28O6,C22H28O6,HMDB30711,Cyclomammein,4,
Cycloneomammein,C22H28O6,C22H28O6,HMDB30714,Cycloneomammein,5,
Fragransin D1,C22H28O6,C22H28O6,HMDB33539,Fragransin D1,6,
Fragransin D3,C22H28O6,C22H28O6,HMDB33540,Fragransin D3,7,
Quassin,C22H28O6,C22H28O6,HMDB36587,Quassin,8,
Pyranomammea B,C22H28O6,C22H28O6,HMDB39029,Pyranomammea B,9,
Quassin,C22H28O6,C22H28O6,41276,Quassin,10,
(Dichloromethylene)bis(bromosilane),CBr2Cl2Si2,CBr2Cl2Si2,CSID65998875,(Dichloromethylene)bis(bromosilane),1,
"N,N,N-Trimethyl-1-dodecanaminium chlorite",C15H34ClNO2,C15H34ClNO2,CSID66424187,"N,N,N-Trimethyl-1-dodecanaminium chlorite",2,
gln-ala-lys-arg,C20H39N9O6,C20H39N9O6,CSID16624182,gln-ala-lys-arg,1,
gln-lys-ala-arg,C20H39N9O6,C20H39N9O6,CSID16628357,gln-lys-ala-arg,2,
gln-ala-arg-lys,C20H39N9O6,C20H39N9O6,CSID16623992,gln-ala-arg-lys,3,
gln-arg-ala-lys,C20H39N9O6,C20H39N9O6,CSID16624372,gln-arg-ala-lys,4,
gln-arg-lys-ala,C20H39N9O6,C20H39N9O6,CSID16624581,gln-arg-lys-ala,5,
gln-lys-arg-ala,C20H39N9O6,C20H39N9O6,CSID16628376,gln-lys-arg-ala,6,
ala-gln-lys-arg,C20H39N9O6,C20H39N9O6,CSID16578714,ala-gln-lys-arg,7,
ala-lys-gln-arg,C20H39N9O6,C20H39N9O6,CSID16580600,ala-lys-gln-arg,8,
lys-ala-gln-arg,C20H39N9O6,C20H39N9O6,CSID16663949,lys-ala-gln-arg,9,
lys-gln-ala-arg,C20H39N9O6,C20H39N9O6,CSID16666209,lys-gln-ala-arg,10,
"Tris(2,2-dimethylpropyl)(2,2-dimethylpropylidene)tantalum",C20H43Ta,C20H43Ta,CSID11599455,"Tris(2,2-dimethylpropyl)(2,2-dimethylpropylidene)tantalum",1,
asn-ala-arg-lys,C19H37N9O6,C19H37N9O6,CSID16592067,asn-ala-arg-lys,1,
asn-ala-lys-arg,C19H37N9O6,C19H37N9O6,CSID16592256,asn-ala-lys-arg,2,
asn-arg-ala-lys,C19H37N9O6,C19H37N9O6,CSID16592446,asn-arg-ala-lys,3,
asn-arg-lys-ala,C19H37N9O6,C19H37N9O6,CSID16592655,asn-arg-lys-ala,4,
asn-lys-ala-arg,C19H37N9O6,C19H37N9O6,CSID16596434,asn-lys-ala-arg,5,
asn-lys-arg-ala,C19H37N9O6,C19H37N9O6,CSID16596453,asn-lys-arg-ala,6,
gln-arg-gly-lys,C19H37N9O6,C19H37N9O6,CSID16624512,gln-arg-gly-lys,7,
gln-arg-lys-gly,C19H37N9O6,C19H37N9O6,CSID16624588,gln-arg-lys-gly,8,
gln-gly-arg-lys,C19H37N9O6,C19H37N9O6,CSID16626790,gln-gly-arg-lys,9,
gln-gly-lys-arg,C19H37N9O6,C19H37N9O6,CSID16626979,gln-gly-lys-arg,10,
N-linolenoyl-L-glutamine,C23H38N2O4,C23H38N2O4,CSID20128289,N-linolenoyl-L-glutamine,1,
6-O-[(9Z)-9-Octadecenoyl]-α-D-glucopyranosyl 6-O-(13-methyltetradecanoyl)-α-D-glucopyranoside,C45H82O13,C45H82O13,CSID113385937,6-O-[(9Z)-9-Octadecenoyl]-α-D-glucopyranosyl 6-O-(13-methyltetradecanoyl)-α-D-glucopyranoside,1,
"methyl 2,4-dimethyl-5-[3-(4-phenylpiperazine-1-carbonyl)piperidine-1-carbonyl]-1H-pyrrole-3-carboxylate",C25H31N4O4,C25H31N4O4,1006852,"methyl 2,4-dimethyl-5-[3-(4-phenylpiperazine-1-carbonyl)piperidine-1-carbonyl]-1H-pyrrole-3-carboxylate",1,
"N-(1H-benzimidazol-2-yl)-2-[[2-(3,4-diethoxyphenyl)acetyl]amino]-4-methylpentanamide",C25H31N4O4,C25H31N4O4,1021748,"N-(1H-benzimidazol-2-yl)-2-[[2-(3,4-diethoxyphenyl)acetyl]amino]-4-methylpentanamide",2,
L-lysyl-L-α-aspartyl-L-seryl-L-phenylalanyl-N-{1-[(2S)-1-{[(2S)-1-amino-4-(methylsulfanyl)-1-oxobutan-2-yl]amino}-4-methyl-1-oxopentan-2-yl]-2-oxopyrrolidin-3-yl}-L-valinamide,C42H68N10O11S,C42H68N10O11S,CSID4470662,L-lysyl-L-α-aspartyl-L-seryl-L-phenylalanyl-N-{1-[(2S)-1-{[(2S)-1-amino-4-(methylsulfanyl)-1-oxobutan-2-yl]amino}-4-methyl-1-oxopentan-2-yl]-2-oxopyrrolidin-3-yl}-L-valinamide,1,
clonostachysin A,C53H87N9O10,C53H87N9O10,CSID9609511,clonostachysin A,1,
D-Fructofuranosyl 1-C-dodecyl-β-D-glucopyranoside,C24H46O11,C24H46O11,CSID67170392,D-Fructofuranosyl 1-C-dodecyl-β-D-glucopyranoside,1,
DDM,C24H46O11,C24H46O11,CSID102836,DDM,2,
Dodecyl 4-O-β-D-glucopyranosyl-β-D-glucopyranoside,C24H46O11,C24H46O11,CSID27473665,Dodecyl 4-O-β-D-glucopyranosyl-β-D-glucopyranoside,3,
Dodecyl 4-O-[(3ξ)-α-D-xylo-hexopyranosyl]-β-D-gulopyranoside,C24H46O11,C24H46O11,CSID65792817,Dodecyl 4-O-[(3ξ)-α-D-xylo-hexopyranosyl]-β-D-gulopyranoside,4,
Dodecyl a-D-maltopyranoside,C24H46O11,C24H46O11,CSID393093,Dodecyl a-D-maltopyranoside,5,
"(2R)-3-[(Hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]-2-[(9Z)-9-octadecenoyloxy]propyl (9Z)-9-nonadecenoate",C52H95O18P,C52H95O18P,CSID113380494,"(2R)-3-[(Hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]-2-[(9Z)-9-octadecenoyloxy]propyl (9Z)-9-nonadecenoate",1,
"(2R)-3-[(Hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]-2-(stearoyloxy)propyl (9Z,12Z)-9,12-nonadecadienoate",C52H95O18P,C52H95O18P,CSID113380499,"(2R)-3-[(Hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]-2-(stearoyloxy)propyl (9Z,12Z)-9,12-nonadecadienoate",2,
Piperonyl butoxide,C19H30O5,C19H30O5,72641,Piperonyl butoxide,1,
Dodecyl gallate,C19H30O5,C19H30O5,HMDB38720,Dodecyl gallate,2,
[6]-Gingerdiol 3-acetate,C19H30O5,C19H30O5,HMDB40566,[6]-Gingerdiol 3-acetate,3,
[6]-Gingerdiol 5-acetate,C19H30O5,C19H30O5,HMDB40567,[6]-Gingerdiol 5-acetate,4,
"1β,3β,5,6β-Tetrahydroxy-5α-androstan-17-one",C19H30O5,C19H30O5,CSID128906,"1β,3β,5,6β-Tetrahydroxy-5α-androstan-17-one",5,
"(6E)-3-Isopropyl-6,10-dimethyl-11-oxabicyclo[8.1.0]undec-6-ene-2,4-diyl diacetate",C19H30O5,C19H30O5,CSID129307599,"(6E)-3-Isopropyl-6,10-dimethyl-11-oxabicyclo[8.1.0]undec-6-ene-2,4-diyl diacetate",6,
Dodecyl gallate,C19H30O5,C19H30O5,CSID13777,Dodecyl gallate,7,
cytosporin D,C19H30O5,C19H30O5,CSID27023788,cytosporin D,8,
"(3E,4S,5R)-3-[10-(3,6-Dihydro-1,2-dioxin-3-yl)decylidene]-4-hydroxy-5-methyldihydro-2(3H)-furanone",C19H30O5,C19H30O5,CSID28285289,"(3E,4S,5R)-3-[10-(3,6-Dihydro-1,2-dioxin-3-yl)decylidene]-4-hydroxy-5-methyldihydro-2(3H)-furanone",9,
"1-Heptyl-4,5,6-trimethoxy-1,2-indanediol",C19H30O5,C19H30O5,CSID28290375,"1-Heptyl-4,5,6-trimethoxy-1,2-indanediol",10,
"1,2-Anhydro-4,5-dideoxy-1-(2-hydroxy-3-methylbutyl)-4-(6-hydroxy-5-methyl-8-oxo-2-oxocanyl)-2-methylpent-3-ulose",C19H32O6,C19H32O6,CSID28285061,"1,2-Anhydro-4,5-dideoxy-1-(2-hydroxy-3-methylbutyl)-4-(6-hydroxy-5-methyl-8-oxo-2-oxocanyl)-2-methylpent-3-ulose",1,
"Methyl 9-{5-[(1E,3E)-1,3-hexadien-1-yl]-1,2-dioxolan-3-yl}-9-hydroperoxynonanoate",C19H32O6,C19H32O6,CSID4446002,"Methyl 9-{5-[(1E,3E)-1,3-hexadien-1-yl]-1,2-dioxolan-3-yl}-9-hydroperoxynonanoate",2,
"Methyl (9E,11E)-12-[5-(1-hydroperoxypropyl)-1,2-dioxolan-3-yl]-9,11-dodecadienoate",C19H32O6,C19H32O6,CSID4446003,"Methyl (9E,11E)-12-[5-(1-hydroperoxypropyl)-1,2-dioxolan-3-yl]-9,11-dodecadienoate",3,
